CIA - The World Factbook --  Labor force   

This entry contains the total labor force figure.

| Rank | country | Labor force | Date of Information |
| 144 | West Bank | 982,300 | 2012 est. |
| 145 | Oman | 968,800 | 2007 |
| 146 | Macedonia | 943,100 | 2012 est. |
| 147 | Slovenia | 920,200 | 2012 est. |
| 148 | Namibia | 911,500 | 2012 est. |
| 149 | Lesotho | 855,600 | 2012 est. |
| 150 | Kosovo | 800,000 | 2011 est. |
| 151 | Gambia, The | 777,100 | 2007 |
| 152 | Estonia | 695,000 | 2012 est. |
| 153 | Bahrain | 655,300 | 2012 est. |
| 154 | Guinea-Bissau | 632,700 | 2007 |
| 155 | Mauritius | 626,900 | 2012 est. |
| 156 | Trinidad and Tobago | 618,200 | 2012 est. |
| 157 | Gabon | 616,700 | 2012 est. |
| 158 | Cyprus | 428,900 | 2012 est. |
| 159 | Swaziland | 424,100 | 2011 est. |
| 160 | Timor-Leste | 418,200 | 2009 |
| 161 | Macau | 356,700 | 2012 est. |
| 162 | Djibouti | 351,700 | 2007 |
| 163 | Fiji | 335,000 | 2007 est. |
| 164 | Guyana | 313,100 | 2009 est. |
| 165 | Bhutan | 299,900 | 2008 |
| 166 | Montenegro | 251,300 | 2011 est. |
| 167 | Comoros | 233,500 | 2011 est. |
| 168 | Luxembourg | 208,200 | 2012 est. |
| 169 | Brunei | 205,800 | 2011 est. |
| 170 | Solomon Islands | 202,500 | 2007 |
| 171 | Cabo Verde | 196,100 | 2007 |
| 172 | Equatorial Guinea | 195,200 | 2007 |
| 173 | Bahamas, The | 192,200 | 2012 |
| 174 | Malta | 184,500 | 2012 est. |
| 175 | Iceland | 180,100 | 2012 est. |
| 176 | Suriname | 165,600 | 2007 |
| 177 | Maldives | 152,500 | 2010 |
| 178 | Western Sahara | 144,000 | 2010 est. |
| 179 | Barbados | 142,000 | 2012 est. |
| 180 | Belize | 120,500 | 2008 est. |
| 181 | French Polynesia | 116,000 | 2007 |
| 182 | Vanuatu | 115,900 | 2007 |
| 183 | New Caledonia | 106,400 | 2010 |
| 184 | Saint Lucia | 79,700 | 2012 |
| 185 | Guam | 69,390 | 2010 est. |
| 186 | Curacao | 62,040 | 2011 |
| 187 | Saint Vincent and the Grenadines | 57,520 | 2007 est. |
| 188 | Jersey | 53,380 | June 2012 |
| 189 | Sao Tome and Principe | 52,490 | 2007 |
| 190 | Aruba | 51,610 | 2007 est. |
| 191 | Monaco | 50,580 | 2011 est. |
| 192 | Virgin Islands | 49,820 | 2007 est. |
| 193 | Samoa | 47,930 | 2011 est. |
| 194 | Grenada | 47,580 | 2008 |
| 195 | Isle of Man | 41,790 | 2006 |
| 196 | Tonga | 39,960 | 2007 |
| 197 | Seychelles | 39,560 | 2006 |
| 198 | Cayman Islands | 39,000 | 2007 |
| 199 | Northern Mariana Islands | 38,450 | 2005 est. |
| 200 | Bermuda | 37,400 | 2011 |
| 201 | Andorra | 36,060 | 2012 |
| 202 | Liechtenstein | 35,250 | 2012 |
| 203 | Faroe Islands | 34,710 | November 2010 |
| 204 | Greenland | 33,670 | 2010 |
| 205 | Guernsey | 31,470 | March 2006 |
| 206 | Antigua and Barbuda | 30,000 | 1991 |
| 207 | Dominica | 25,000 | 2000 est. |
| 208 | Sint Maarten | 23,200 | 2008 est. |
| 209 | San Marino | 21,830 | December 2012 |
| 210 | Saint Kitts and Nevis | 18,170 | June 1995 |
| 211 | American Samoa | 17,630 | 2005 |
| 212 | Saint Martin | 17,300 | NA |
| 213 | Micronesia, Federated States of | 15,920 | 2011 |
| 214 | British Virgin Islands | 12,770 | 2004 |
| 215 | Gibraltar | 12,690 | 2001 |
| 216 | Marshall Islands | 10,480 | 2011 est. |
| 217 | Palau | 9,777 | 2005 |
| 218 | Kiribati | 7,870 | 2001 |
| 219 | Cook Islands | 6,820 | 2001 |
| 220 | Anguilla | 6,049 | 2001 |
| 221 | Falkland Islands (Islas Malvinas) | 5,246 | 2006 |
| 222 | Turks and Caicos Islands | 4,848 | 1990 est. |
| 223 | Montserrat | 4,521 | 2012 |
| 224 | Tuvalu | 3,615 | 2004 est. |
| 225 | Saint Pierre and Miquelon | 3,194 | 2006 |
| 226 | Wallis and Futuna | 3,104 | 2003 |
| 227 | Holy See (Vatican City) | 2,832 | December 2011 |
| 228 | Saint Helena, Ascension, and Tristan da Cunha | 2,486 | 1998 est. |
| 229 | Svalbard | 1,234 | 2003 |
| 230 | Norfolk Island | 978 | 2006 |
| 231 | Niue | 663 | 2001 |
| 232 | Tokelau | 440 | 2001 |
| 233 | Pitcairn Islands | 15 | 2004 |


