CIA - The World Factbook --  LIFE EXPECTANCY AT BIRTH

Life expectancy at birth compares the average number of years to be lived by a group of people born in the same year, if mortality at each age remains constant in the future. Life expectancy at birth is also a measure of overall quality of life in a country and summarizes the mortality at all ages.

| Rank | Country | (YEARS) | Date of Information |
| 200 | Malawi | 61.70 | 2017 est. |
| 201 | Guinea | 61.00 | 2017 est. |
| 202 | Burundi | 60.90 | 2017 est. |
| 203 | Zimbabwe | 60.40 | 2017 est. |
| 204 | Mali | 60.30 | 2017 est. |
| 205 | Angola | 60.20 | 2017 est. |
| 206 | Congo, Republic of the | 59.80 | 2017 est. |
| 207 | Cote d'Ivoire | 59.00 | 2017 est. |
| 208 | Cameroon | 59.00 | 2017 est. |
| 209 | Sierra Leone | 58.60 | 2017 est. |
| 210 | Congo, Democratic Republic of the | 57.70 | 2017 est. |
| 211 | Burkina Faso | 55.90 | 2017 est. |
| 212 | Uganda | 55.90 | 2017 est. |
| 213 | Niger | 55.90 | 2017 est. |
| 214 | Nigeria | 53.80 | 2017 est. |
| 215 | Mozambique | 53.70 | 2017 est. |
| 216 | Lesotho | 53.00 | 2017 est. |
| 217 | Central African Republic | 52.80 | 2017 est. |
| 218 | Somalia | 52.80 | 2017 est. |
| 219 | Zambia | 52.70 | 2017 est. |
| 220 | Swaziland | 52.10 | 2017 est. |
| 221 | Gabon | 52.10 | 2017 est. |
| 222 | Afghanistan | 51.70 | 2017 est. |
| 223 | Guinea-Bissau | 51.00 | 2017 est. |
| 224 | Chad | 50.60 | 2017 est. |


