CIA - The World Factbook --  Crude oil - production   

Crude oil - production is the total amount of crude oil produced, in barrels per day (bbl/day).

| Rank | country | (bbl/day) | Date of Information |
| 41 | South Africa | 181,000 | 2012 est. |
| 42 | Germany | 169,500 | 2012 est. |
| 43 | Peru | 160,400 | 2012 est. |
| 44 | Yemen | 156,500 | 2012 est. |
| 45 | Brunei | 141,000 | 2012 est. |
| 46 | Japan | 135,500 | 2012 est. |
| 47 | Trinidad and Tobago | 119,300 | 2012 est. |
| 48 | Italy | 112,000 | 2012 est. |
| 49 | Chad | 104,500 | 2012 est. |
| 50 | Uzbekistan | 102,600 | 2012 est. |
| 51 | Romania | 101,600 | 2012 est. |
| 52 | Ukraine | 80,400 | 2012 est. |
| 53 | Ghana | 79,630 | 2012 est. |
| 54 | Timor-Leste | 79,490 | 2012 est. |
| 55 | France | 72,300 | 2012 est. |
| 56 | Tunisia | 68,310 | 2012 est. |
| 57 | Cameroon | 63,520 | 2012 est. |
| 58 | Pakistan | 61,660 | 2012 est. |
| 59 | Turkey | 56,650 | 2012 est. |
| 60 | Bolivia | 51,200 | 2013 est. |
| 61 | Cuba | 50,800 | 2012 est. |
| 62 | Bahrain | 49,160 | 2012 est. |
| 63 | New Zealand | 48,190 | 2012 est. |
| 64 | Cote d'Ivoire | 38,560 | 2012 est. |
| 65 | Belarus | 32,070 | 2012 est. |
| 66 | Austria | 29,480 | 2012 est. |
| 67 | Netherlands | 29,400 | 2013 est. |
| 68 | Spain | 29,290 | 2012 est. |
| 69 | Sudan | 28,830 | 2012 est. |
| 70 | Hungary | 27,990 | 2012 est. |
| 71 | Poland | 27,680 | 2012 est. |
| 72 | Papua New Guinea | 27,490 | 2012 est. |
| 73 | Philippines | 25,240 | 2012 est. |
| 74 | Serbia | 24,500 | 2013 est. |
| 75 | Albania | 23,930 | 2013 est. |
| 76 | Taiwan | 21,680 | 2012 est. |
| 77 | Burma | 20,830 | 2012 est. |
| 78 | Singapore | 20,170 | 2012 est. |
| 79 | Niger | 20,000 | 2012 est. |
| 80 | Congo, Democratic Republic of the | 20,000 | 2012 est. |
| 81 | Chile | 17,340 | 2012 est. |
| 82 | Suriname | 15,270 | 2012 est. |
| 83 | Virgin Islands | 14,880 | 2012 est. |
| 84 | Guatemala | 14,020 | 2012 est. |
| 85 | Finland | 13,530 | 2012 est. |
| 86 | Croatia | 11,930 | 2013 est. |
| 87 | Sweden | 11,270 | 2012 est. |
| 88 | Estonia | 11,000 | 2012 est. |
| 89 | Belgium | 10,530 | 2012 est. |
| 90 | Czech Republic | 10,010 | 2012 est. |
| 91 | Mongolia | 9,935 | 2012 est. |
| 92 | Slovakia | 9,277 | 2012 est. |
| 93 | Lithuania | 9,111 | 2012 est. |
| 94 | Greece | 7,497 | 2012 est. |
| 95 | Mauritania | 6,577 | 2012 est. |
| 96 | Israel | 5,839 | 2012 est. |
| 97 | Bangladesh | 5,452 | 2012 est. |
| 98 | Portugal | 5,250 | 2012 est. |
| 99 | Morocco | 5,057 | 2012 est. |
| 100 | Switzerland | 3,613 | 2012 est. |
| 101 | Bulgaria | 3,384 | 2012 est. |
| 102 | Belize | 3,239 | 2012 est. |
| 103 | Aruba | 2,811 | 2012 est. |
| 104 | Jamaica | 2,120 | 2012 est. |
| 105 | Paraguay | 2,000 | 2012 est. |
| 106 | Afghanistan | 1,950 | 2012 est. |
| 107 | Uruguay | 1,183 | 2012 est. |
| 108 | Barbados | 1,001 | 2012 est. |
| 109 | Latvia | 1,000 | 2012 est. |
| 110 | Kyrgyzstan | 1,000 | 2011 est. |
| 111 | Georgia | 980 | 2012 est. |
| 112 | Ireland | 726 | 2012 est. |
| 113 | Puerto Rico | 674 | 2012 est. |
| 114 | Tajikistan | 553 | 2013 est. |
| 115 | Slovenia | 305 | 2012 est. |
| 116 | Costa Rica | 291 | 2012 est. |
| 117 | Moldova | 221 | 2012 est. |
| 118 | Malawi | 200 | 2012 est. |
| 119 | Zambia | 175 | 2012 est. |
| 120 | Jordan | 165 | 2012 est. |
| 121 | Zimbabwe | 120 | 2012 est. |
| 122 | Ethiopia | 100 | 2012 est. |
| 123 | Dominican Republic | 61 | 2012 est. |
| 124 | Fiji | 30 | 2012 est. |
| 125 | Sierra Leone | 25 | 2012 est. |
| 126 | Honduras | 20 | 2012 est. |
| 127 | Mozambique | 20 | 2012 est. |
| 128 | Rwanda | 10 | 2012 est. |
| 129 | Tanzania | 10 | 2012 est. |
| 130 | Cyprus | 8 | 2012 est. |
| 131 | Cambodia | 1 | 2012 est. |
| 132 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2012 est. |
| 133 | Somalia | 0 | 2012 est. |
| 134 | Saint Lucia | 0 | 2012 est. |
| 135 | Turks and Caicos Islands | 0 | 2012 est. |
| 136 | Tonga | 0 | 2012 est. |
| 137 | Togo | 0 | 2012 est. |
| 138 | Sao Tome and Principe | 0 | 2012 est. |
| 139 | Uganda | 0 | 2012 est. |
| 140 | Burkina Faso | 0 | 2012 est. |
| 141 | Saint Vincent and the Grenadines | 0 | 2012 est. |
| 142 | British Virgin Islands | 0 | 2012 est. |
| 143 | Namibia | 0 | 2012 est. |
| 144 | West Bank | 0 | 2012 est. |
| 145 | Western Sahara | 0 | 2012 est. |
| 146 | Samoa | 0 | 2012 est. |
| 147 | Swaziland | 0 | 2012 est. |
| 148 | Antigua and Barbuda | 0 | 2012 est. |
| 149 | Armenia | 0 | 2013 est. |
| 150 | American Samoa | 0 | 2012 est. |
| 151 | Botswana | 0 | 2012 est. |
| 152 | Bermuda | 0 | 2012 est. |
| 153 | Bahamas, The | 0 | 2012 est. |
| 154 | Bosnia and Herzegovina | 0 | 2012 est. |
| 155 | Benin | 0 | 2012 est. |
| 156 | Solomon Islands | 0 | 2012 est. |
| 157 | Bhutan | 0 | 2012 est. |
| 158 | Burundi | 0 | 2012 est. |
| 159 | Sri Lanka | 0 | 2012 est. |
| 160 | Cayman Islands | 0 | 2012 est. |
| 161 | Comoros | 0 | 2012 est. |
| 162 | Central African Republic | 0 | 2012 est. |
| 163 | Cabo Verde | 0 | 2012 est. |
| 164 | Cook Islands | 0 | 2012 est. |
| 165 | Djibouti | 0 | 2012 est. |
| 166 | Dominica | 0 | 2012 est. |
| 167 | Eritrea | 0 | 2012 est. |
| 168 | El Salvador | 0 | 2011 est. |
| 169 | Falkland Islands (Islas Malvinas) | 0 | 2012 est. |
| 170 | Faroe Islands | 0 | 2012 est. |
| 171 | French Polynesia | 0 | 2012 est. |
| 172 | Gambia, The | 0 | 2012 est. |
| 173 | Gibraltar | 0 | 2012 est. |
| 174 | Grenada | 0 | 2012 est. |
| 175 | Greenland | 0 | 2012 est. |
| 176 | Guam | 0 | 2012 est. |
| 177 | Guinea | 0 | 2012 est. |
| 178 | Guyana | 0 | 2012 est. |
| 179 | Haiti | 0 | 2012 est. |
| 180 | Hong Kong | 0 | 2013 est. |
| 181 | Iceland | 0 | 2012 est. |
| 182 | Kenya | 0 | 2011 est. |
| 183 | Korea, North | 0 | 2012 est. |
| 184 | Kiribati | 0 | 2012 est. |
| 185 | Korea, South | 0 | 2012 est. |
| 186 | Laos | 0 | 2012 est. |
| 187 | Lebanon | 0 | 2012 est. |
| 188 | Liberia | 0 | 2012 est. |
| 189 | Lesotho | 0 | 2012 est. |
| 190 | Luxembourg | 0 | 2012 est. |
| 191 | Madagascar | 0 | 2012 est. |
| 192 | Macau | 0 | 2013 est. |
| 193 | Montserrat | 0 | 2012 est. |
| 194 | Montenegro | 0 | 2012 est. |
| 195 | Macedonia | 0 | 2013 est. |
| 196 | Mali | 0 | 2012 est. |
| 197 | Mauritius | 0 | 2012 est. |
| 198 | Malta | 0 | 2013 est. |
| 199 | Maldives | 0 | 2012 est. |
| 200 | New Caledonia | 0 | 2012 est. |
| 201 | Niue | 0 | 2012 est. |
| 202 | Vanuatu | 0 | 2012 est. |
| 203 | Nepal | 0 | 2012 est. |
| 204 | Nauru | 0 | 2012 est. |
| 205 | Nicaragua | 0 | 2013 est. |
| 206 | Panama | 0 | 2012 est. |
| 207 | Guinea-Bissau | 0 | 2012 est. |
| 208 | Saint Pierre and Miquelon | 0 | 2012 est. |
| 209 | Saint Kitts and Nevis | 0 | 2012 est. |
| 210 | Seychelles | 0 | 2012 est. |
| 211 | Senegal | 0 | 2011 est. |


