CIA - The World Factbook --  Natural gas - proved reserves   

This entry is the stock of proved reserves of natural gas in cubic meters (cu m). Proved reserves are those quantities of natural gas, which, by analysis of geological and engineering data, can be estimated with a high degree of confidence to be commercially recoverable from a given date forward, from known reservoirs and under current economic conditions.

| Rank | country | (cu m) | Date of Information |
| 59 | Sudan | 84,950,000,000 | 1 January 2012 est. |
| 60 | Cuba | 70,790,000,000 | 1 January 2012 est. |
| 61 | Italy | 66,000,000,000 | 1 January 2012 est. |
| 62 | Tunisia | 65,130,000,000 | 1 January 2012 est. |
| 63 | Romania | 63,000,000,000 | 1 January 2012 est. |
| 64 | Namibia | 62,290,000,000 | 1 January 2012 est. |
| 65 | Rwanda | 56,630,000,000 | 1 January 2012 est. |
| 66 | Denmark | 51,990,000,000 | 1 January 2012 est. |
| 67 | Afghanistan | 49,550,000,000 | 1 January 2012 est. |
| 68 | Serbia | 48,140,000,000 | 1 January 2012 est. |
| 69 | Equatorial Guinea | 36,810,000,000 | 1 January 2012 est. |
| 70 | Cote d'Ivoire | 28,320,000,000 | 1 January 2012 est. |
| 71 | Mauritania | 28,320,000,000 | 1 January 2012 est. |
| 72 | Gabon | 28,320,000,000 | 1 January 2012 est. |
| 73 | New Zealand | 27,640,000,000 | 1 January 2012 est. |
| 74 | Croatia | 24,920,000,000 | 1 January 2012 est. |
| 75 | Ghana | 22,650,000,000 | 1 January 2012 est. |
| 76 | Japan | 20,900,000,000 | 1 January 2012 est. |
| 77 | Austria | 16,140,000,000 | 1 January 2011 est. |
| 78 | Uganda | 14,160,000,000 | 1 January 2012 est. |
| 79 | Slovakia | 14,160,000,000 | 1 January 2012 est. |
| 80 | Ireland | 9,911,000,000 | 1 January 2012 est. |
| 81 | Georgia | 8,495,000,000 | 1 January 2012 est. |
| 82 | Hungary | 8,013,000,000 | 1 January 2012 est. |
| 83 | Ecuador | 7,985,000,000 | 1 January 2012 est. |
| 84 | Korea, South | 7,079,000,000 | 1 January 2012 est. |
| 85 | Tanzania | 6,513,000,000 | 1 January 2012 est. |
| 86 | Taiwan | 6,229,000,000 | 1 January 2012 est. |
| 87 | Turkey | 6,173,000,000 | 1 January 2012 est. |
| 88 | Jordan | 6,031,000,000 | 1 January 2012 est. |
| 89 | Bulgaria | 5,663,000,000 | 1 January 2012 est. |
| 90 | Tajikistan | 5,663,000,000 | 1 January 2012 est. |
| 91 | Somalia | 5,663,000,000 | 1 January 2012 est. |
| 92 | Kyrgyzstan | 5,663,000,000 | 1 January 2012 est. |
| 93 | France | 5,522,000,000 | 1 January 2012 est. |
| 94 | Czech Republic | 3,964,000,000 | 1 January 2011 est. |
| 95 | Guatemala | 2,960,000,000 | 1 January 2006 est. |
| 96 | Belarus | 2,832,000,000 | 1 January 2012 est. |
| 97 | Spain | 2,548,000,000 | 1 January 2012 est. |
| 98 | Morocco | 1,444,000,000 | 1 January 2012 est. |
| 99 | Benin | 1,133,000,000 | 1 January 2012 est. |
| 100 | Congo, Democratic Republic of the | 991,100,000 | 1 January 2012 est. |
| 101 | Greece | 991,100,000 | 1 January 2012 est. |
| 102 | Albania | 849,500,000 | 1 January 2012 est. |
| 103 | Barbados | 113,300,000 | 1 January 2012 est. |
| 104 | South Africa | 27,160,000 | 1 January 2006 est. |
| 105 | Macau | 174,000 | 1 January 2010 est. |
| 106 | Aruba | 0 | 1 January 2012 est. |
| 107 | Antigua and Barbuda | 0 | 1 January 2012 est. |
| 108 | Armenia | 0 | 1 January 2012 est. |
| 109 | American Samoa | 0 | 1 January 2012 est. |
| 110 | Botswana | 0 | 1 January 2012 est. |
| 111 | Bermuda | 0 | 1 January 2012 est. |
| 112 | Belgium | 0 | 1 January 2012 est. |
| 113 | Bahamas, The | 0 | 1 January 2009 est. |
| 114 | Belize | 0 | 1 January 2012 est. |
| 115 | Bosnia and Herzegovina | 0 | 1 January 2012 est. |
| 116 | Solomon Islands | 0 | 1 January 2012 est. |
| 117 | Bhutan | 0 | 1 January 2012 est. |
| 118 | Burundi | 0 | 1 January 2012 est. |
| 119 | Cambodia | 0 | 1 January 2012 est. |
| 120 | Curacao | 0 | 1 January 2011 est. |
| 121 | Chad | 0 | 1 January 2012 est. |
| 122 | Sri Lanka | 0 | 1 January 2012 est. |
| 123 | Cayman Islands | 0 | 1 January 2012 est. |
| 124 | Comoros | 0 | 1 January 2012 est. |
| 125 | Costa Rica | 0 | 1 January 2012 est. |
| 126 | Central African Republic | 0 | 1 January 2012 est. |
| 127 | Cape Verde | 0 | 1 January 2012 est. |
| 128 | Cook Islands | 0 | 1 January 2012 est. |
| 129 | Cyprus | 0 | 1 January 2012 est. |
| 130 | Djibouti | 0 | 1 January 2012 est. |
| 131 | Dominica | 0 | 1 January 2012 est. |
| 132 | Dominican Republic | 0 | 1 January 2012 est. |
| 133 | Estonia | 0 | 1 January 2012 est. |
| 134 | Eritrea | 0 | 1 January 2012 est. |
| 135 | El Salvador | 0 | 1 January 2012 est. |
| 136 | Finland | 0 | 1 January 2012 est. |
| 137 | Fiji | 0 | 1 January 2012 est. |
| 138 | Falkland Islands (Islas Malvinas) | 0 | 1 January 2012 est. |
| 139 | Faroe Islands | 0 | 1 January 2012 est. |
| 140 | French Polynesia | 0 | 1 January 2012 est. |
| 141 | Gambia, The | 0 | 1 January 2012 est. |
| 142 | Gibraltar | 0 | 1 January 2012 est. |
| 143 | Grenada | 0 | 1 January 2012 est. |
| 144 | Greenland | 0 | 1 January 2012 est. |
| 145 | Guam | 0 | 1 January 2012 est. |
| 146 | Guinea | 0 | 1 January 2012 est. |
| 147 | Guyana | 0 | 1 January 2012 est. |
| 148 | Haiti | 0 | 1 January 2012 est. |
| 149 | Hong Kong | 0 | 1 January 2012 est. |
| 150 | Honduras | 0 | 1 January 2012 est. |
| 151 | Iceland | 0 | 1 January 2012 est. |
| 152 | Jamaica | 0 | 1 January 2012 est. |
| 153 | Kenya | 0 | 1 January 2012 est. |
| 154 | Korea, North | 0 | 1 January 2012 est. |
| 155 | Kiribati | 0 | 1 January 2012 est. |
| 156 | Laos | 0 | 1 January 2012 est. |
| 157 | Lebanon | 0 | 1 January 2012 est. |
| 158 | Latvia | 0 | 1 January 2012 est. |
| 159 | Lithuania | 0 | 1 January 2012 est. |
| 160 | Liberia | 0 | 1 January 2012 est. |
| 161 | Lesotho | 0 | 1 January 2012 est. |
| 162 | Luxembourg | 0 | 1 January 2012 est. |
| 163 | Madagascar | 0 | 1 January 2006 est. |
| 164 | Moldova | 0 | 1 January 2012 est. |
| 165 | Mongolia | 0 | 1 January 2012 est. |
| 166 | Montserrat | 0 | 1 January 2012 est. |
| 167 | Malawi | 0 | 1 January 2012 est. |
| 168 | Montenegro | 0 | 1 January 2012 est. |
| 169 | Macedonia | 0 | 1 January 2012 est. |
| 170 | Mali | 0 | 1 January 2012 est. |
| 171 | Mauritius | 0 | 1 January 2012 est. |
| 172 | Malta | 0 | 1 January 2012 est. |
| 173 | Maldives | 0 | 1 January 2012 est. |
| 174 | New Caledonia | 0 | 1 January 2012 est. |
| 175 | Niue | 0 | 1 January 2012 est. |
| 176 | Niger | 0 | 1 January 2012 est. |
| 177 | Vanuatu | 0 | 1 January 2012 est. |
| 178 | Nepal | 0 | 1 January 2012 est. |
| 179 | Nauru | 0 | 1 January 2012 est. |
| 180 | Suriname | 0 | 1 January 2011 est. |
| 181 | Nicaragua | 0 | 1 January 2012 est. |
| 182 | Paraguay | 0 | 1 January 2012 est. |
| 183 | Panama | 0 | 1 January 2012 est. |
| 184 | Portugal | 0 | 1 January 2012 est. |
| 185 | Guinea-Bissau | 0 | 1 January 2012 est. |
| 186 | Puerto Rico | 0 | 1 January 2012 est. |
| 187 | Saint Pierre and Miquelon | 0 | 1 January 2012 est. |
| 188 | Saint Kitts and Nevis | 0 | 1 January 2012 est. |
| 189 | Seychelles | 0 | 1 January 2012 est. |
| 190 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 1 January 2012 est. |
| 191 | Sierra Leone | 0 | 1 January 2012 est. |
| 192 | Singapore | 0 | 1 January 2012 est. |
| 193 | Saint Lucia | 0 | 1 January 2012 est. |
| 194 | Sweden | 0 | 1 January 2012 est. |
| 195 | Switzerland | 0 | 1 January 2011 est. |
| 196 | Turks and Caicos Islands | 0 | 1 January 2012 est. |
| 197 | Tonga | 0 | 1 January 2012 est. |
| 198 | Togo | 0 | 1 January 2012 est. |
| 199 | Sao Tome and Principe | 0 | 1 January 2012 est. |
| 200 | Burkina Faso | 0 | 1 January 2012 est. |
| 201 | Uruguay | 0 | 1 January 2012 est. |
| 202 | Saint Vincent and the Grenadines | 0 | 1 January 2012 est. |
| 203 | British Virgin Islands | 0 | 1 January 2012 est. |
| 204 | Virgin Islands | 0 | 1 January 2012 est. |
| 205 | West Bank | 0 | 1 January 2012 est. |
| 206 | Western Sahara | 0 | 1 January 2012 est. |
| 207 | Samoa | 0 | 1 January 2012 est. |
| 208 | Swaziland | 0 | 1 January 2012 est. |
| 209 | Zambia | 0 | 1 January 2012 est. |
| 210 | Zimbabwe | 0 | 1 January 2012 est. |
