CIA - The World Factbook --  Natural gas - proved reserves   

This entry is the stock of proved reserves of natural gas in cubic meters (cu m). Proved reserves are those quantities of natural gas, which, by analysis of geological and engineering data, can be estimated with a high degree of confidence to be commercially recoverable from a given date forward, from known reservoirs and under current economic conditions.

| Rank | country | (cu m) | Date of Information |
| 87 | Turkey | 6,173,000,000 | 1 January 2011 est. |
| 88 | Jordan | 6,031,000,000 | 1 January 2011 est. |
| 89 | Tajikistan | 5,663,000,000 | 1 January 2011 est. |
| 90 | Somalia | 5,663,000,000 | 1 January 2011 est. |
| 91 | Kyrgyzstan | 5,663,000,000 | 1 January 2011 est. |
| 92 | Bulgaria | 5,663,000,000 | 1 January 2011 est. |
| 93 | Czech Republic | 3,964,000,000 | 1 January 2011 est. |
| 94 | Guatemala | 2,960,000,000 | 1 January 2006 est. |
| 95 | Belarus | 2,832,000,000 | 1 January 2011 est. |
| 96 | Spain | 2,548,000,000 | 1 January 2011 est. |
| 97 | Morocco | 1,444,000,000 | 1 January 2011 est. |
| 98 | Benin | 1,133,000,000 | 1 January 2011 est. |
| 99 | Congo, Democratic Republic of the | 991,100,000 | 1 January 2011 est. |
| 100 | Greece | 991,100,000 | 1 January 2011 est. |
| 101 | Albania | 849,500,000 | 1 January 2011 est. |
| 102 | Barbados | 113,300,000 | 1 January 2011 est. |
| 103 | South Africa | 27,160,000 | 1 January 2006 est. |
| 104 | Macau | 174,000 | 2010 est. |
| 105 | Aruba | 0 | 1 January 2011 est. |
| 106 | Antigua and Barbuda | 0 | 1 January 2011 est. |
| 107 | Armenia | 0 | 1 January 2011 est. |
| 108 | American Samoa | 0 | 1 January 2011 est. |
| 109 | Botswana | 0 | 1 January 2011 est. |
| 110 | Bermuda | 0 | 1 January 2011 est. |
| 111 | Belgium | 0 | 1 January 2011 est. |
| 112 | Bahamas, The | 0 | 1 January 2009 est. |
| 113 | Belize | 0 | 1 January 2011 est. |
| 114 | Bosnia and Herzegovina | 0 | 1 January 2011 est. |
| 115 | Solomon Islands | 0 | 1 January 2011 est. |
| 116 | Bhutan | 0 | 1 January 2011 est. |
| 117 | Burundi | 0 | 1 January 2011 est. |
| 118 | Cambodia | 0 | 1 January 2011 est. |
| 119 | Curacao | 0 | 1 January 2011 est. |
| 120 | Chad | 0 | 1 January 2011 est. |
| 121 | Sri Lanka | 0 | 1 January 2011 est. |
| 122 | Cayman Islands | 0 | 1 January 2011 est. |
| 123 | Comoros | 0 | 1 January 2011 est. |
| 124 | Costa Rica | 0 | 1 January 2011 est. |
| 125 | Central African Republic | 0 | 1 January 2011 est. |
| 126 | Cape Verde | 0 | 1 January 2011 est. |
| 127 | Cook Islands | 0 | 1 January 2011 est. |
| 128 | Cyprus | 0 | 1 January 2011 est. |
| 129 | Djibouti | 0 | 1 January 2011 est. |
| 130 | Dominica | 0 | 1 January 2011 est. |
| 131 | Dominican Republic | 0 | 1 January 2011 est. |
| 132 | Estonia | 0 | 1 January 2011 est. |
| 133 | Eritrea | 0 | 1 January 2011 est. |
| 134 | El Salvador | 0 | 1 January 2011 est. |
| 135 | Finland | 0 | 1 January 2011 est. |
| 136 | Fiji | 0 | 1 January 2011 est. |
| 137 | Falkland Islands (Islas Malvinas) | 0 | 1 January 2011 est. |
| 138 | Faroe Islands | 0 | 1 January 2011 est. |
| 139 | French Polynesia | 0 | 1 January 2011 est. |
| 140 | Gambia, The | 0 | 1 January 2011 est. |
| 141 | Gibraltar | 0 | 1 January 2011 est. |
| 142 | Grenada | 0 | 1 January 2011 est. |
| 143 | Greenland | 0 | 1 January 2011 est. |
| 144 | Guinea | 0 | 1 January 2011 est. |
| 145 | Guyana | 0 | 1 January 2011 est. |
| 146 | Haiti | 0 | 1 January 2011 est. |
| 147 | Hong Kong | 0 | 1 January 2011 est. |
| 148 | Honduras | 0 | 1 January 2011 est. |
| 149 | Iceland | 0 | 1 January 2011 est. |
| 150 | Jamaica | 0 | 1 January 2011 est. |
| 151 | Kenya | 0 | 1 January 2011 est. |
| 152 | Korea, North | 0 | 1 January 2011 est. |
| 153 | Kiribati | 0 | 1 January 2011 est. |
| 154 | Laos | 0 | 1 January 2011 est. |
| 155 | Lebanon | 0 | 1 January 2011 est. |
| 156 | Lithuania | 0 | 1 January 2011 est. |
| 157 | Liberia | 0 | 1 January 2011 est. |
| 158 | Lesotho | 0 | 1 January 2011 est. |
| 159 | Luxembourg | 0 | 1 January 2011 est. |
| 160 | Madagascar | 0 | 1 January 2006 est. |
| 161 | Moldova | 0 | 1 January 2011 est. |
| 162 | Mongolia | 0 | 1 January 2011 est. |
| 163 | Montserrat | 0 | 1 January 2011 est. |
| 164 | Malawi | 0 | 1 January 2011 est. |
| 165 | Montenegro | 0 | 1 January 2011 est. |
| 166 | Macedonia | 0 | 1 January 2011 est. |
| 167 | Mali | 0 | 1 January 2011 est. |
| 168 | Mauritius | 0 | 1 January 2011 est. |
| 169 | Malta | 0 | 1 January 2011 est. |
| 170 | Maldives | 0 | 1 January 2011 est. |
| 171 | New Caledonia | 0 | 1 January 2011 est. |
| 172 | Niue | 0 | 1 January 2011 est. |
| 173 | Niger | 0 | 1 January 2011 est. |
| 174 | Vanuatu | 0 | 1 January 2011 est. |
| 175 | Nepal | 0 | 1 January 2011 est. |
| 176 | Nauru | 0 | 1 January 2011 est. |
| 177 | Suriname | 0 | 1 January 2011 est. |
| 178 | Nicaragua | 0 | 1 January 2011 est. |
| 179 | Paraguay | 0 | 1 January 2011 est. |
| 180 | Panama | 0 | 1 January 2011 est. |
| 181 | Portugal | 0 | 1 January 2011 est. |
| 182 | Guinea-Bissau | 0 | 1 January 2011 est. |
| 183 | Puerto Rico | 0 | 1 January 2011 est. |
| 184 | Saint Pierre and Miquelon | 0 | 1 January 2011 est. |
| 185 | Saint Kitts and Nevis | 0 | 1 January 2011 est. |
| 186 | Seychelles | 0 | 1 January 2011 est. |
| 187 | Senegal | 0 | 1 January 2011 est. |
| 188 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 1 January 2011 est. |
| 189 | Slovenia | 0 | 1 January 2011 est. |
| 190 | Sierra Leone | 0 | 1 January 2011 est. |
| 191 | Singapore | 0 | 1 January 2011 est. |
| 192 | Saint Lucia | 0 | 1 January 2011 est. |
| 193 | Sweden | 0 | 1 January 2011 est. |
| 194 | Switzerland | 0 | 1 January 2009 est. |
| 195 | Turks and Caicos Islands | 0 | 1 January 2011 est. |
| 196 | Tonga | 0 | 1 January 2011 est. |
| 197 | Togo | 0 | 1 January 2011 est. |
| 198 | Sao Tome and Principe | 0 | 1 January 2011 est. |
| 199 | Burkina Faso | 0 | 1 January 2011 est. |
| 200 | Uruguay | 0 | 1 January 2011 est. |
| 201 | Saint Vincent and the Grenadines | 0 | 1 January 2011 est. |
| 202 | British Virgin Islands | 0 | 1 January 2011 est. |
| 203 | Virgin Islands | 0 | 1 January 2011 est. |
| 204 | West Bank | 0 | 1 January 2011 est. |
| 205 | Western Sahara | 0 | 1 January 2011 est. |
| 206 | Samoa | 0 | 1 January 2011 est. |
| 207 | Swaziland | 0 | 1 January 2011 est. |
| 208 | Zambia | 0 | 1 January 2011 est. |
| 209 | Zimbabwe | 0 | 1 January 2011 est. |
