CIA - The World Factbook --  Airports - with unpaved runways   

This entry gives the total number of airports with unpaved runways (grass, dirt, sand, or gravel surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with unpaved runways | Date of Information |
| 97 | Syria | 75.00 | 2010 |
| 98 | Honduras | 74.00 | 2010 |
| 99 | Zimbabwe | 74.00 | 2010 |
| 100 | Malaysia | 73.00 | 2010 |
| 101 | Finland | 73.00 | 2010 |
| 102 | Canada | 73.00 | 2010 |
| 103 | Bulgaria | 73.00 | 2010 |
| 104 | Guyana | 73.00 | 2010 |
| 105 | Namibia | 71.00 | 2010 |
| 106 | Cuba | 71.00 | 2010 |
| 107 | Saudi Arabia | 71.00 | 2010 |
| 108 | Finland | 70.00 | 2010 |
| 109 | Botswana | 69.00 | 2010 |
| 110 | France | 69.00 | 2010 |
| 111 | Russia | 68.00 | 2010 |
| 112 | Mexico | 66.00 | 2010 |
| 113 | Philippines | 66.00 | 2010 |
| 114 | Denmark | 64.00 | 2010 |
| 115 | Panama | 64.00 | 2010 |
| 116 | Tanzania | 63.00 | 2010 |
| 117 | Iceland | 63.00 | 2010 |
| 118 | Papua New Guinea | 63.00 | 2010 |
| 119 | Zambia | 63.00 | 2010 |
| 120 | Denmark | 61.00 | 2010 |
| 121 | Congo, Democratic Republic of the | 61.00 | 2010 |
| 122 | El Salvador | 61.00 | 2010 |
| 123 | China | 60.00 | 2010 |
| 124 | Syria | 59.00 | 2010 |
| 125 | Bolivia | 58.00 | 2010 |
| 126 | Cuba | 58.00 | 2010 |
| 127 | Madagascar | 57.00 | 2010 |
| 128 | Spain | 57.00 | 2010 |
| 129 | Lithuania | 55.00 | 2010 |
| 130 | Kenya | 55.00 | 2010 |
| 131 | Panama | 52.00 | 2010 |
| 132 | Botswana | 52.00 | 2010 |
| 133 | Somalia | 52.00 | 2010 |
| 134 | Lithuania | 51.00 | 2010 |
| 135 | Oman | 51.00 | 2010 |
| 136 | Czech Republic | 50.00 | 2010 |
| 137 | Chile | 50.00 | 2010 |
| 138 | Uruguay | 49.00 | 2010 |
| 139 | Chad | 48.00 | 2010 |
| 140 | India | 48.00 | 2010 |
| 141 | New Zealand | 47.00 | 2010 |
| 142 | Angola | 47.00 | 2010 |
| 143 | El Salvador | 47.00 | 2010 |
| 144 | Pakistan | 47.00 | 2010 |
| 145 | Sudan | 46.00 | 2011 |
| 146 | Croatia | 46.00 | 2010 |
| 147 | Suriname | 46.00 | 2010 |
| 148 | Ethiopia | 44.00 | 2010 |
| 149 | Korea, South | 44.00 | 2010 |
| 150 | Poland | 43.00 | 2010 |
| 151 | Argentina | 43.00 | 2010 |
| 152 | India | 43.00 | 2010 |
| 153 | Libya | 42.00 | 2010 |
| 154 | Korea, South | 42.00 | 2010 |
| 155 | Korea, North | 42.00 | 2010 |
| 156 | Uganda | 41.00 | 2010 |
| 157 | Saudi Arabia | 41.00 | 2010 |
| 158 | Belize | 41.00 | 2010 |
| 159 | Suriname | 41.00 | 2010 |
| 160 | Algeria | 41.00 | 2010 |
| 161 | Thailand | 41.00 | 2010 |
| 162 | Peru | 40.00 | 2010 |
| 163 | Mozambique | 39.00 | 2010 |
| 164 | Burma | 39.00 | 2010 |
| 165 | Bahamas, The | 39.00 | 2010 |
| 166 | Ecuador | 39.00 | 2010 |
| 167 | Yemen | 38.00 | 2010 |
| 168 | Croatia | 38.00 | 2010 |
| 169 | Spain | 38.00 | 2010 |
| 170 | Sudan | 37.00 | 2011 |
| 171 | Nepal | 36.00 | 2010 |
| 172 | Madagascar | 35.00 | 2010 |
| 173 | Central African Republic | 35.00 | 2010 |
| 174 | Colombia | 35.00 | 2010 |
| 175 | Mozambique | 34.00 | 2010 |
| 176 | Solomon Islands | 34.00 | 2010 |
| 177 | Afghanistan | 34.00 | 2010 |
| 178 | Tanzania | 33.00 | 2010 |
| 179 | Germany | 33.00 | 2010 |
| 180 | Iran | 33.00 | 2010 |
| 181 | Oman | 33.00 | 2010 |
| 182 | South Africa | 32.00 | 2010 |
| 183 | Mongolia | 32.00 | 2010 |
| 184 | New Zealand | 32.00 | 2010 |
| 185 | Belarus | 32.00 | 2010 |
| 186 | Kazakhstan | 32.00 | 2010 |
| 187 | Laos | 32.00 | 2010 |
| 188 | Japan | 32.00 | 2010 |
| 189 | Norway | 31.00 | 2010 |
| 190 | Nepal | 31.00 | 2010 |
| 191 | Angola | 31.00 | 2010 |
| 192 | Gabon | 31.00 | 2010 |
| 193 | Italy | 31.00 | 2010 |
| 194 | Austria | 30.00 | 2010 |
| 195 | Iraq | 29.00 | 2010 |
| 196 | Romania | 28.00 | 2010 |
| 197 | Japan | 28.00 | 2010 |
| 198 | Vanuatu | 28.00 | 2010 |
| 199 | Thailand | 27.00 | 2010 |
| 200 | Iceland | 27.00 | 2010 |
| 201 | Liberia | 27.00 | 2010 |
| 202 | Belarus | 27.00 | 2010 |
| 203 | Czech Republic | 27.00 | 2010 |
| 204 | Belize | 27.00 | 2010 |
| 205 | China | 27.00 | 2010 |
| 206 | Uruguay | 26.00 | 2010 |
| 207 | Malawi | 26.00 | 2010 |
| 208 | Antarctica | 26.00 | 2010 |
| 209 | Oman | 26.00 | 2010 |
| 210 | Austria | 26.00 | 2010 |
| 211 | Morocco | 26.00 | 2010 |
| 212 | Uganda | 25.00 | 2010 |
| 213 | Namibia | 25.00 | 2010 |
| 214 | Mongolia | 25.00 | 2010 |
| 215 | Solomon Islands | 25.00 | 2010 |
| 216 | Paraguay | 25.00 | 2010 |
| 217 | Pakistan | 25.00 | 2010 |
| 218 | Indonesia | 25.00 | 2010 |
| 219 | Norway | 25.00 | 2010 |
| 220 | Fiji | 24.00 | 2010 |
| 221 | Peru | 24.00 | 2010 |
| 222 | Somalia | 23.00 | 2010 |
| 223 | Switzerland | 23.00 | 2010 |
| 224 | Switzerland | 23.00 | 2010 |
| 225 | Vanuatu | 23.00 | 2010 |
| 226 | Latvia | 23.00 | 2010 |
| 227 | Burma | 23.00 | 2010 |
| 228 | Lesotho | 23.00 | 2010 |
| 229 | Cameroon | 23.00 | 2010 |
| 230 | Ireland | 23.00 | 2010 |
| 231 | Algeria | 23.00 | 2010 |
| 232 | Latvia | 23.00 | 2010 |
| 233 | United Kingdom | 22.00 | 2010 |
| 234 | Burkina Faso | 22.00 | 2010 |
| 235 | Portugal | 22.00 | 2010 |
| 236 | Bahamas, The | 22.00 | 2010 |
| 237 | European Union | 22.00 | 2010 |
| 238 | Ethiopia | 22.00 | 2010 |
| 239 | South Sudan | 22.00 | NA |
| 240 | Uzbekistan | 21.00 | 2010 |
| 241 | Poland | 21.00 | 2010 |
| 242 | Portugal | 21.00 | 2010 |
| 243 | Chad | 21.00 | 2010 |
| 244 | Hungary | 21.00 | 2010 |
| 245 | Laos | 21.00 | 2010 |
| 246 | Ireland | 21.00 | 2010 |
| 247 | Romania | 21.00 | 2010 |
| 248 | Uruguay | 20.00 | 2010 |
| 249 | Congo, Democratic Republic of the | 20.00 | 2010 |
| 250 | Cote d'Ivoire | 20.00 | 2010 |
| 251 | Madagascar | 20.00 | 2010 |
| 252 | Tanzania | 19.00 | 2010 |
| 253 | Uzbekistan | 19.00 | 2010 |
| 254 | Somalia | 19.00 | 2010 |
| 255 | Mauritania | 19.00 | 2010 |
| 256 | Congo, Republic of the | 19.00 | 2010 |
| 257 | Dominican Republic | 19.00 | 2010 |
| 258 | Fiji | 19.00 | 2010 |
| 259 | Algeria | 19.00 | 2010 |
| 260 | Italy | 19.00 | 2010 |
| 261 | Zambia | 18.00 | 2010 |
| 262 | Serbia | 18.00 | 2010 |
| 263 | Israel | 18.00 | 2010 |
| 264 | Bosnia and Herzegovina | 18.00 | 2010 |
| 265 | Lesotho | 18.00 | 2010 |
| 266 | Costa Rica | 18.00 | 2010 |
| 267 | Korea, North | 18.00 | 2010 |
| 268 | Libya | 17.00 | 2010 |
| 269 | Australia | 17.00 | 2010 |
| 270 | Dominican Republic | 17.00 | 2010 |
| 271 | Niger | 17.00 | 2010 |
| 272 | Venezuela | 16.00 | 2010 |
| 273 | Saudi Arabia | 16.00 | 2010 |
| 274 | Spain | 16.00 | 2010 |
| 275 | Sudan | 16.00 | 2011 |
| 276 | Tunisia | 16.00 | 2010 |
| 277 | Nigeria | 16.00 | 2010 |
| 278 | Belgium | 16.00 | 2010 |
| 279 | South Sudan | 16.00 | NA |
| 280 | Poland | 16.00 | 2010 |
| 281 | Honduras | 16.00 | 2010 |
| 282 | Slovakia | 16.00 | 2010 |
| 283 | Central African Republic | 16.00 | 2010 |
| 284 | United Arab Emirates | 16.00 | 2010 |
| 285 | Nicaragua | 16.00 | 2010 |
| 286 | Syria | 15.00 | 2010 |
| 287 | Jamaica | 15.00 | 2010 |
| 288 | Chad | 15.00 | 2010 |
| 289 | Kiribati | 15.00 | 2010 |
| 290 | Belgium | 15.00 | 2010 |
| 291 | Jamaica | 15.00 | 2010 |
| 292 | Yemen | 14.00 | 2010 |
| 293 | Libya | 14.00 | 2010 |
| 294 | Niger | 14.00 | 2010 |
| 295 | Israel | 14.00 | 2010 |
| 296 | Afghanistan | 14.00 | 2010 |
| 297 | Liberia | 14.00 | 2010 |
| 298 | Cameroon | 14.00 | 2010 |
| 299 | Gabon | 14.00 | 2010 |
| 300 | Greece | 14.00 | 2010 |
| 301 | Korea, North | 14.00 | 2010 |
| 302 | Swaziland | 13.00 | 2010 |
| 303 | Russia | 13.00 | 2010 |
| 304 | Thailand | 13.00 | 2010 |
| 305 | Malawi | 13.00 | 2010 |
| 306 | New Caledonia | 13.00 | 2010 |
| 307 | Iraq | 13.00 | 2010 |
| 308 | Belize | 13.00 | 2010 |
| 309 | China | 13.00 | 2010 |
| 310 | Cuba | 13.00 | 2010 |
| 311 | Egypt | 13.00 | 2010 |
| 312 | El Salvador | 13.00 | 2010 |
| 313 | Guyana | 13.00 | 2010 |
| 314 | Botswana | 13.00 | 2010 |
| 315 | Kazakhstan | 13.00 | 2010 |
| 316 | Ukraine | 12.00 | 2010 |
| 317 | Burkina Faso | 12.00 | 2010 |
| 318 | Puerto Rico | 12.00 | 2010 |
| 319 | Malawi | 12.00 | 2010 |
| 320 | Mali | 12.00 | 2010 |
| 321 | Kenya | 12.00 | 2010 |
| 322 | Bahamas, The | 12.00 | 2010 |
| 323 | Central African Republic | 12.00 | 2010 |
| 324 | Ethiopia | 12.00 | 2010 |
| 325 | Greece | 12.00 | 2010 |
| 326 | Guinea | 12.00 | 2010 |
| 327 | Australia | 12.00 | 2010 |
| 328 | Chile | 12.00 | 2010 |
| 329 | Namibia | 11.00 | 2010 |
| 330 | Cambodia | 11.00 | 2010 |
| 331 | Marshall Islands | 11.00 | 2010 |
| 332 | Turkey | 11.00 | 2010 |
| 333 | Nigeria | 11.00 | 2010 |
| 334 | Pakistan | 11.00 | 2010 |
| 335 | Pakistan | 11.00 | 2010 |
| 336 | Hungary | 11.00 | 2010 |
| 337 | Italy | 11.00 | 2010 |
| 338 | Cote d'Ivoire | 11.00 | 2010 |
| 339 | Kiribati | 11.00 | 2010 |
| 340 | Gabon | 11.00 | 2010 |
| 341 | Bosnia and Herzegovina | 11.00 | 2010 |
| 342 | Burma | 11.00 | 2010 |
| 343 | Panama | 11.00 | 2010 |
| 344 | Yemen | 10.00 | 2010 |
| 345 | Marshall Islands | 10.00 | 2010 |
| 346 | Puerto Rico | 10.00 | 2010 |
| 347 | Senegal | 10.00 | 2010 |
| 348 | Congo, Republic of the | 10.00 | 2010 |
| 349 | Kyrgyzstan | 10.00 | 2010 |
| 350 | Djibouti | 10.00 | 2010 |
| 351 | Haiti | 10.00 | 2010 |
| 352 | Chad | 10.00 | 2010 |
| 353 | Morocco | 10.00 | 2010 |
| 354 | Papua New Guinea | 9.00 | 2010 |
| 355 | Serbia | 9.00 | 2010 |
| 356 | Slovenia | 9.00 | 2010 |
| 357 | Tajikistan | 9.00 | 2010 |
| 358 | Mauritania | 9.00 | 2010 |
| 359 | Mozambique | 9.00 | 2010 |
| 360 | Iran | 9.00 | 2010 |
| 361 | Laos | 9.00 | 2010 |
| 362 | Slovakia | 9.00 | 2010 |
| 363 | China | 9.00 | 2010 |
| 364 | Cook Islands | 9.00 | 2010 |
| 365 | Eritrea | 9.00 | 2010 |
| 366 | Afghanistan | 9.00 | 2010 |
| 367 | Antarctica | 9.00 | 2010 |
| 368 | Cambodia | 9.00 | 2010 |
| 369 | Congo, Republic of the | 8.00 | 2010 |
| 370 | Solomon Islands | 8.00 | 2010 |
| 371 | Haiti | 8.00 | 2010 |
| 372 | Saudi Arabia | 8.00 | 2010 |
| 373 | Mauritania | 8.00 | 2010 |
| 374 | Morocco | 8.00 | 2010 |
| 375 | Azerbaijan | 8.00 | 2010 |
| 376 | Hungary | 8.00 | 2010 |
| 377 | India | 8.00 | 2010 |
| 378 | Serbia | 8.00 | 2010 |
| 379 | Uganda | 8.00 | 2010 |
| 380 | Kyrgyzstan | 8.00 | 2010 |
| 381 | Azerbaijan | 8.00 | 2010 |
| 382 | Korea, North | 8.00 | 2010 |
| 383 | Liberia | 8.00 | 2010 |
| 384 | Sierra Leone | 8.00 | 2010 |
| 385 | New Caledonia | 8.00 | 2010 |
| 386 | Malaysia | 7.00 | 2010 |
| 387 | Oman | 7.00 | 2010 |
| 388 | Morocco | 7.00 | 2010 |
| 389 | Tunisia | 7.00 | 2010 |
| 390 | Tunisia | 7.00 | 2010 |
| 391 | Tajikistan | 7.00 | 2010 |
| 392 | Sierra Leone | 7.00 | 2010 |
| 393 | Romania | 7.00 | 2010 |
| 394 | Guinea-Bissau | 7.00 | 2010 |
| 395 | Swaziland | 7.00 | 2010 |
| 396 | Vietnam | 7.00 | 2010 |
| 397 | United States | 7.00 | 2010 |
| 398 | Ukraine | 7.00 | 2010 |
| 399 | Uganda | 7.00 | 2010 |
| 400 | Netherlands | 7.00 | 2010 |
| 401 | Burundi | 7.00 | 2010 |
| 402 | Guinea | 7.00 | 2010 |
| 403 | French Polynesia | 7.00 | 2010 |
| 404 | Ethiopia | 7.00 | 2010 |
| 405 | Djibouti | 7.00 | 2010 |
| 406 | China | 7.00 | 2010 |
| 407 | Slovakia | 7.00 | 2010 |
| 408 | Croatia | 7.00 | 2010 |
| 409 | Senegal | 6.00 | 2010 |
| 410 | Norway | 6.00 | 2010 |
| 411 | Swaziland | 6.00 | 2010 |
| 412 | Cameroon | 6.00 | 2010 |
| 413 | Central African Republic | 6.00 | 2010 |
| 414 | Antarctica | 6.00 | 2010 |
| 415 | Estonia | 6.00 | 2010 |
| 416 | Bosnia and Herzegovina | 6.00 | 2010 |
| 417 | Burkina Faso | 6.00 | 2010 |
| 418 | Gabon | 6.00 | 2010 |
| 419 | Bulgaria | 6.00 | 2010 |
| 420 | Seychelles | 6.00 | 2010 |
| 421 | Kazakhstan | 6.00 | 2010 |
| 422 | Somalia | 6.00 | 2010 |
| 423 | Togo | 6.00 | 2010 |
| 424 | Iraq | 6.00 | 2010 |
| 425 | Cote d'Ivoire | 6.00 | 2010 |
| 426 | Turkey | 6.00 | 2010 |
| 427 | Moldova | 6.00 | 2010 |
| 428 | Afghanistan | 6.00 | 2010 |
| 429 | Yemen | 6.00 | 2010 |
| 430 | United Arab Emirates | 5.00 | 2010 |
| 431 | United Arab Emirates | 5.00 | 2010 |
| 432 | Afghanistan | 5.00 | 2010 |
| 433 | Antarctica | 5.00 | 2010 |
| 434 | Antarctica | 5.00 | 2010 |
| 435 | Bahamas, The | 5.00 | 2010 |
| 436 | Cook Islands | 5.00 | 2010 |
| 437 | Egypt | 5.00 | 2010 |
| 438 | Eritrea | 5.00 | 2010 |
| 439 | Fiji | 5.00 | 2010 |
| 440 | Falkland Islands (Islas Malvinas) | 5.00 | 2010 |
| 441 | Falkland Islands (Islas Malvinas) | 5.00 | 2010 |
| 442 | Greenland | 5.00 | 2010 |
| 443 | Kazakhstan | 5.00 | 2010 |
| 444 | Kazakhstan | 5.00 | 2010 |
| 445 | Liberia | 5.00 | 2010 |
| 446 | Lesotho | 5.00 | 2010 |
| 447 | Mali | 5.00 | 2010 |
| 448 | New Caledonia | 5.00 | 2010 |
| 449 | Vanuatu | 5.00 | 2010 |
| 450 | Suriname | 5.00 | 2010 |
| 451 | South Sudan | 5.00 | NA |
| 452 | Poland | 5.00 | 2010 |
| 453 | Rwanda | 5.00 | 2010 |
| 454 | Seychelles | 5.00 | 2010 |
| 455 | Slovenia | 5.00 | 2010 |
| 456 | Sweden | 5.00 | 2010 |
| 457 | Tonga | 5.00 | 2010 |
| 458 | Turkmenistan | 5.00 | 2010 |
| 459 | Yemen | 5.00 | 2010 |
| 460 | United Arab Emirates | 4.00 | 2010 |
| 461 | Zambia | 4.00 | 2010 |
| 462 | Botswana | 4.00 | 2010 |
| 463 | Bolivia | 4.00 | 2010 |
| 464 | Burma | 4.00 | 2010 |
| 465 | Benin | 4.00 | 2010 |
| 466 | Burundi | 4.00 | 2010 |
| 467 | Sri Lanka | 4.00 | 2010 |
| 468 | China | 4.00 | 2010 |
| 469 | Egypt | 4.00 | 2010 |
| 470 | French Polynesia | 4.00 | 2010 |
| 471 | Georgia | 4.00 | 2010 |
| 472 | Ghana | 4.00 | 2010 |
| 473 | Indonesia | 4.00 | 2010 |
| 474 | Iraq | 4.00 | 2010 |
| 475 | Japan | 4.00 | 2010 |
| 476 | Kiribati | 4.00 | 2010 |
| 477 | Kosovo | 4.00 | 2010 |
| 478 | Kosovo | 4.00 | 2010 |
| 479 | Mongolia | 4.00 | 2010 |
| 480 | Macedonia | 4.00 | 2010 |
| 481 | Mali | 4.00 | 2010 |
| 482 | Netherlands | 4.00 | 2010 |
| 483 | Nepal | 4.00 | 2010 |
| 484 | Philippines | 4.00 | 2010 |
| 485 | Somalia | 4.00 | 2010 |
| 486 | Togo | 4.00 | 2010 |
| 487 | Timor-Leste | 4.00 | 2010 |
| 488 | Turkey | 4.00 | 2010 |
| 489 | Turkmenistan | 4.00 | 2010 |
| 490 | Burkina Faso | 4.00 | 2010 |
| 491 | Angola | 4.00 | 2010 |
| 492 | Algeria | 3.00 | 2010 |
| 493 | Zimbabwe | 3.00 | 2010 |
| 494 | Burundi | 3.00 | 2010 |
| 495 | Sri Lanka | 3.00 | 2010 |
| 496 | Chile | 3.00 | 2010 |
| 497 | Cameroon | 3.00 | 2010 |
| 498 | Denmark | 3.00 | 2010 |
| 499 | Egypt | 3.00 | 2010 |
| 500 | Estonia | 3.00 | 2010 |
| 501 | Ethiopia | 3.00 | 2010 |
| 502 | Finland | 3.00 | 2010 |
| 503 | French Polynesia | 3.00 | 2010 |
| 504 | Ghana | 3.00 | 2010 |
| 505 | Guatemala | 3.00 | 2010 |
| 506 | Guinea | 3.00 | 2010 |
| 507 | Iceland | 3.00 | 2010 |
| 508 | India | 3.00 | 2010 |
| 509 | Israel | 3.00 | 2010 |
| 510 | Cote d'Ivoire | 3.00 | 2010 |
| 511 | Iraq | 3.00 | 2010 |
| 512 | Iraq | 3.00 | 2010 |
| 513 | Kuwait | 3.00 | 2010 |
| 514 | Kazakhstan | 3.00 | 2010 |
| 515 | Lithuania | 3.00 | 2010 |
| 516 | Libya | 3.00 | 2010 |
| 517 | Moldova | 3.00 | 2010 |
| 518 | Moldova | 3.00 | 2010 |
| 519 | Macedonia | 3.00 | 2010 |
| 520 | Mali | 3.00 | 2010 |
| 521 | Mauritius | 3.00 | 2010 |
| 522 | Netherlands | 3.00 | 2010 |
| 523 | New Zealand | 3.00 | 2010 |
| 524 | Guinea-Bissau | 3.00 | 2010 |
| 525 | Guinea-Bissau | 3.00 | 2010 |
| 526 | Russia | 3.00 | 2010 |
| 527 | Rwanda | 3.00 | 2010 |
| 528 | Senegal | 3.00 | 2010 |
| 529 | Slovenia | 3.00 | 2010 |
| 530 | Spain | 3.00 | 2010 |
| 531 | Svalbard | 3.00 | 2010 |
| 532 | Svalbard | 3.00 | 2010 |
| 533 | Trinidad and Tobago | 3.00 | 2010 |
| 534 | Tonga | 3.00 | 2010 |
| 535 | Taiwan | 3.00 | 2010 |
| 536 | United Kingdom | 3.00 | 2010 |
| 537 | Ukraine | 3.00 | 2010 |
| 538 | Uruguay | 3.00 | 2010 |
| 539 | Vietnam | 3.00 | 2010 |
| 540 | Vietnam | 3.00 | 2010 |
| 541 | Western Sahara | 3.00 | 2010 |
| 542 | Samoa | 3.00 | 2010 |
| 543 | Samoa | 3.00 | 2010 |
| 544 | Yemen | 3.00 | 2010 |
| 545 | Austria | 3.00 | 2010 |
| 546 | Angola | 2.00 | 2010 |
| 547 | British Virgin Islands | 2.00 | 2010 |
| 548 | Anguilla | 2.00 | 2010 |
| 549 | Bangladesh | 2.00 | 2010 |
| 550 | Benin | 2.00 | 2010 |
| 551 | Belarus | 2.00 | 2010 |
| 552 | Belarus | 2.00 | 2010 |
| 553 | Chad | 2.00 | 2010 |
| 554 | Northern Mariana Islands | 2.00 | 2010 |
| 555 | Cook Islands | 2.00 | 2010 |
| 556 | Cook Islands | 2.00 | 2010 |
| 557 | Cyprus | 2.00 | 2010 |
| 558 | Cyprus | 2.00 | 2010 |
| 559 | Djibouti | 2.00 | 2010 |
| 560 | European Union | 2.00 | 2010 |
| 561 | Ireland | 2.00 | 2010 |
| 562 | Estonia | 2.00 | 2010 |
| 563 | Eritrea | 2.00 | 2010 |
| 564 | Georgia | 2.00 | 2010 |
| 565 | Georgia | 2.00 | 2010 |
| 566 | Greenland | 2.00 | 2010 |
| 567 | Greenland | 2.00 | 2010 |
| 568 | Germany | 2.00 | 2010 |
| 569 | Greece | 2.00 | 2010 |
| 570 | Guinea | 2.00 | 2010 |
| 571 | Haiti | 2.00 | 2010 |
| 572 | Honduras | 2.00 | 2010 |
| 573 | Hungary | 2.00 | 2010 |
| 574 | Jordan | 2.00 | 2010 |
| 575 | Jordan | 2.00 | 2010 |
| 576 | Korea, North | 2.00 | 2010 |
| 577 | Korea, South | 2.00 | 2010 |
| 578 | Kuwait | 2.00 | 2010 |
| 579 | Laos | 2.00 | 2010 |
| 580 | Lebanon | 2.00 | 2010 |
| 581 | Lebanon | 2.00 | 2010 |
| 582 | Libya | 2.00 | 2010 |
| 583 | Madagascar | 2.00 | 2010 |
