CIA - The World Factbook --  Exchange rates   

This entry provides the official value of a country's monetary unit at a given date or over a given period of time, as expressed in units of local currency per US dollar and as determined by international market forces or official fiat. The International Organization for Standardization (ISO) 4217 alphabetic currency code for the national medium of exchange is presented in parenthesis.

| Rank | country | Exchange rates | Date of Information |
| 79 | Uganda | 1,780.70 | NA |
| 80 | Uganda | 1,685.80 | NA |
| 81 | Uganda | 1,658.10 | NA |
| 82 | Madagascar | 1,654.78 | NA |
| 83 | Lebanon | 1,507.50 | NA |
| 84 | Lebanon | 1,507.50 | NA |
| 85 | Lebanon | 1,507.50 | NA |
| 86 | Lebanon | 1,507.50 | NA |
| 87 | Lebanon | 1,507.50 | NA |
| 88 | Iraq | 1,475.00 | NA |
| 89 | Iraq | 1,466.00 | NA |
| 90 | Somalia | 1,438.30 | NA |
| 91 | Uzbekistan | 1,317.00 | NA |
| 92 | Burma | 1,296.00 | NA |
| 93 | Burma | 1,280.00 | NA |
| 94 | Mongolia | 1,267.51 | NA |
| 95 | Uzbekistan | 1,263.80 | NA |
| 96 | Iraq | 1,255.00 | NA |
| 97 | Tanzania | 1,255.00 | NA |
| 98 | Tanzania | 1,251.90 | NA |
| 99 | Uzbekistan | 1,219.80 | NA |
| 100 | Burma | 1,205.00 | NA |
| 101 | Mongolia | 1,205.00 | NA |
| 102 | Burundi | 1,198.00 | NA |
| 103 | Mongolia | 1,185.30 | NA |
| 104 | Tanzania | 1,178.10 | NA |
| 105 | Iraq | 1,176.00 | NA |
| 106 | Mongolia | 1,170.00 | NA |
| 107 | Mongolia | 1,165.00 | NA |
| 108 | Korea, South | 1,145.30 | NA |
| 109 | Burundi | 1,138.00 | NA |
| 110 | Tanzania | 1,128.93 | NA |
| 111 | Korea, South | 1,101.70 | NA |
| 112 | Burundi | 1,100.91 | NA |
| 113 | Tanzania | 1,089.33 | NA |
| 114 | Burundi | 1,065.00 | NA |
| 115 | Burundi | 1,030.00 | NA |
| 116 | Korea, South | 1,024.10 | NA |
| 117 | Uzbekistan | 1,020.00 | NA |
| 118 | Uzbekistan | 971.27 | NA |
| 119 | Korea, South | 954.80 | NA |
| 120 | Korea, South | 929.20 | NA |
| 121 | Rwanda | 610.00 | NA |
| 122 | Chile | 609.37 | NA |
| 123 | Rwanda | 585.00 | NA |
| 124 | Rwanda | 574.62 | NA |
| 125 | Chile | 560.09 | NA |
| 126 | Rwanda | 560.00 | NA |
| 127 | Rwanda | 550.00 | NA |
| 128 | Armenia | 533.45 | NA |
| 129 | Costa Rica | 530.41 | NA |
| 130 | Chile | 530.29 | NA |
| 131 | Benin | 528.29 | NA |
| 132 | Chad | 528.29 | NA |
| 133 | Congo, Republic of the | 528.29 | NA |
| 134 | Central African Republic | 528.29 | NA |
| 135 | Equatorial Guinea | 528.29 | NA |
| 136 | Burkina Faso | 528.29 | NA |
| 137 | Togo | 528.29 | NA |
| 138 | Senegal | 528.29 | NA |
| 139 | Guinea-Bissau | 528.29 | NA |
| 140 | Niger | 528.29 | NA |
| 141 | Mali | 528.29 | NA |
| 142 | Cote d'Ivoire | 528.29 | NA |
| 143 | Gabon | 528.29 | NA |
| 144 | Cameroon | 528.29 | NA |
| 145 | Benin | 527.47 | NA |
| 146 | Chad | 527.47 | NA |
| 147 | Cameroon | 527.47 | NA |
| 148 | Cote d'Ivoire | 527.47 | NA |
| 149 | Burkina Faso | 527.47 | NA |
| 150 | Togo | 527.47 | NA |
| 151 | Senegal | 527.47 | NA |
| 152 | Guinea-Bissau | 527.47 | NA |
| 153 | Niger | 527.47 | NA |
| 154 | Mali | 527.47 | NA |
| 155 | Gabon | 527.47 | NA |
| 156 | Equatorial Guinea | 527.47 | NA |
| 157 | Central African Republic | 527.47 | NA |
| 158 | Congo, Republic of the | 527.47 | NA |
| 159 | Chile | 526.25 | NA |
| 160 | Gabon | 522.89 | NA |
| 161 | Cote d'Ivoire | 522.89 | NA |
| 162 | Senegal | 522.89 | NA |
| 163 | Benin | 522.59 | NA |
| 164 | Burkina Faso | 522.59 | NA |
| 165 | Togo | 522.59 | NA |
| 166 | Guinea-Bissau | 522.59 | NA |
| 167 | Niger | 522.59 | NA |
| 168 | Mali | 522.59 | NA |
| 169 | Central African Republic | 522.59 | NA |
| 170 | Cameroon | 522.59 | NA |
| 171 | Congo, Republic of the | 522.59 | NA |
| 172 | Chad | 522.59 | NA |
| 173 | Equatorial Guinea | 522.40 | NA |
| 174 | Costa Rica | 519.53 | NA |
| 175 | Costa Rica | 511.30 | NA |
| 176 | Chile | 509.02 | NA |
| 177 | Benin | 493.51 | NA |
| 178 | Burkina Faso | 493.51 | NA |
| 179 | Guinea-Bissau | 493.51 | NA |
| 180 | Niger | 493.51 | NA |
| 181 | Mali | 493.51 | NA |
| 182 | Cameroon | 493.51 | NA |
| 183 | Congo, Republic of the | 483.60 | NA |
| 184 | Togo | 482.71 | NA |
| 185 | Equatorial Guinea | 481.83 | NA |
| 186 | Gabon | 481.83 | NA |
| 187 | Senegal | 481.83 | NA |
| 188 | Cote d'Ivoire | 481.83 | NA |
| 189 | Central African Republic | 481.80 | NA |
| 190 | Chad | 480.10 | NA |
| 191 | Costa Rica | 477.79 | NA |
| 192 | Congo, Democratic Republic of the | 464.69 | NA |
| 193 | Armenia | 457.69 | NA |
| 194 | Benin | 447.81 | NA |
| 195 | Chad | 447.81 | NA |
| 196 | Senegal | 447.81 | NA |
| 197 | Guinea-Bissau | 447.81 | NA |
| 198 | Niger | 447.81 | NA |
| 199 | Mali | 447.81 | NA |
| 200 | Cote d'Ivoire | 447.81 | NA |
| 201 | Gabon | 447.81 | NA |
| 202 | Equatorial Guinea | 447.81 | NA |
| 203 | Central African Republic | 447.81 | NA |
| 204 | Cameroon | 447.81 | NA |
| 205 | Burkina Faso | 447.81 | NA |
| 206 | Togo | 447.81 | NA |
| 207 | Congo, Republic of the | 447.81 | NA |
| 208 | Costa Rica | 437.91 | NA |
| 209 | Congo, Democratic Republic of the | 437.86 | NA |
| 210 | Comoros | 435.90 | NA |
| 211 | Armenia | 414.69 | NA |
| 212 | Congo, Democratic Republic of the | 405.34 | NA |
| 213 | Congo, Democratic Republic of the | 401.04 | NA |
| 214 | Comoros | 396.21 | NA |
| 215 | Comoros | 395.60 | NA |
| 216 | Comoros | 391.80 | NA |
| 217 | Comoros | 361.40 | NA |
| 218 | Armenia | 344.06 | NA |
| 219 | Armenia | 303.93 | NA |
| 220 | Mauritania | 271.30 | NA |
| 221 | Mauritania | 267.04 | NA |
| 222 | Mauritania | 265.80 | NA |
| 223 | Mauritania | 263.03 | NA |
| 224 | Hungary | 210.39 | NA |
| 225 | Guyana | 203.86 | NA |
| 226 | Hungary | 202.75 | NA |
| 227 | Guyana | 201.89 | NA |
| 228 | Guyana | 200.79 | NA |
| 229 | Guyana | 200.28 | NA |
| 230 | Yemen | 199.76 | NA |
| 231 | Hungary | 199.58 | NA |
| 232 | Yemen | 199.14 | NA |
| 233 | Guyana | 198.31 | NA |
| 234 | Yemen | 197.18 | NA |
| 235 | Yemen | 192.67 | NA |
| 236 | Yemen | 184.78 | NA |
| 237 | Hungary | 183.83 | NA |
| 238 | Djibouti | 177.72 | NA |
| 239 | Djibouti | 177.72 | NA |
| 240 | Djibouti | 177.72 | NA |
| 241 | Djibouti | 177.71 | NA |
| 242 | Djibouti | 174.75 | NA |
| 243 | Hungary | 171.80 | NA |
| 244 | Korea, North | 170.00 | NA |
| 245 | Zimbabwe | 162.07 | NA |
| 246 | Malawi | 142.41 | NA |
| 247 | Malawi | 141.12 | NA |
| 248 | Korea, North | 141.00 | NA |
| 249 | Korea, North | 140.00 | NA |
| 250 | Kazakhstan | 136.04 | NA |
| 251 | Malawi | 135.96 | NA |
| 252 | Nigeria | 132.89 | NA |
| 253 | Kazakhstan | 132.88 | NA |
| 254 | Nigeria | 132.59 | NA |
| 255 | Nigeria | 127.46 | NA |
| 256 | Nigeria | 127.38 | NA |
| 257 | Kazakhstan | 126.09 | NA |
| 258 | Kazakhstan | 122.55 | NA |
| 259 | Vanuatu | 122.19 | NA |
| 260 | Kazakhstan | 120.25 | NA |
| 261 | Japan | 117.99 | NA |
| 262 | Nigeria | 117.80 | NA |
| 263 | Japan | 116.18 | NA |
| 264 | Vanuatu | 111.93 | NA |
| 265 | Vanuatu | 111.79 | NA |
| 266 | Sri Lanka | 110.78 | NA |
| 267 | Japan | 110.22 | NA |
| 268 | Malawi | 108.90 | NA |
| 269 | Malawi | 108.89 | NA |
| 270 | Sri Lanka | 108.33 | NA |
| 271 | Japan | 108.19 | NA |
| 272 | French Polynesia | 105.66 | NA |
| 273 | New Caledonia | 105.66 | NA |
| 274 | Wallis and Futuna | 105.66 | NA |
| 275 | Sri Lanka | 103.99 | NA |
| 276 | Japan | 103.58 | NA |
| 277 | Albania | 102.78 | NA |
| 278 | Albania | 102.65 | NA |
| 279 | Sri Lanka | 101.19 | NA |
| 280 | Sri Lanka | 100.50 | NA |
| 281 | Albania | 98.38 | NA |
| 282 | French Polynesia | 96.04 | NA |
| 283 | New Caledonia | 96.04 | NA |
| 284 | Wallis and Futuna | 96.04 | NA |
| 285 | French Polynesia | 95.89 | NA |
| 286 | Wallis and Futuna | 95.89 | NA |
| 287 | New Caledonia | 95.89 | NA |
| 288 | French Polynesia | 94.97 | NA |
| 289 | Wallis and Futuna | 94.97 | NA |
| 290 | New Caledonia | 94.97 | NA |
| 291 | Albania | 92.67 | NA |
| 292 | Cape Verde | 88.81 | NA |
| 293 | Cape Verde | 88.67 | NA |
| 294 | Angola | 88.60 | NA |
| 295 | Cape Verde | 87.95 | NA |
| 296 | French Polynesia | 87.59 | NA |
| 297 | Wallis and Futuna | 87.59 | NA |
| 298 | New Caledonia | 87.59 | NA |
| 299 | Iceland | 85.62 | NA |
| 300 | Angola | 83.54 | NA |
| 301 | Cape Verde | 81.24 | NA |
| 302 | Angola | 80.40 | NA |
| 303 | Albania | 79.55 | NA |
| 304 | Kenya | 79.17 | NA |
| 305 | Zimbabwe | 77.97 | NA |
| 306 | Angola | 76.60 | NA |
| 307 | Kenya | 75.55 | NA |
| 308 | Angola | 75.02 | NA |
| 309 | Cape Verde | 73.84 | NA |
| 310 | Nepal | 73.67 | NA |
| 311 | Algeria | 73.28 | NA |
| 312 | Algeria | 72.65 | NA |
| 313 | Nepal | 72.45 | NA |
| 314 | Jamaica | 72.24 | NA |
| 315 | Nepal | 72.16 | NA |
| 316 | Kenya | 72.10 | NA |
| 317 | Algeria | 72.06 | NA |
| 318 | Pakistan | 70.64 | NA |
| 319 | Nepal | 70.35 | NA |
| 320 | Iceland | 70.20 | NA |
| 321 | Iceland | 70.19 | NA |
| 322 | Algeria | 69.90 | NA |
| 323 | Bangladesh | 69.89 | NA |
| 324 | Jamaica | 69.03 | NA |
| 325 | Bangladesh | 69.03 | NA |
| 326 | Bangladesh | 68.55 | NA |
| 327 | Kenya | 68.36 | NA |
| 328 | Kenya | 68.31 | NA |
| 329 | Jamaica | 65.77 | NA |
| 330 | Nepal | 65.21 | NA |
| 331 | Bangladesh | 64.33 | NA |
| 332 | Iceland | 63.39 | NA |
| 333 | Algeria | 63.25 | NA |
| 334 | Iceland | 62.98 | NA |
| 335 | Jamaica | 62.51 | NA |
| 336 | Jamaica | 61.20 | NA |
| 337 | Pakistan | 60.63 | NA |
| 338 | Pakistan | 60.35 | NA |
| 339 | Serbia | 59.98 | NA |
| 340 | Pakistan | 59.52 | NA |
| 341 | Bangladesh | 59.51 | NA |
| 342 | Liberia | 59.43 | NA |
| 343 | Liberia | 59.38 | NA |
| 344 | Pakistan | 58.26 | NA |
| 345 | Philippines | 56.04 | NA |
| 346 | Philippines | 55.09 | NA |
| 347 | Liberia | 54.91 | NA |
| 348 | Serbia | 54.50 | NA |
| 349 | Liberia | 53.10 | NA |
| 350 | Syria | 51.69 | NA |
| 351 | Philippines | 51.25 | NA |
| 352 | Syria | 50.01 | NA |
| 353 | Afghanistan | 50.00 | NA |
| 354 | Syria | 50.00 | NA |
| 355 | Macedonia | 49.41 | NA |
| 356 | Afghanistan | 49.00 | NA |
| 357 | Macedonia | 48.98 | NA |
| 358 | Macedonia | 48.92 | NA |
| 359 | Syria | 48.50 | NA |
| 360 | Afghanistan | 48.00 | NA |
| 361 | Afghanistan | 47.70 | NA |
| 362 | Bhutan | 46.58 | NA |
| 363 | Syria | 46.53 | NA |
| 364 | Philippines | 46.15 | NA |
| 365 | Afghanistan | 46.00 | NA |
| 366 | Bhutan | 45.32 | NA |
| 367 | India | 45.32 | NA |
| 368 | India | 45.30 | NA |
| 369 | Bhutan | 45.28 | NA |
| 370 | Macedonia | 44.73 | NA |
| 371 | Philippines | 44.44 | NA |
| 372 | Bhutan | 44.10 | NA |
| 373 | India | 44.10 | NA |
| 374 | India | 43.32 | NA |
| 375 | Kyrgyzstan | 42.65 | NA |
| 376 | Dominican Republic | 42.12 | NA |
| 377 | Bhutan | 41.49 | NA |
| 378 | India | 41.49 | NA |
| 379 | Macedonia | 41.41 | NA |
| 380 | Kyrgyzstan | 41.01 | NA |
| 381 | Haiti | 40.45 | NA |
| 382 | Haiti | 40.23 | NA |
| 383 | Thailand | 40.22 | NA |
| 384 | Thailand | 40.22 | NA |
| 385 | Kyrgyzstan | 40.15 | NA |
| 386 | Haiti | 39.22 | NA |
| 387 | Haiti | 38.35 | NA |
| 388 | Thailand | 37.88 | NA |
| 389 | Kyrgyzstan | 37.75 | NA |
| 390 | Haiti | 37.14 | NA |
| 391 | Kyrgyzstan | 36.11 | NA |
| 392 | Dominican Republic | 34.78 | NA |
| 393 | Thailand | 34.52 | NA |
| 394 | Taiwan | 34.42 | NA |
| 395 | Dominican Republic | 33.41 | NA |
| 396 | Thailand | 33.37 | NA |
| 397 | Dominican Republic | 33.11 | NA |
| 398 | Taiwan | 32.84 | NA |
| 399 | Taiwan | 32.53 | NA |
| 400 | Slovakia | 32.26 | NA |
| 401 | Mauritius | 31.80 | NA |
| 402 | Taiwan | 31.71 | NA |
| 403 | Mauritius | 31.66 | NA |
| 404 | Taiwan | 31.53 | NA |
| 405 | Slovakia | 31.02 | NA |
| 406 | Dominican Republic | 30.41 | NA |
| 407 | Gambia, The | 30.03 | NA |
| 408 | Slovakia | 29.61 | NA |
| 409 | Mauritius | 29.50 | NA |
| 410 | Russia | 28.81 | NA |
| 411 | Uruguay | 28.70 | NA |
| 412 | Gambia, The | 28.58 | NA |
| 413 | Russia | 28.28 | NA |
| 414 | Gambia, The | 28.07 | NA |
| 415 | Mauritius | 27.97 | NA |
| 416 | Gambia, The | 27.79 | NA |
| 417 | Mauritius | 27.50 | NA |
| 418 | Russia | 27.19 | NA |
| 419 | Mozambique | 26.26 | NA |
| 420 | Czech Republic | 25.70 | NA |
| 421 | Russia | 25.66 | NA |
| 422 | Mozambique | 25.40 | NA |
| 423 | Slovakia | 24.92 | NA |
| 424 | Uruguay | 24.48 | NA |
| 425 | Russia | 24.30 | NA |
| 426 | Mozambique | 24.13 | NA |
| 427 | Uruguay | 24.05 | NA |
| 428 | Czech Republic | 23.96 | NA |
| 429 | Uruguay | 23.95 | NA |
| 430 | Gambia, The | 22.75 | NA |
| 431 | Czech Republic | 22.60 | NA |
| 432 | Slovakia | 21.05 | NA |
| 433 | Uruguay | 20.94 | NA |
| 434 | Czech Republic | 20.53 | NA |
| 435 | Nicaragua | 19.37 | NA |
| 436 | Honduras | 18.98 | NA |
| 437 | Honduras | 18.92 | NA |
| 438 | Honduras | 18.90 | NA |
| 439 | Honduras | 18.90 | NA |
| 440 | Nicaragua | 18.46 | NA |
| 441 | Honduras | 18.21 | NA |
| 442 | Nicaragua | 17.58 | NA |
| 443 | Czech Republic | 17.06 | NA |
| 444 | Nicaragua | 16.73 | NA |
| 445 | Nicaragua | 15.94 | NA |
| 446 | Eritrea | 15.50 | NA |
| 447 | Eritrea | 15.40 | NA |
| 448 | Eritrea | 15.38 | NA |
| 449 | Eritrea | 14.50 | NA |
| 450 | Eritrea | 13.79 | NA |
| 451 | Moldova | 13.13 | NA |
| 452 | Maldives | 12.80 | NA |
| 453 | Maldives | 12.80 | NA |
| 454 | Maldives | 12.80 | NA |
| 455 | Maldives | 12.80 | NA |
| 456 | Maldives | 12.80 | NA |
| 457 | Moldova | 12.60 | NA |
| 458 | Estonia | 12.60 | NA |
| 459 | Estonia | 12.58 | NA |
| 460 | Estonia | 12.47 | NA |
| 461 | Moldova | 12.33 | NA |
| 462 | Moldova | 12.18 | NA |
| 463 | Estonia | 11.54 | NA |
| 464 | Mexico | 11.29 | NA |
| 465 | Mexico | 11.02 | NA |
| 466 | Mexico | 10.90 | NA |
| 467 | Mexico | 10.90 | NA |
| 468 | Mexico | 10.80 | NA |
| 469 | Estonia | 10.70 | NA |
| 470 | Moldova | 10.33 | NA |
| 471 | Ethiopia | 9.57 | NA |
| 472 | Ethiopia | 8.96 | NA |
| 473 | Morocco | 8.87 | NA |
| 474 | Western Sahara | 8.87 | NA |
| 475 | Morocco | 8.87 | NA |
| 476 | Western Sahara | 8.87 | NA |
| 477 | Morocco | 8.77 | NA |
| 478 | Western Sahara | 8.77 | NA |
| 479 | Ethiopia | 8.69 | NA |
| 480 | Ethiopia | 8.68 | NA |
| 481 | Ethiopia | 8.64 | NA |
| 482 | Morocco | 8.36 | NA |
| 483 | Western Sahara | 8.36 | NA |
| 484 | China | 8.28 | NA |
| 485 | China | 8.19 | NA |
| 486 | Bolivia | 8.07 | NA |
| 487 | Macau | 8.02 | NA |
| 488 | Macau | 8.02 | NA |
| 489 | Bolivia | 8.02 | NA |
| 490 | Macau | 8.01 | NA |
| 491 | Macau | 8.01 | NA |
| 492 | Macau | 8.00 | NA |
| 493 | Seychelles | 8.00 | NA |
| 494 | China | 7.97 | NA |
| 495 | South Africa | 7.96 | NA |
| 496 | Guatemala | 7.95 | NA |
| 497 | Bolivia | 7.94 | NA |
| 498 | Bolivia | 7.86 | NA |
| 499 | Hong Kong | 7.80 | NA |
| 500 | Hong Kong | 7.79 | NA |
| 501 | Hong Kong | 7.78 | NA |
| 502 | Hong Kong | 7.77 | NA |
| 503 | Hong Kong | 7.75 | NA |
| 504 | Lesotho | 7.75 | NA |
| 505 | Namibia | 7.75 | NA |
| 506 | Swaziland | 7.75 | NA |
| 507 | Guatemala | 7.68 | NA |
| 508 | Guatemala | 7.63 | NA |
| 509 | China | 7.61 | NA |
| 510 | Guatemala | 7.60 | NA |
| 511 | Guatemala | 7.59 | NA |
| 512 | Solomon Islands | 7.53 | NA |
| 513 | Morocco | 7.53 | NA |
| 514 | Western Sahara | 7.53 | NA |
| 515 | Solomon Islands | 7.51 | NA |
| 516 | Solomon Islands | 7.48 | NA |
| 517 | Sweden | 7.47 | NA |
| 518 | Swaziland | 7.40 | NA |
| 519 | Sweden | 7.37 | NA |
| 520 | Sweden | 7.35 | NA |
| 521 | Solomon Islands | 7.34 | NA |
| 522 | Bolivia | 7.25 | NA |
| 523 | Lesotho | 7.25 | NA |
| 524 | Namibia | 7.18 | NA |
| 525 | South Africa | 7.05 | NA |
| 526 | China | 6.94 | NA |
| 527 | Lesotho | 6.85 | NA |
| 528 | Swaziland | 6.85 | NA |
| 529 | Botswana | 6.79 | NA |
| 530 | South Africa | 6.76 | NA |
| 531 | Namibia | 6.76 | NA |
| 532 | Sweden | 6.76 | NA |
| 533 | Norway | 6.73 | NA |
| 534 | Svalbard | 6.73 | NA |
| 535 | Seychelles | 6.50 | NA |
| 536 | Lesotho | 6.46 | NA |
| 537 | Swaziland | 6.46 | NA |
| 538 | Namibia | 6.46 | NA |
| 539 | South Africa | 6.46 | NA |
| 540 | Norway | 6.45 | NA |
| 541 | Svalbard | 6.45 | NA |
| 542 | Norway | 6.42 | NA |
| 543 | Svalbard | 6.42 | NA |
| 544 | Sweden | 6.41 | NA |
| 545 | Lesotho | 6.36 | NA |
| 546 | Swaziland | 6.36 | NA |
| 547 | South Africa | 6.36 | NA |
| 548 | Namibia | 6.36 | NA |
| 549 | Trinidad and Tobago | 6.33 | NA |
| 550 | Trinidad and Tobago | 6.31 | NA |
| 551 | Trinidad and Tobago | 6.30 | NA |
| 552 | Trinidad and Tobago | 6.29 | NA |
| 553 | Trinidad and Tobago | 6.28 | NA |
| 554 | Botswana | 6.20 | NA |
| 555 | Egypt | 6.20 | NA |
| 556 | Croatia | 6.04 | NA |
| 557 | Denmark | 6.00 | NA |
| 558 | Faroe Islands | 6.00 | NA |
| 559 | Greenland | 6.00 | NA |
| 560 | Denmark | 5.99 | NA |
| 561 | Faroe Islands | 5.99 | NA |
| 562 | Greenland | 5.99 | NA |
| 563 | Croatia | 5.95 | NA |
| 564 | Denmark | 5.95 | NA |
| 565 | Greenland | 5.95 | NA |
| 566 | Faroe Islands | 5.95 | NA |
| 567 | Croatia | 5.86 | NA |
| 568 | Norway | 5.86 | NA |
| 569 | Svalbard | 5.86 | NA |
| 570 | Botswana | 5.84 | NA |
| 571 | Egypt | 5.78 | NA |
| 572 | Burma | 5.76 | NA |
| 573 | Burma | 5.75 | NA |
| 574 | Zimbabwe | 5.73 | NA |
| 575 | Egypt | 5.73 | NA |
| 576 | Egypt | 5.67 | NA |
| 577 | Norway | 5.64 | NA |
| 578 | Svalbard | 5.64 | NA |
| 579 | Seychelles | 5.50 | NA |
| 580 | Seychelles | 5.50 | NA |
| 581 | Seychelles | 5.50 | NA |
| 582 | Denmark | 5.48 | NA |
| 583 | Greenland | 5.48 | NA |
| 584 | Faroe Islands | 5.48 | NA |
| 585 | Egypt | 5.40 | NA |
| 586 | Croatia | 5.37 | NA |
| 587 | Ukraine | 5.32 | NA |
| 588 | Ukraine | 5.12 | NA |
| 589 | Botswana | 5.11 | NA |
| 590 | Ukraine | 5.05 | NA |
| 591 | Ukraine | 5.05 | NA |
| 592 | Denmark | 5.02 | NA |
| 593 | Faroe Islands | 5.02 | NA |
| 594 | Greenland | 5.02 | NA |
| 595 | Croatia | 4.98 | NA |
| 596 | Ukraine | 4.95 | NA |
| 597 | Botswana | 4.69 | NA |
| 598 | Gaza Strip | 4.49 | NA |
| 599 | Israel | 4.49 | NA |
| 600 | West Bank | 4.49 | NA |
| 601 | Gaza Strip | 4.48 | NA |
| 602 | Israel | 4.48 | NA |
| 603 | West Bank | 4.48 | NA |
| 604 | Gaza Strip | 4.46 | NA |
| 605 | West Bank | 4.46 | NA |
| 606 | Israel | 4.46 | NA |
| 607 | Gaza Strip | 4.14 | NA |
| 608 | Israel | 4.14 | NA |
| 609 | West Bank | 4.14 | NA |
| 610 | Malaysia | 3.80 | NA |
| 611 | Malaysia | 3.80 | NA |
| 612 | Saudi Arabia | 3.75 | NA |
| 613 | Saudi Arabia | 3.75 | NA |
| 614 | Saudi Arabia | 3.75 | NA |
| 615 | Saudi Arabia | 3.75 | NA |
| 616 | Saudi Arabia | 3.75 | NA |
| 617 | United Arab Emirates | 3.67 | NA |
| 618 | United Arab Emirates | 3.67 | NA |
| 619 | United Arab Emirates | 3.67 | NA |
| 620 | United Arab Emirates | 3.67 | NA |
| 621 | United Arab Emirates | 3.67 | NA |
| 622 | Malaysia | 3.67 | NA |
| 623 | Poland | 3.66 | NA |
| 624 | Qatar | 3.64 | NA |
| 625 | Qatar | 3.64 | NA |
| 626 | Qatar | 3.64 | NA |
| 627 | Qatar | 3.64 | NA |
| 628 | Qatar | 3.64 | NA |
| 629 | Gaza Strip | 3.56 | NA |
| 630 | West Bank | 3.56 | NA |
| 631 | Israel | 3.56 | NA |
| 632 | Malaysia | 3.46 | NA |
| 633 | Tajikistan | 3.46 | NA |
| 634 | Tajikistan | 3.44 | NA |
| 635 | Peru | 3.41 | NA |
| 636 | Malaysia | 3.33 | NA |
| 637 | Tajikistan | 3.30 | NA |
| 638 | Peru | 3.30 | NA |
| 639 | Peru | 3.27 | NA |
| 640 | Poland | 3.24 | NA |
| 641 | Papua New Guinea | 3.22 | NA |
