CIA - The World Factbook --  Natural gas - exports   

Natural gas - exports compares the total natural gas exported in cubic meters (cu m).

| Rank | country | (cu m) | Date of Information |
| 183 | Somalia | 0 | 2011 est. |
| 184 | Saint Lucia | 0 | 2011 est. |
| 185 | Sudan | 0 | 2011 est. |
| 186 | Sweden | 0 | 2011 est. |
| 187 | Syria | 0 | 2011 est. |
| 188 | Thailand | 0 | 2011 est. |
| 189 | Tajikistan | 0 | 2013 est. |
| 190 | Turks and Caicos Islands | 0 | 2011 est. |
| 191 | Tonga | 0 | 2011 est. |
| 192 | Togo | 0 | 2011 est. |
| 193 | Sao Tome and Principe | 0 | 2011 est. |
| 194 | Tunisia | 0 | 2011 est. |
| 195 | Timor-Leste | 0 | 2011 est. |
| 196 | Taiwan | 0 | 2011 est. |
| 197 | Tanzania | 0 | 2011 est. |
| 198 | Uganda | 0 | 2011 est. |
| 199 | Burkina Faso | 0 | 2011 est. |
| 200 | Uruguay | 0 | 2011 est. |
| 201 | Saint Vincent and the Grenadines | 0 | 2011 est. |
| 202 | Venezuela | 0 | 2011 est. |
| 203 | British Virgin Islands | 0 | 2011 est. |
| 204 | Vietnam | 0 | 2012 est. |
| 205 | Virgin Islands | 0 | 2011 est. |
| 206 | Namibia | 0 | 2012 est. |
| 207 | West Bank | 0 | 2011 est. |
| 208 | Western Sahara | 0 | 2011 est. |
| 209 | Samoa | 0 | 2011 est. |
| 210 | Swaziland | 0 | 2011 est. |
| 211 | Zambia | 0 | 2011 est. |
| 212 | Zimbabwe | 0 | 2011 est. |


