CIA - The World Factbook --  Natural gas - exports   

This entry is the total natural gas exported in cubic meters (cu m).

| Rank | country | (cu m) | Date of Information |
| 103 | Togo | 0 | 2008 |
| 104 | Tonga | 0 | 2008 |
| 105 | Turks and Caicos Islands | 0 | 2008 |
| 106 | Tajikistan | 0 | 2008 |
| 107 | Thailand | 0 | 2008 |
| 108 | Switzerland | 0 | 2008 |
| 109 | Syria | 0 | NA |
| 110 | Sweden | 0 | 2008 |
| 111 | Sudan | 0 | 2008 |
| 112 | Saint Lucia | 0 | 2008 |
| 113 | Spain | 0 | 2008 |
| 114 | Somalia | 0 | 2008 |
| 115 | Singapore | 0 | 2008 |
| 116 | Sierra Leone | 0 | 2008 |
| 117 | Slovenia | 0 | 2008 |
| 118 | Saint Helena | 0 | 2008 |
| 119 | Senegal | 0 | 2008 |
| 120 | South Africa | 0 | 2008 |
| 121 | Seychelles | 0 | 2008 |
| 122 | Saint Kitts and Nevis | 0 | 2008 |
| 123 | Saint Pierre and Miquelon | 0 | 2008 |
| 124 | Saudi Arabia | 0 | 2008 |
| 125 | Rwanda | 0 | 2008 |
| 126 | Puerto Rico | 0 | 2008 |
| 127 | Philippines | 0 | 2008 |
| 128 | Romania | 0 | 2008 |
| 129 | Serbia | 0 | 2005 |
| 130 | Guinea-Bissau | 0 | 2008 |
| 131 | Papua New Guinea | 0 | 2008 |
| 132 | Portugal | 0 | 2008 |
| 133 | Panama | 0 | 2008 |
| 134 | Pakistan | 0 | 2008 |
| 135 | Peru | 0 | 2008 |
| 136 | Paraguay | 0 | 2008 |
| 137 | New Zealand | 0 | 2008 |
| 138 | Nicaragua | 0 | 2008 |
| 139 | Netherlands Antilles | 0 | 2008 |
| 140 | Suriname | 0 | 2008 |
| 141 | Nauru | 0 | 2008 |
| 142 | Nepal | 0 | 2008 |
| 143 | Vanuatu | 0 | 2008 |
| 144 | Niger | 0 | 2008 |
| 145 | Niue | 0 | 2008 |
| 146 | New Caledonia | 0 | 2008 |
| 147 | Maldives | 0 | 2008 |
| 148 | Malta | 0 | 2008 |
| 149 | Mauritania | 0 | 2008 |
| 150 | Mauritius | 0 | 2008 |
| 151 | Morocco | 0 | 2008 |
| 152 | Mali | 0 | 2008 |
| 153 | Macedonia | 0 | 2008 |
| 154 | Malawi | 0 | 2008 |
| 155 | Montserrat | 0 | 2008 |
| 156 | Mongolia | 0 | 2008 |
| 157 | Moldova | 0 | 2008 |
| 158 | Macau | 0 | 2008 |
| 159 | Madagascar | 0 | 2008 |
| 160 | Luxembourg | 0 | 2008 |
| 161 | Lesotho | 0 | 2008 |
| 162 | Kyrgyzstan | 0 | 2008 |
| 163 | Kenya | 0 | 2008 |
| 164 | Jordan | 0 | 2008 |
| 165 | Jamaica | 0 | 2008 |
| 166 | Japan | 0 | 2008 |
| 167 | Iraq | 0 | 2008 |
| 168 | Cote d'Ivoire | 0 | 2008 |
| 169 | Israel | 0 | 2008 |
| 170 | Greenland | 0 | 2008 |
| 171 | Grenada | 0 | 2008 |
| 172 | Gibraltar | 0 | 2008 |
| 173 | Ghana | 0 | 2008 |
| 174 | Georgia | 0 | 2008 |
| 175 | Gabon | 0 | 2008 |
| 176 | Gambia, The | 0 | 2008 |
| 177 | French Polynesia | 0 | 2008 |
| 178 | Cuba | 0 | 2008 |
| 179 | Central African Republic | 0 | 2008 |
| 180 | Costa Rica | 0 | 2008 |
| 181 | Comoros | 0 | 2008 |
| 182 | Cameroon | 0 | 2008 |
| 183 | Cayman Islands | 0 | 2008 |
| 184 | Chile | 0 | 2008 |
| 185 | Congo, Democratic Republic of the | 0 | 2008 |
| 186 | Ireland | 0 | 2008 |
| 187 | Ecuador | 0 | 2008 |
| 188 | Dominican Republic | 0 | 2008 |
| 189 | Dominica | 0 | 2008 |
| 190 | Djibouti | 0 | 2008 |
| 191 | Cyprus | 0 | 2008 |
| 192 | Cook Islands | 0 | 2008 |
| 193 | Congo, Republic of the | 0 | 2008 |
| 194 | Sri Lanka | 0 | 2008 |
| 195 | Chad | 0 | 2008 |
| 196 | Cambodia | 0 | 2008 |
| 197 | Burundi | 0 | 2008 |
| 198 | Bulgaria | 0 | 2008 |
| 199 | Bhutan | 0 | 2008 |
| 200 | Brazil | 0 | 2008 |
| 201 | Barbados | 0 | 2008 |
| 202 | Armenia | 0 | 2008 |
| 203 | American Samoa | 0 | 2008 |
| 204 | Angola | 0 | 2008 |
| 205 | Albania | 0 | 2008 |
| 206 | Afghanistan | 0 | 2008 |
| 207 | Antigua and Barbuda | 0 | 2008 |
