CIA - The World Factbook --  Maternal mortality rate   

The maternal mortality rate (MMR) is the annual number of female deaths per 100,000 live births from any cause related to or aggravated by pregnancy or its management (excluding accidental or incidental causes). The MMR includes deaths during pregnancy, childbirth, or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, for a specified year.

| Rank | country | (deaths/100,000 live births) | Date of Information |
| 155 | Kiribati | 9.00 | 2008 |
| 156 | Bosnia and Herzegovina | 8.00 | 2010 |
| 157 | France | 8.00 | 2010 |
| 158 | Belgium | 8.00 | 2010 |
| 159 | Malta | 8.00 | 2010 |
| 160 | Switzerland | 8.00 | 2010 |
| 161 | Lithuania | 8.00 | 2010 |
| 162 | Montenegro | 8.00 | 2010 |
| 163 | Portugal | 8.00 | 2010 |
| 164 | Israel | 7.00 | 2010 |
| 165 | Germany | 7.00 | 2010 |
| 166 | Australia | 7.00 | 2010 |
| 167 | Qatar | 7.00 | 2010 |
| 168 | Norway | 7.00 | 2010 |
| 169 | Ireland | 6.00 | 2010 |
| 170 | Netherlands | 6.00 | 2010 |
| 171 | Slovakia | 6.00 | 2010 |
| 172 | Spain | 6.00 | 2010 |
| 173 | Japan | 5.00 | 2010 |
| 174 | Czech Republic | 5.00 | 2010 |
| 175 | Poland | 5.00 | 2010 |
| 176 | Iceland | 5.00 | 2010 |
| 177 | Finland | 5.00 | 2010 |
| 178 | Sweden | 4.00 | 2010 |
| 179 | Austria | 4.00 | 2010 |
| 180 | Italy | 4.00 | 2010 |
| 181 | Greece | 3.00 | 2010 |
| 182 | Singapore | 3.00 | 2010 |
| 183 | Estonia | 2.00 | 2010 |
