CIA - The World Factbook --  Public debt   

This entry records the cumulative total of all government borrowings less repayments that are denominated in a country's home currency. Public debt should not be confused with external debt, which reflects the foreign currency liabilities of both the private and public sector and must be financed out of foreign exchange earnings.

| Rank | country | (% of GDP) | Date of Information |
| 53 | Malaysia | 55.80 | 2012 est. |
| 54 | Brazil | 54.90 | 2012 est. |
| 55 | Poland | 53.80 | 2012 est. |
| 56 | Finland | 53.50 | 2012 est. |
| 57 | Slovenia | 53.20 | 2012 est. |
| 58 | Switzerland | 52.40 | 2011 est. |
| 59 | Tunisia | 52.30 | 2012 est. |
| 60 | India | 51.90 | 2012 est. |
| 61 | Philippines | 50.60 | 2012 est. |
| 62 | Pakistan | 50.40 | 2012 est. |
| 63 | Kenya | 50.00 | 2012 est. |
| 64 | Venezuela | 49.00 | 2012 est. |
| 65 | Slovakia | 48.60 | 2012 est. |
| 66 | Vietnam | 48.20 | 2012 est. |
| 67 | Laos | 48.00 | 2012 est. |
| 68 | Fiji | 47.90 | 2012 est. |
| 69 | Thailand | 47.80 | 2012 est. |
| 70 | Costa Rica | 47.40 | 2012 est. |
| 71 | Ghana | 47.40 | 2012 est. |
| 72 | Malawi | 47.10 | 2012 est. |
| 73 | Aruba | 46.30 | 2005 |
| 74 | Denmark | 45.30 | 2012 est. |
| 75 | Montenegro | 45.00 | 2011 est. |
| 76 | Ethiopia | 44.40 | 2012 est. |
| 77 | Syria | 44.00 | 2012 est. |
| 78 | Latvia | 44.00 | 2012 est. |
| 79 | Czech Republic | 43.90 | 2012 est. |
| 80 | Bosnia and Herzegovina | 43.80 | 2012 est. |
| 81 | South Africa | 43.30 | 2012 est. |
| 82 | Yemen | 42.50 | 2012 est. |
| 83 | Armenia | 42.10 | 2012 est. |
| 84 | New Zealand | 41.80 | 2012 est. |
| 85 | Argentina | 41.60 | 2012 est. |
| 86 | United Arab Emirates | 40.40 | 2012 est. |
| 87 | Turkey | 40.40 | 2012 est. |
| 88 | Colombia | 40.20 | 2012 est. |
| 89 | Dominican Republic | 40.00 | 2012 est. |
| 90 | Mozambique | 39.90 | 2012 est. |
| 91 | Seychelles | 39.30 | 2012 est. |
| 92 | Taiwan | 39.20 | 2012 est. |
| 93 | Ukraine | 38.80 | 2012 est. |
| 94 | Sweden | 38.60 | 2012 est. |
| 95 | China | 38.50 | 2011 |
| 96 | Trinidad and Tobago | 37.70 | 2012 est. |
| 97 | Panama | 37.00 | 2012 est. |
| 98 | Chad | 36.90 | 2012 est. |
| 99 | Lithuania | 36.50 | 2012 est. |
| 100 | Mexico | 35.40 | 2012 est. |
| 101 | Cuba | 35.10 | 2012 est. |
| 102 | Romania | 34.60 | 2012 est. |
| 103 | Honduras | 34.50 | 2012 est. |
| 104 | Tanzania | 34.40 | 2012 est. |
| 105 | Bolivia | 34.20 | 2011 est. |
| 106 | Korea, South | 33.70 | 2012 est. |
| 107 | Senegal | 33.60 | 2012 est. |
| 108 | Qatar | 32.50 | 2012 est. |
| 109 | Bangladesh | 32.00 | 2012 est. |
| 110 | Zambia | 31.20 | 2012 est. |
| 111 | Norway | 30.30 | 2012 est. |
| 112 | Benin | 30.20 | 2012 est. |
| 113 | Hong Kong | 30.00 | 2012 est. |
| 114 | Belarus | 30.00 | 2012 est. |
| 115 | Guatemala | 29.90 | 2012 est. |
| 116 | Namibia | 28.20 | 2012 est. |
| 117 | Georgia | 27.70 | 2012 est. |
| 118 | Macedonia | 27.30 | 2012 est. |
| 119 | Australia | 26.90 | 2012 est. |
| 120 | Uganda | 26.80 | 2012 est. |
| 121 | Indonesia | 24.80 | 2012 est. |
| 122 | Ecuador | 23.30 | 2012 est. |
| 123 | Papua New Guinea | 23.30 | 2012 est. |
| 124 | Mali | 23.20 | 2012 est. |
| 125 | Gabon | 23.00 | 2012 est. |
| 126 | Rwanda | 21.80 | 2012 est. |
| 127 | Iran | 18.80 | 2012 est. |
| 128 | Nigeria | 18.80 | 2012 est. |
| 129 | Luxembourg | 18.40 | 2012 est. |
| 130 | Peru | 18.30 | 2012 est. |
| 131 | Moldova | 18.10 | 2012 est. |
| 132 | Bulgaria | 17.90 | 2012 est. |
| 133 | Angola | 17.10 | 2012 est. |
| 134 | Kazakhstan | 15.50 | 2012 est. |
| 135 | Paraguay | 14.70 | 2012 est. |
| 136 | Cameroon | 14.70 | 2012 est. |
| 137 | Saudi Arabia | 12.90 | 2012 est. |
| 138 | Botswana | 12.90 | 2012 est. |
| 139 | Russia | 11.00 | 2012 est. |
| 140 | Chile | 10.10 | 2012 est. |
| 141 | Uzbekistan | 10.00 | 2012 est. |
| 142 | Algeria | 8.80 | 2012 est. |
| 143 | Estonia | 8.00 | 2012 est. |
| 144 | Gibraltar | 7.50 | 2008 est. |
| 145 | Kuwait | 7.10 | 2012 est. |
| 146 | Wallis and Futuna | 5.60 | 2004 est. |
| 147 | Kosovo | 5.50 | 2011 |
| 148 | Azerbaijan | 5.40 | 2012 est. |
| 149 | Liberia | 4.40 | 2012 est. |
| 150 | Equatorial Guinea | 4.30 | 2012 est. |
| 151 | Oman | 3.60 | 2012 est. |
| 152 | Libya | 1.90 | 2012 est. |
