CIA - The World Factbook --  Public debt   

This entry records the cumulative total of all government borrowings less repayments that are denominated in a country's home currency. Public debt should not be confused with external debt, which reflects the foreign currency liabilities of both the private and public sector and must be financed out of foreign exchange earnings.

| Rank | country | (% of GDP) | Date of Information |
| 72 | Aruba | 46.30 | 2005 |
| 73 | Tunisia | 46.10 | 2012 est. |
| 74 | Czech Republic | 45.70 | 2012 est. |
| 75 | Thailand | 45.70 | 2012 est. |
| 76 | Denmark | 45.60 | 2012 est. |
| 77 | Argentina | 44.80 | 2012 est. |
| 78 | Bhutan | 44.10 | 2012 est. |
| 79 | Bosnia and Herzegovina | 43.80 | 2012 est. |
| 80 | United Arab Emirates | 42.60 | 2012 est. |
| 81 | South Africa | 42.30 | 2012 est. |
| 82 | Mozambique | 42.20 | 2012 est. |
| 83 | Yemen | 41.80 | 2012 est. |
| 84 | Tanzania | 41.70 | 2012 est. |
| 85 | Dominican Republic | 41.50 | 2012 est. |
| 86 | Armenia | 41.40 | 2012 est. |
| 87 | Lithuania | 41.00 | 2012 est. |
| 88 | Latvia | 40.70 | 2012 est. |
| 89 | Colombia | 40.50 | 2012 est. |
| 90 | Ethiopia | 39.70 | 2012 est. |
| 91 | Panama | 39.60 | 2012 est. |
| 92 | Senegal | 38.80 | 2012 est. |
| 93 | Sweden | 38.20 | 2012 est. |
| 94 | New Zealand | 38.10 | 2012 est. |
| 95 | Trinidad and Tobago | 37.90 | 2012 est. |
| 96 | Hong Kong | 37.80 | 2012 est. |
| 97 | Turkey | 37.60 | 2012 est. |
| 98 | Romania | 37.20 | 2012 est. |
| 99 | Ukraine | 36.60 | 2012 est. |
| 100 | Sierra Leone | 36.50 | 2012 est. |
| 101 | Georgia | 36.30 | 2012 est. |
| 102 | Honduras | 35.80 | 2012 est. |
| 103 | Cuba | 35.80 | 2012 est. |
| 104 | Mexico | 35.80 | 2012 est. |
| 105 | Taiwan | 35.80 | 2012 est. |
| 106 | Korea, South | 35.10 | 2012 est. |
| 107 | Macedonia | 34.00 | 2012 est. |
| 108 | Bolivia | 34.00 | 2012 est. |
| 109 | Qatar | 32.80 | 2012 est. |
| 110 | Australia | 32.40 | 2012 est. |
| 111 | Bangladesh | 32.20 | 2012 est. |
| 112 | Benin | 31.90 | 2012 est. |
| 113 | Congo, Republic of the | 31.80 | 2012 est. |
| 114 | China | 31.70 | 2012 est. |
| 115 | Belarus | 31.50 | 2012 est. |
| 116 | Chad | 31.30 | 2012 est. |
| 117 | Guatemala | 29.50 | 2012 est. |
| 118 | Zambia | 29.50 | 2012 est. |
| 119 | Norway | 29.10 | 2012 est. |
| 120 | Mali | 27.50 | 2012 est. |
| 121 | Venezuela | 26.80 | 2012 est. |
| 122 | Uganda | 26.30 | 2012 est. |
| 123 | Namibia | 25.80 | 2012 est. |
| 124 | Papua New Guinea | 25.50 | 2012 est. |
| 125 | Indonesia | 23.00 | 2012 est. |
| 126 | Gabon | 22.20 | 2012 est. |
| 127 | Anguilla | 21.70 | 2012 est. |
| 128 | Rwanda | 21.70 | 2012 est. |
| 129 | Ecuador | 21.00 | 2012 est. |
| 130 | Luxembourg | 20.80 | 2012 est. |
| 131 | Iran | 18.40 | 2012 est. |
| 132 | Nigeria | 17.90 | 2012 est. |
| 133 | Moldova | 17.80 | 2012 est. |
| 134 | Botswana | 17.40 | 2012 est. |
| 135 | Angola | 17.20 | 2012 est. |
| 136 | Peru | 16.60 | 2012 est. |
| 137 | Bulgaria | 16.30 | 2012 est. |
| 138 | Cameroon | 16.10 | 2012 est. |
| 139 | Paraguay | 14.70 | 2012 est. |
| 140 | Kazakhstan | 13.20 | 2012 est. |
| 141 | Chile | 11.90 | 2012 est. |
| 142 | Saudi Arabia | 11.80 | 2012 est. |
| 143 | Equatorial Guinea | 9.30 | 2012 est. |
| 144 | Algeria | 8.30 | 2012 est. |
| 145 | Azerbaijan | 7.80 | 2012 est. |
| 146 | Russia | 7.70 | 2012 est. |
| 147 | Gibraltar | 7.50 | 2008 est. |
| 148 | Uzbekistan | 6.20 | 2012 est. |
| 149 | Kuwait | 6.00 | 2012 est. |
| 150 | Estonia | 5.80 | 2012 est. |
| 151 | Wallis and Futuna | 5.60 | 2004 est. |
| 152 | Kosovo | 5.50 | 2011 |
| 153 | Oman | 4.30 | 2012 est. |
| 154 | Libya | 4.10 | 2012 est. |
| 155 | Liberia | 0.40 | 2012 est. |


