CIA - The World Factbook --  Pipelines   

This entry gives the lengths and types of pipelines for transporting products like natural gas, crude oil, or petroleum products.

| Rank | country | (km) | Date of Information |
| 135 | Tunisia | 1,381.00 | 2013 |
| 136 | Russia | 1,378.00 | 2013 |
| 137 | Poland | 1,374.00 | 2013 |
| 138 | Yemen | 1,370.00 | 2013 |
| 139 | Portugal | 1,344.00 | 2013 |
| 140 | Greece | 1,329.00 | 2013 |
| 141 | South Africa | 1,293.00 | 2013 |
| 142 | Saudi Arabia | 1,183.00 | 2013 |
| 143 | Georgia | 1,175.00 | 2013 |
| 144 | Saudi Arabia | 1,151.00 | 2013 |
| 145 | Cameroon | 1,107.00 | 2013 |
| 146 | Thailand | 1,097.00 | 2013 |
| 147 | Kazakhstan | 1,095.00 | 2013 |
| 148 | Pakistan | 1,087.00 | 2013 |
| 149 | Angola | 1,065.00 | 2013 |
| 150 | Indonesia | 1,064.00 | 2013 |
| 151 | Peru | 1,033.00 | 2013 |
| 152 | Hungary | 1,007.00 | 2013 |
| 153 | South Africa | 992.00 | 2013 |
| 154 | Chile | 985.00 | 2013 |
| 155 | Congo, Republic of the | 982.00 | 2013 |
| 156 | Venezuela | 981.00 | 2013 |
| 157 | Iran | 973.00 | 2013 |
| 158 | Mozambique | 972.00 | 2013 |
| 159 | Egypt | 957.00 | 2013 |
| 160 | Vietnam | 955.00 | 2013 |
| 161 | Morocco | 944.00 | 2013 |
| 162 | Uzbekistan | 944.00 | 2013 |
| 163 | Kenya | 928.00 | 2013 |
| 164 | Latvia | 928.00 | 2013 |
| 165 | Iraq | 913.00 | 2013 |
| 166 | Egypt | 895.00 | 2013 |
| 167 | Tanzania | 891.00 | 2013 |
| 168 | Korea, South | 889.00 | 2013 |
| 169 | Libya | 882.00 | 2013 |
| 170 | Estonia | 868.00 | 2013 |
| 171 | Slovenia | 844.00 | 2013 |
| 172 | Hungary | 842.00 | 2013 |
| 173 | Gabon | 807.00 | 2013 |
| 174 | Taiwan | 802.00 | 2013 |
| 175 | Peru | 786.00 | 2013 |
| 176 | Chile | 781.00 | 2013 |
| 177 | Poland | 777.00 | 2013 |
| 178 | Zambia | 771.00 | 2013 |
| 179 | Israel | 763.00 | 2013 |
| 180 | Congo, Democratic Republic of the | 756.00 | 2013 |
| 181 | Qatar | 745.00 | 2013 |
| 182 | Indonesia | 728.00 | 2013 |
| 183 | Chile | 722.00 | 2013 |
| 184 | Netherlands | 716.00 | 2013 |
| 185 | Peru | 679.00 | 2013 |
| 186 | Austria | 663.00 | 2013 |
| 187 | Costa Rica | 662.00 | 2013 |
| 188 | Kazakhstan | 658.00 | 2013 |
| 189 | Denmark | 647.00 | 2013 |
| 190 | Yemen | 641.00 | 2013 |
| 191 | Australia | 637.00 | 2013 |
| 192 | Brunei | 628.00 | 2013 |
| 193 | Spain | 616.00 | 2013 |
| 194 | Croatia | 610.00 | 2011 |
| 195 | Trinidad and Tobago | 587.00 | 2013 |
| 196 | Chad | 582.00 | 2013 |
| 197 | Norway | 578.00 | 2013 |
| 198 | Netherlands | 578.00 | 2013 |
| 199 | Iran | 570.00 | 2013 |
| 200 | Philippines | 567.00 | 2013 |
| 201 | Burma | 551.00 | 2013 |
| 202 | Tajikistan | 549.00 | 2013 |
| 203 | Laos | 540.00 | 2013 |
| 204 | Kuwait | 540.00 | 2013 |
| 205 | Czech Republic | 536.00 | 2013 |
| 206 | Belgium | 535.00 | 2013 |
| 207 | United Arab Emirates | 533.00 | 2013 |
| 208 | Ecuador | 527.00 | 2013 |
| 209 | United Kingdom | 502.00 | 2013 |
| 210 | Brunei | 492.00 | 2013 |
| 211 | Egypt | 486.00 | 2013 |
| 212 | Kyrgyzstan | 480.00 | 2013 |
| 213 | Guatemala | 480.00 | 2013 |
| 214 | Jordan | 473.00 | 2013 |
| 215 | Afghanistan | 466.00 | 2013 |
| 216 | Norway | 457.00 | 2013 |
| 217 | Tunisia | 453.00 | 2013 |
| 218 | Israel | 442.00 | 2013 |
| 219 | Slovakia | 419.00 | 2013 |
| 220 | Latvia | 415.00 | 2013 |
| 221 | Vietnam | 398.00 | 2013 |
| 222 | Ghana | 394.00 | 2013 |
| 223 | Bulgaria | 378.00 | 2013 |
| 224 | Mexico | 369.00 | 2013 |
| 225 | Ghana | 361.00 | 2013 |
| 226 | Malaysia | 354.00 | 2013 |
| 227 | Brazil | 352.00 | 2013 |
| 228 | Angola | 352.00 | 2013 |
| 229 | Bulgaria | 346.00 | 2013 |
| 230 | New Zealand | 331.00 | 2013 |
| 231 | Albania | 331.00 | 2013 |
| 232 | Tanzania | 311.00 | 2013 |
| 233 | United Arab Emirates | 300.00 | 2013 |
| 234 | Qatar | 288.00 | 2013 |
| 235 | New Zealand | 288.00 | 2013 |
| 236 | Mozambique | 278.00 | 2013 |
| 237 | Zimbabwe | 270.00 | 2013 |
| 238 | Morocco | 270.00 | 2013 |
| 239 | Macedonia | 268.00 | 2013 |
| 240 | Papua New Guinea | 264.00 | 2013 |
| 241 | Oman | 264.00 | 2013 |
| 242 | Kuwait | 261.00 | 2013 |
| 243 | Israel | 261.00 | 2013 |
| 244 | Trinidad and Tobago | 257.00 | 2013 |
| 245 | Uruguay | 257.00 | 2013 |
| 246 | Cote d'Ivoire | 256.00 | 2013 |
| 247 | United Kingdom | 255.00 | 2013 |
| 248 | Brazil | 251.00 | 2013 |
| 249 | Albania | 249.00 | 2013 |
| 250 | Taiwan | 241.00 | 2013 |
| 251 | Australia | 240.00 | 2013 |
| 252 | Congo, Republic of the | 232.00 | 2013 |
| 253 | Cuba | 230.00 | 2013 |
| 254 | Qatar | 221.00 | 2013 |
| 255 | Norway | 220.00 | 2013 |
| 256 | United Arab Emirates | 218.00 | 2013 |
| 257 | Saudi Arabia | 209.00 | 2013 |
| 258 | Vietnam | 206.00 | 2013 |
| 259 | New Zealand | 198.00 | 2013 |
| 260 | Portugal | 188.00 | 2013 |
| 261 | Philippines | 185.00 | 2013 |
| 262 | United Kingdom | 175.00 | 2013 |
| 263 | Morocco | 175.00 | 2013 |
| 264 | Japan | 174.00 | 2013 |
| 265 | New Zealand | 172.00 | 2013 |
| 266 | Nigeria | 164.00 | 2013 |
| 267 | Uruguay | 160.00 | 2013 |
| 268 | Austria | 157.00 | 2013 |
| 269 | Sudan | 156.00 | 2013 |
| 270 | Malaysia | 155.00 | 2013 |
| 271 | Belgium | 154.00 | 2013 |
| 272 | Indonesia | 150.00 | 2013 |
| 273 | Bosnia and Herzegovina | 147.00 | 2013 |
| 274 | Algeria | 144.00 | 2013 |
| 275 | Luxembourg | 142.00 | 2013 |
| 276 | Philippines | 138.00 | 2013 |
| 277 | Vietnam | 128.00 | 2013 |
| 278 | Panama | 128.00 | 2013 |
| 279 | Nigeria | 124.00 | 2013 |
| 280 | Mexico | 123.00 | 2013 |
| 281 | Singapore | 122.00 | 2013 |
| 282 | Russia | 122.00 | 2013 |
| 283 | Lithuania | 121.00 | 2013 |
| 284 | Macedonia | 120.00 | 2013 |
| 285 | Indonesia | 119.00 | 2013 |
| 286 | Cote d'Ivoire | 118.00 | 2013 |
| 287 | Malaysia | 114.00 | 2013 |
| 288 | Australia | 110.00 | 2013 |
| 289 | Oman | 106.00 | 2013 |
| 290 | Japan | 104.00 | 2013 |
| 291 | Dominican Republic | 103.00 | 2013 |
| 292 | Qatar | 103.00 | 2013 |
| 293 | Cote d'Ivoire | 101.00 | 2013 |
| 294 | United Arab Emirates | 99.00 | 2013 |
| 295 | Norway | 96.00 | 2013 |
| 296 | Greece | 94.00 | 2013 |
| 297 | South Africa | 94.00 | 2013 |
| 298 | Switzerland | 94.00 | 2013 |
| 299 | Czech Republic | 94.00 | 2013 |
| 300 | Qatar | 90.00 | 2013 |
| 301 | Azerbaijan | 89.00 | 2013 |
| 302 | Lebanon | 88.00 | 2013 |
| 303 | Brunei | 86.00 | 2013 |
| 304 | Angola | 85.00 | 2013 |
| 305 | Thailand | 85.00 | 2013 |
| 306 | Netherlands | 81.00 | 2013 |
| 307 | Equatorial Guinea | 79.00 | 2013 |
| 308 | Indonesia | 77.00 | 2013 |
| 309 | Congo, Democratic Republic of the | 77.00 | 2013 |
| 310 | Egypt | 74.00 | 2013 |
| 311 | Australia | 72.00 | 2013 |
| 312 | Vietnam | 72.00 | 2013 |
| 313 | Equatorial Guinea | 71.00 | 2013 |
| 314 | Ecuador | 71.00 | 2013 |
| 315 | Tunisia | 68.00 | 2013 |
| 316 | Egypt | 65.00 | 2013 |
| 317 | Barbados | 64.00 | 2013 |
| 318 | Congo, Democratic Republic of the | 62.00 | 2013 |
| 319 | United Kingdom | 59.00 | 2013 |
| 320 | Kuwait | 57.00 | 2013 |
| 321 | Bahrain | 54.00 | 2013 |
| 322 | Nicaragua | 54.00 | 2013 |
| 323 | Indonesia | 53.00 | 2013 |
| 324 | Cameroon | 53.00 | 2013 |
| 325 | Bolivia | 51.00 | 2013 |
| 326 | Suriname | 50.00 | 2013 |
| 327 | Jordan | 49.00 | 2013 |
| 328 | Indonesia | 44.00 | 2013 |
| 329 | Malaysia | 43.00 | 2013 |
| 330 | Senegal | 43.00 | 2013 |
| 331 | Equatorial Guinea | 42.00 | 2013 |
| 332 | Argentina | 41.00 | 2013 |
| 333 | Cuba | 41.00 | 2013 |
| 334 | Russia | 40.00 | 2013 |
| 335 | Tajikistan | 38.00 | 2013 |
| 336 | Germany | 37.00 | 2013 |
| 337 | Egypt | 37.00 | 2013 |
| 338 | Cameroon | 35.00 | 2013 |
| 339 | Vietnam | 33.00 | 2013 |
| 340 | Brunei | 33.00 | 2013 |
| 341 | Barbados | 33.00 | 2013 |
| 342 | Oman | 33.00 | 2013 |
| 343 | China | 31.00 | 2013 |
| 344 | Luxembourg | 27.00 | 2013 |
| 345 | Dominican Republic | 27.00 | 2013 |
| 346 | Malaysia | 26.00 | 2013 |
| 347 | Taiwan | 25.00 | 2013 |
| 348 | United Arab Emirates | 24.00 | 2013 |
| 349 | Russia | 23.00 | 2013 |
| 350 | Yemen | 22.00 | 2013 |
| 351 | Ghana | 20.00 | 2013 |
| 352 | Bahrain | 20.00 | 2013 |
| 353 | India | 20.00 | 2013 |
| 354 | Liechtenstein | 20.00 | 2013 |
| 355 | Kyrgyzstan | 16.00 | 2013 |
| 356 | Korea, South | 16.00 | 2013 |
| 357 | Peru | 15.00 | 2013 |
| 358 | Vietnam | 13.00 | 2013 |
| 359 | Denmark | 11.00 | 2013 |
| 360 | Portugal | 11.00 | 2013 |
| 361 | Trinidad and Tobago | 11.00 | 2013 |
| 362 | China | 9.00 | 2013 |
| 363 | China | 9.00 | 2013 |
| 364 | Bosnia and Herzegovina | 9.00 | 2013 |
| 365 | India | 9.00 | 2013 |
| 366 | United Kingdom | 9.00 | 2013 |
| 367 | Germany | 8.00 | 2013 |
| 368 | Tanzania | 8.00 | 2013 |
| 369 | Singapore | 8.00 | 2013 |
| 370 | Senegal | 8.00 | 2013 |
| 371 | Cote d'Ivoire | 7.00 | 2013 |
| 372 | Iran | 7.00 | 2013 |
| 373 | Switzerland | 7.00 | 2013 |
| 374 | Barbados | 6.00 | 2013 |
| 375 | Korea, North | 6.00 | 2013 |
| 376 | Cameroon | 5.00 | 2013 |
| 377 | Cote d'Ivoire | 5.00 | 2013 |
| 378 | Angola | 5.00 | 2013 |
| 379 | Slovenia | 5.00 | 2013 |
| 380 | Equatorial Guinea | 5.00 | 2013 |
| 381 | Congo, Republic of the | 4.00 | 2013 |
| 382 | Liberia | 4.00 | 2013 |
| 383 | Kenya | 4.00 | 2013 |
| 384 | Gabon | 3.00 | 2013 |
| 385 | Thailand | 2.00 | 2013 |
| 386 | Denmark | 2.00 | 2013 |
| 387 | Thailand | 1.00 | 2013 |


