CIA - The World Factbook --  Pipelines   

This entry gives the lengths and types of pipelines for transporting products like natural gas, crude oil, or petroleum products.

| Rank | country | (km) | Date of Information |
| 148 | Chile | 892.00 | 2009 |
| 149 | Cameroon | 889.00 | 2009 |
| 150 | Tanzania | 888.00 | 2009 |
| 151 | Uzbekistan | 868.00 | 2009 |
| 152 | Estonia | 859.00 | 2009 |
| 153 | Gabon | 858.00 | 2009 |
| 154 | Slovenia | 840.00 | 2009 |
| 155 | Morocco | 830.00 | 2009 |
| 156 | Korea, South | 827.00 | 2009 |
| 157 | Costa Rica | 796.00 | 2009 |
| 158 | Pakistan | 787.00 | 2009 |
| 159 | Sweden | 786.00 | 2009 |
| 160 | Poland | 777.00 | 2009 |
| 161 | Libya | 776.00 | 2009 |
| 162 | Zambia | 771.00 | 2009 |
| 163 | Chile | 769.00 | 2009 |
| 164 | Congo, Democratic Republic of the | 756.00 | 2009 |
| 165 | Indonesia | 735.00 | 2009 |
| 166 | Netherlands | 716.00 | 2009 |
| 167 | United Kingdom | 699.00 | 2009 |
| 168 | Finland | 694.00 | 2009 |
| 169 | Peru | 677.00 | 2009 |
| 170 | Austria | 663.00 | 2009 |
| 171 | Trinidad and Tobago | 659.00 | 2009 |
| 172 | Kazakhstan | 658.00 | 2009 |
| 173 | Croatia | 583.00 | 2009 |
| 174 | Iran | 570.00 | 2009 |
| 175 | Spain | 560.00 | 2009 |
| 176 | Burma | 558.00 | 2009 |
| 177 | Tajikistan | 549.00 | 2009 |
| 178 | Czech Republic | 547.00 | 2009 |
| 179 | Kuwait | 540.00 | 2009 |
| 180 | Laos | 540.00 | 2009 |
| 181 | Belgium | 535.00 | 2009 |
| 182 | Peru | 533.00 | 2009 |
| 183 | Chile | 519.00 | 2009 |
| 184 | Guatemala | 480.00 | 2009 |
| 185 | Afghanistan | 466.00 | 2009 |
| 186 | United Arab Emirates | 458.00 | 2009 |
| 187 | Israel | 442.00 | 2009 |
| 188 | Jordan | 439.00 | 2009 |
| 189 | Morocco | 439.00 | 2009 |
| 190 | Ecuador | 435.00 | 2009 |
| 191 | Yemen | 423.00 | 2009 |
| 192 | Slovakia | 416.00 | 2009 |
| 193 | Latvia | 415.00 | 2009 |
| 194 | Taiwan | 405.00 | 2009 |
| 195 | Qatar | 382.00 | 2009 |
| 196 | Tunisia | 372.00 | 2009 |
| 197 | Netherlands | 365.00 | 2009 |
| 198 | Brazil | 353.00 | 2009 |
| 199 | Albania | 339.00 | 2009 |
| 200 | Bulgaria | 339.00 | 2009 |
| 201 | Trinidad and Tobago | 336.00 | 2009 |
| 202 | Hungary | 335.00 | 2009 |
| 203 | New Zealand | 331.00 | 2009 |
| 204 | Serbia | 323.00 | 2009 |
| 205 | Thailand | 323.00 | 2009 |
| 206 | Egypt | 320.00 | 2009 |
| 207 | Ghana | 309.00 | 2009 |
| 208 | New Zealand | 288.00 | 2009 |
| 209 | Mozambique | 278.00 | 2009 |
| 210 | Zimbabwe | 270.00 | 2009 |
| 211 | Kuwait | 269.00 | 2009 |
| 212 | Macedonia | 268.00 | 2009 |
| 213 | Oman | 263.00 | 2009 |
| 214 | Israel | 261.00 | 2009 |
| 215 | Kyrgyzstan | 254.00 | 2009 |
| 216 | Tanzania | 254.00 | 2009 |
| 217 | Chad | 250.00 | 2009 |
| 218 | Australia | 240.00 | 2009 |
| 219 | Gabon | 240.00 | 2009 |
| 220 | Cuba | 230.00 | 2009 |
| 221 | Mexico | 228.00 | 2009 |
| 222 | Uruguay | 226.00 | 2009 |
| 223 | United Arab Emirates | 220.00 | 2009 |
| 224 | Saudi Arabia | 212.00 | 2009 |
| 225 | United Arab Emirates | 212.00 | 2009 |
| 226 | Congo, Republic of the | 211.00 | 2009 |
| 227 | Albania | 207.00 | 2009 |
| 228 | Vietnam | 206.00 | 2009 |
| 229 | New Zealand | 198.00 | 2009 |
| 230 | Papua New Guinea | 195.00 | 2009 |
| 231 | Portugal | 188.00 | 2009 |
| 232 | Cote d'Ivoire | 180.00 | 2009 |
| 233 | Israel | 176.00 | 2009 |
| 234 | New Zealand | 172.00 | 2009 |
| 235 | Japan | 167.00 | 2009 |
| 236 | Belgium | 158.00 | 2009 |
| 237 | Austria | 157.00 | 2009 |
| 238 | Bulgaria | 156.00 | 2009 |
| 239 | Sudan | 156.00 | 2009 |
| 240 | Luxembourg | 155.00 | 2009 |
| 241 | Uruguay | 155.00 | 2009 |
| 242 | Korea, North | 154.00 | 2009 |
| 243 | Qatar | 145.00 | 2009 |
| 244 | Venezuela | 141.00 | 2009 |
| 245 | Qatar | 132.00 | 2009 |
| 246 | Russia | 127.00 | 2009 |
| 247 | Russia | 122.00 | 2009 |
| 248 | Macedonia | 120.00 | 2009 |
| 249 | Lithuania | 114.00 | 2009 |
| 250 | Malaysia | 114.00 | 2009 |
| 251 | Philippines | 112.00 | 2009 |
| 252 | Denmark | 107.00 | 2009 |
| 253 | Philippines | 107.00 | 2009 |
| 254 | Singapore | 106.00 | 2009 |
| 255 | Nigeria | 97.00 | 2009 |
| 256 | Czech Republic | 94.00 | 2009 |
| 257 | Switzerland | 94.00 | 2009 |
| 258 | Cote d'Ivoire | 92.00 | 2009 |
| 259 | Qatar | 90.00 | 2009 |
| 260 | Angola | 87.00 | 2009 |
| 261 | Cote d'Ivoire | 86.00 | 2009 |
| 262 | Greece | 75.00 | 2009 |
| 263 | Indonesia | 73.00 | 2009 |
| 264 | Vietnam | 66.00 | 2009 |
| 265 | Norway | 64.00 | 2009 |
| 266 | Brazil | 62.00 | 2009 |
| 267 | Egypt | 59.00 | 2009 |
| 268 | United Kingdom | 59.00 | 2009 |
| 269 | Kuwait | 57.00 | 2009 |
| 270 | Nicaragua | 54.00 | 2009 |
| 271 | Japan | 53.00 | 2009 |
| 272 | Bolivia | 51.00 | 2009 |
| 273 | Suriname | 50.00 | 2009 |
| 274 | Jordan | 49.00 | 2009 |
| 275 | Lebanon | 43.00 | 2009 |
| 276 | United Kingdom | 43.00 | 2009 |
| 277 | Senegal | 43.00 | 2009 |
| 278 | Vietnam | 42.00 | 2009 |
| 279 | Argentina | 41.00 | 2009 |
| 280 | Cuba | 41.00 | 2009 |
| 281 | Congo, Democratic Republic of the | 39.00 | 2009 |
| 282 | Equatorial Guinea | 38.00 | 2009 |
| 283 | Tajikistan | 38.00 | 2009 |
| 284 | Brunei | 37.00 | 2009 |
| 285 | Congo, Democratic Republic of the | 37.00 | 2009 |
| 286 | Bahrain | 32.00 | 2009 |
| 287 | Malaysia | 31.00 | 2009 |
| 288 | Norway | 31.00 | 2009 |
| 289 | Nigeria | 26.00 | 2009 |
| 290 | Yemen | 22.00 | 2009 |
| 291 | Bahrain | 20.00 | 2009 |
| 292 | Liechtenstein | 20.00 | 2009 |
| 293 | Brunei | 18.00 | 2009 |
| 294 | Kyrgyzstan | 16.00 | 2009 |
| 295 | Peru | 15.00 | 2009 |
| 296 | Egypt | 13.00 | 2009 |
| 297 | Indonesia | 12.00 | 2009 |
| 298 | Iran | 12.00 | 2009 |
| 299 | Portugal | 11.00 | 2009 |
| 300 | Slovenia | 11.00 | 2009 |
| 301 | South Africa | 11.00 | 2009 |
| 302 | Senegal | 8.00 | 2009 |
| 303 | Tanzania | 8.00 | 2009 |
| 304 | Congo, Republic of the | 7.00 | 2009 |
| 305 | Iran | 7.00 | 2009 |
| 306 | Switzerland | 7.00 | 2009 |
| 307 | Ecuador | 5.00 | 2009 |
| 308 | Ghana | 5.00 | 2009 |
| 309 | Kenya | 4.00 | 2009 |
| 310 | Egypt | 3.00 | 2009 |
| 311 | Malaysia | 3.00 | 2009 |
| 312 | Angola | 2.00 | 2009 |
| 313 | India | 2.00 | 2009 |
| 314 | Australia | 1.00 | 2009 |
| 315 | Azerbaijan | 1.00 | 2009 |
