CIA - The World Factbook --  ELECTRICITY - IMPORTS

Electricity - imports is the total imported electricity in kilowatt-hours.

| Rank | Country | (KWH) | Date of Information |
| 76 | Venezuela | 478,000,000 | 2013 est. |
| 77 | Costa Rica | 419,000,000 | 2012 est. |
| 78 | Montenegro | 410,000,000 | 2013 est. |
| 79 | Pakistan | 392,000,000 | 2013 est. |
| 80 | Tunisia | 384,000,000 | 2012 est. |
| 81 | Jordan | 381,000,000 | 2013 est. |
| 82 | Malaysia | 372,000,000 | 2013 est. |
| 83 | Mongolia | 366,000,000 | 2012 est. |
| 84 | Lebanon | 323,000,000 | 2012 est. |
| 85 | Lesotho | 255,000,000 | 2012 est. |
| 86 | Ecuador | 238,000,000 | 2012 est. |
| 87 | Belize | 234,000,000 | 2013 est. |
| 88 | Kyrgyzstan | 177,000,000 | 2012 est. |
| 89 | El Salvador | 163,000,000 | 2012 est. |
| 90 | Bhutan | 159,000,000 | 2014 est. |
| 91 | Azerbaijan | 141,000,000 | 2012 est. |
| 92 | Tajikistan | 114,000,000 | 2012 est. |
| 93 | Armenia | 98,000,000 | 2012 est. |
| 94 | Burundi | 95,000,000 | 2012 est. |
| 95 | Ukraine | 89,000,000 | 2012 est. |
| 96 | Rwanda | 80,000,000 | 2012 est. |
| 97 | Egypt | 77,000,000 | 2012 est. |
| 98 | Honduras | 76,000,000 | 2012 est. |
| 99 | Libya | 61,000,000 | 2012 est. |
| 100 | Tanzania | 61,000,000 | 2012 est. |
| 101 | Uganda | 59,000,000 | 2012 est. |
| 102 | Congo, Republic of the | 55,000,000 | 2012 est. |
| 103 | Cote d'Ivoire | 54,000,000 | 2012 est. |
| 104 | Kenya | 42,000,000 | 2012 est. |
| 105 | Bahrain | 35,000,000 | 2012 est. |
| 106 | Ghana | 27,000,000 | 2013 est. |
| 107 | Nicaragua | 22,320,000 | 2014 est. |
| 108 | Panama | 19,000,000 | 2012 est. |
| 109 | Zambia | 13,000,000 | 2012 est. |
| 110 | Colombia | 6,500,000 | 2012 est. |
| 111 | Gaza Strip | 193,000 | 2011 est. |
| 112 | Aruba | 0 | 2013 est. |
| 113 | Antigua and Barbuda | 0 | 2013 est. |
| 114 | United Arab Emirates | 0 | 2013 est. |
| 115 | Andorra | 0 | 2012 est. |
| 116 | Angola | 0 | 2013 est. |
| 117 | American Samoa | 0 | 2013 est. |
| 118 | Australia | 0 | 2013 est. |
| 119 | Barbados | 0 | 2013 est. |
| 120 | Bermuda | 0 | 2013 est. |
| 121 | Bahamas, The | 0 | 2013 est. |
| 122 | Bangladesh | 0 | 2013 est. |
| 123 | Bolivia | 0 | 2013 est. |
| 124 | Burma | 0 | 2013 est. |
| 125 | Solomon Islands | 0 | 2013 est. |
| 126 | Brunei | 0 | 2014 est. |
| 127 | Curacao | 0 | 2009 est. |
| 128 | Chad | 0 | 2013 est. |
| 129 | Sri Lanka | 0 | 2013 est. |
| 130 | Congo, Democratic Republic of the | 0 | 2012 est. |
| 131 | Chile | 0 | 2013 est. |
| 132 | Cayman Islands | 0 | 2013 est. |
| 133 | Cameroon | 0 | 2013 est. |
| 134 | Comoros | 0 | 2013 est. |
| 135 | Northern Mariana Islands | 0 | January 2009 est. |
| 136 | Central African Republic | 0 | 2013 est. |
| 137 | Cuba | 0 | 2013 est. |
| 138 | Cabo Verde | 0 | 2013 est. |
| 139 | Cook Islands | 0 | 2013 est. |
| 140 | Cyprus | 0 | 2013 est. |
| 141 | Djibouti | 0 | 2013 est. |
| 142 | Dominica | 0 | 2013 est. |
| 143 | Dominican Republic | 0 | 2014 est. |
| 144 | Equatorial Guinea | 0 | 2013 est. |
| 145 | Eritrea | 0 | 2013 est. |
| 146 | Ethiopia | 0 | 2013 est. |
| 147 | Fiji | 0 | 2013 est. |
| 148 | Falkland Islands (Islas Malvinas) | 0 | 2013 est. |
| 149 | Micronesia, Federated States of | 0 | 2013 est. |
| 150 | Faroe Islands | 0 | 2013 est. |
| 151 | French Polynesia | 0 | 2013 est. |
| 152 | Gambia, The | 0 | 2013 est. |
| 153 | Gabon | 0 | 2013 est. |
| 154 | Gibraltar | 0 | 2013 est. |
| 155 | Grenada | 0 | 2013 est. |
| 156 | Greenland | 0 | 2013 est. |
| 157 | Guam | 0 | 2013 est. |
| 158 | Guinea | 0 | 2013 est. |
| 159 | Guyana | 0 | 2013 est. |
| 160 | Haiti | 0 | 2013 est. |
| 161 | Iceland | 0 | 2013 est. |
| 162 | Indonesia | 0 | 2013 est. |
| 163 | Israel | 0 | 2013 est. |
| 164 | Japan | 0 | 2014 est. |
| 165 | Jamaica | 0 | 2013 est. |
| 166 | Korea, North | 0 | 2013 est. |
| 167 | Kiribati | 0 | 2013 est. |
| 168 | Korea, South | 0 | 2014 est. |
| 169 | Kuwait | 0 | 2013 est. |
| 170 | Liberia | 0 | 2013 est. |
| 171 | Madagascar | 0 | 2013 est. |
| 172 | Montserrat | 0 | 2013 est. |
| 173 | Malawi | 0 | 2013 est. |
| 174 | Mali | 0 | 2013 est. |
| 175 | Mauritius | 0 | 2013 est. |
| 176 | Mauritania | 0 | 2013 est. |
| 177 | Malta | 0 | 2013 est. |
| 178 | Oman | 0 | 2013 est. |
| 179 | Maldives | 0 | 2013 est. |
| 180 | New Caledonia | 0 | 2013 est. |
| 181 | Niue | 0 | 2013 est. |
| 182 | Vanuatu | 0 | 2013 est. |
| 183 | Nigeria | 0 | 2013 est. |
| 184 | Nauru | 0 | 2013 est. |
| 185 | Suriname | 0 | 2013 est. |
| 186 | New Zealand | 0 | 2013 est. |
| 187 | South Sudan | 0 | 2013 est. |
| 188 | Paraguay | 0 | 2013 est. |
| 189 | Peru | 0 | 2013 est. |
| 190 | Papua New Guinea | 0 | 2013 est. |
| 191 | Guinea-Bissau | 0 | 2013 est. |
| 192 | Qatar | 0 | 2013 est. |
| 193 | Philippines | 0 | 2013 est. |
| 194 | Puerto Rico | 0 | 2013 est. |
| 195 | Saudi Arabia | 0 | 2013 est. |
| 196 | Saint Pierre and Miquelon | 0 | 2013 est. |
| 197 | Saint Kitts and Nevis | 0 | 2013 est. |
| 198 | Seychelles | 0 | 2013 est. |
| 199 | Senegal | 0 | 2013 est. |
| 200 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2013 est. |
| 201 | Sierra Leone | 0 | 2013 est. |
| 202 | Singapore | 0 | 2014 est. |
| 203 | Somalia | 0 | 2013 est. |
| 204 | Saint Lucia | 0 | 2013 est. |
| 205 | Sudan | 0 | 2013 est. |
| 206 | Trinidad and Tobago | 0 | 2013 est. |
| 207 | Turks and Caicos Islands | 0 | 2013 est. |
| 208 | Tonga | 0 | 2013 est. |
| 209 | Sao Tome and Principe | 0 | 2013 est. |
| 210 | Timor-Leste | 0 | 2012 est. |
| 211 | Tuvalu | 0 | 2014 |
| 212 | Taiwan | 0 | 2015 est. |
| 213 | Turkmenistan | 0 | 2013 est. |
| 214 | Saint Vincent and the Grenadines | 0 | 2013 est. |
| 215 | British Virgin Islands | 0 | 2013 est. |
| 216 | Virgin Islands | 0 | 2013 est. |
| 217 | Western Sahara | 0 | 2013 est. |
| 218 | Samoa | 0 | 2013 est. |
| 219 | Yemen | 0 | 2013 est. |


