CIA - The World Factbook --  Electricity - imports   

This entry is the total imported electricity in kilowatt-hours.

| Rank | country | (kWh) | Date of Information |
| 172 | Comoros | 0 | 2010 est. |
| 173 | Northern Mariana Islands | 0 | January 2009 est. |
| 174 | Central African Republic | 0 | 2010 est. |
| 175 | Cuba | 0 | 2010 est. |
| 176 | Cape Verde | 0 | 2010 est. |
| 177 | Cook Islands | 0 | 2010 est. |
| 178 | Cyprus | 0 | 2010 est. |
| 179 | Djibouti | 0 | 2010 est. |
| 180 | Dominica | 0 | 2010 est. |
| 181 | Dominican Republic | 0 | 2010 est. |
| 182 | Equatorial Guinea | 0 | 2010 est. |
| 183 | Eritrea | 0 | 2010 est. |
| 184 | Ethiopia | 0 | 2010 est. |
| 185 | Fiji | 0 | 2010 est. |
| 186 | Falkland Islands (Islas Malvinas) | 0 | 2010 est. |
| 187 | Micronesia, Federated States of | 0 | 2002 |
| 188 | Faroe Islands | 0 | 2010 est. |
| 189 | French Polynesia | 0 | 2010 est. |
| 190 | Gambia, The | 0 | 2010 est. |
| 191 | Gabon | 0 | 2010 est. |
| 192 | Gibraltar | 0 | 2010 est. |
| 193 | Grenada | 0 | 2010 est. |
| 194 | Greenland | 0 | 2010 est. |
| 195 | Guam | 0 | 2010 est. |
| 196 | Guinea | 0 | 2010 est. |
| 197 | Guyana | 0 | 2010 est. |
| 198 | Haiti | 0 | 2010 est. |
| 199 | Iceland | 0 | 2010 est. |
| 200 | Indonesia | 0 | 2010 est. |
| 201 | Israel | 0 | 2010 est. |
| 202 | Cote d'Ivoire | 0 | 2009 est. |
| 203 | Japan | 0 | 2011 est. |
| 204 | Jamaica | 0 | 2010 est. |
| 205 | Korea, North | 0 | 2010 est. |
| 206 | Kiribati | 0 | 2010 est. |
| 207 | Korea, South | 0 | 2011 |
| 208 | Kuwait | 0 | 2010 est. |
| 209 | Liberia | 0 | 2010 est. |
| 210 | Madagascar | 0 | 2010 est. |
| 211 | Montserrat | 0 | 2010 est. |
| 212 | Malawi | 0 | 2010 est. |
| 213 | Mali | 0 | 2010 est. |
| 214 | Mauritius | 0 | 2010 est. |
| 215 | Mauritania | 0 | 2010 est. |
