CIA - The World Factbook -- Field Listing - Merchant marine

| Country | Merchant marine |
| **Jersey** | none (2002 est.) |
| **Jordan** | *total:* 9 ships (1,000 GRT or over) 63,522 GRT/79,776 DWT |
| | *ships by type:* cargo 3, container 1, refrigerated cargo 1, roll on/roll off 3, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 6 (2002 est.) |
| **Kazakhstan** | *total:* 1 ships (1,000 GRT or over) 1,064 GRT/646 DWT |
| | *ships by type:* roll on/roll off 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: US 1 (2002 est.) |
| **Kenya** | *total:* 2 ships (1,000 GRT or over) 4,893 GRT/6,320 DWT |
| | *ships by type:* petroleum tanker 1, roll on/roll off 1 (2002 est.) |
| **Kiribati** | *total:* 1 ship (1,000 GRT or over) 1,291 GRT/1,295 DWT |
| | *ships by type:* passenger/cargo 1 (2002 est.) |
| **Korea, North** | *total:* 149 ships (1,000 GRT or over) 881,276 GRT/1,309,547 DWT |
| | *ships by type:* bulk 8, cargo 120, combination bulk 2, container 1, multi-functional large-load carrier 1, passenger 2, passenger/cargo 1, petroleum tanker 8, refrigerated cargo 4, short-sea passenger 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 1, Greece 2, Pakistan 1, Singapore 1 (2002 est.) |
| **Korea, South** | *total:* 541 ships (1,000 GRT or over) 6,490,521 GRT/10,602,751 DWT |
| | *ships by type:* bulk 114, cargo 174, chemical tanker 63, combination bulk 9, container 52, liquefied gas 17, passenger 3, petroleum tanker 69, refrigerated cargo 21, roll on/roll off 6, short-sea passenger 2, specialized tanker 6, vehicle carrier 5 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 1, Bulgaria 1, China 1, Greece 1, Japan 1, Malaysia 1, Norway 1, Panama 1, Saint Vincent and the Grenadines 1, UK 1 (2002 est.) |
| **Kuwait** | *total:* 39 ships (1,000 GRT or over) 2,273,628 GRT/3,638,645 DWT |
| | *ships by type:* bulk 1, cargo 1, container 6, liquefied gas 6, livestock carrier 5, petroleum tanker 19, roll on/roll off 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Monaco 1, Saudi Arabia 1 (2002 est.) |
| **Laos** | *total:* 1 ships (1,000 GRT or over) 2,370 GRT/3,110 DWT |
| | *ships by type:* cargo 1 (2002 est.) |
| **Latvia** | *total:* 8 ships (1,000 GRT or over) 52,607 GRT/35,650 DWT |
| | *ships by type:* cargo 2, petroleum tanker 1, refrigerated cargo 3, roll on/roll off 1, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 3 (2002 est.) |
| **Lebanon** | *total:* 56 ships (1,000 GRT or over) 230,142 GRT/306,442 DWT |
| | *ships by type:* bulk 5, cargo 28, chemical tanker 1, combination bulk 1, container 4, liquefied gas 1, livestock carrier 9, roll on/roll off 4, vehicle carrier 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: France 1, Greece 10, Netherlands 4, Panama 1, Saint Vincent and the Grenadines 2, Spain 1, Syria 2 (2002 est.) |
| **Liberia** | *total:* 1,432 ships (1,000 GRT or over) 48,700,851 GRT/75,408,994 DWT |
| | *ships by type:* barge carrier 3, bulk 282, cargo 80, chemical tanker 163, combination bulk 12, combination ore/oil 24, container 357, liquefied gas 82, multi-functional large-load carrier 4, passenger 6, petroleum tanker 286, refrigerated cargo 60, roll on/roll off 19, short-sea passenger 4, specialized tanker 13, vehicle carrier 37 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Argentina 9, Australia 2, Austria 15, Belgium 9, Brazil 5, Canada 4, Cayman Islands 1, Chile 7, China 39, Croatia 11, Denmark 4, Ecuador 1, Estonia 1, Germany 437, Greece 154, Hong Kong 69, India 5, Indonesia 1, Israel 1, Italy 5, Japan 90, Latvia 20, Isle of Man 5, Monaco 56, Netherlands 12, NZ 1, Nigeria 1, Norway 103, Pakistan 1, Portugal 5, Russia 66, Saudi Arabia 21, Singapore 20, Slovenia 1, South Africa 1, South Korea 10, Spain 2, Sweden 9, Switzerland 17, Taiwan 29, Turkey 3, Ukraine 4, UAE 12, UK 39, US 113, Uruguay 3, Vietnam 1 (2002 est.) |
| **Libya** | *total:* 21 ships (1,000 GRT or over) 130,081 GRT/115,480 DWT |
| | *ships by type:* cargo 9, liquefied gas 3, petroleum tanker 1, roll on/roll off 4, short-sea passenger 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Algeria 1, Kuwait 1, UAE 1 (2002 est.) |
| **Lithuania** | *total:* 51 ships (1,000 GRT or over) 303,910 GRT/328,380 DWT |
| | *ships by type:* cargo 23, combination bulk 8, petroleum tanker 2, refrigerated cargo 11, roll on/roll off 3, short-sea passenger 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 13 (2002 est.) |
| **Luxembourg** | *total:* 60 ships (1,000 GRT or over) 1,507,258 GRT/2,118,597 DWT |
| | *ships by type:* bulk 2, chemical tanker 12, container 8, liquefied gas 18, passenger 2, petroleum tanker 10, roll on/roll off 8 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 21, Finland 3, France 8, Germany 10, Monaco 1, Netherlands 3, Norway 1, United Kingdom 9, United States 3 (2002 est.) |
| **Macau** | none (2002 est.) |
| **Madagascar** | *total:* 11 ships (1,000 GRT or over) 14,865 GRT/17,936 DWT |
| | *ships by type:* cargo 8, chemical tanker 1, roll on/roll off 2 (2002 est.) |
| **Malaysia** | *total:* 366 ships (1,000 GRT or over) 5,111,476 GRT/7,242,323 DWT |
| | *ships by type:* bulk 62, cargo 103, chemical tanker 37, container 69, liquefied gas 23, livestock carrier 1, passenger 2, petroleum tanker 55, roll on/roll off 5, specialized tanker 1, vehicle carrier 8 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 1, China 1, Germany 2, Hong Kong 15, Indonesia 3, Japan 4, Monaco 1, Philippines 2, Singapore 78, South Korea 2, Vietnam 1 (2002 est.) |
| **Maldives** | *total:* 15 ships (1,000 GRT or over) 42,689 GRT/56,132 DWT |
| | *ships by type:* cargo 13, petroleum tanker 1, short-sea passenger 1 (2002 est.) |
| **Malta** | *total:* 1,234 ships (1,000 GRT or over) 25,885,128 GRT/42,467,864 DWT |
| | *ships by type:* bulk 459, cargo 280, chemical tanker 45, combination bulk 10, combination ore/oil 10, container 80, liquefied gas 3, livestock carrier 3, multi-functional large-load carrier 1, passenger 6, passenger/cargo 1, petroleum tanker 236, refrigerated cargo 37, roll on/roll off 41, short-sea passenger 7, vehicle carrier 15 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 4, Austria 6, Bangladesh 1, Belgium 3, Bulgaria 19, Canada 2, China 16, Croatia 14, Cuba 1, Cyprus 7, Denmark 3, Estonia 5, Finland 1, Germany 54, Greece 627, Hong Kong 12, Iceland 3, India 10, Iran 2, Israel 26, Italy 36, Japan 2, Latvia 24, Lebanon 6, Monaco 29, Netherlands 10, Nigeria 2, Norway 43, Poland 29, Portugal 2, Romania 15, Russia 85, Saudi Arabia 1, Slovenia 2, South Korea 5, Spain 1, Switzerland 54, Syria 4, Turkey 84, Ukraine 25, UAE 3, UK 4, US 10 (2002 est.) |
| **Man, Isle of** | *total:* 211 ships (1,000 GRT or over) 5,297,301 GRT/8,703,079 DWT |
| | *ships by type:* bulk 26, cargo 32, chemical tanker 20, combination bulk 2, container 22, liquefied gas 38, petroleum tanker 49, roll on/roll off 16, specialized tanker 1, vehicle carrier 5 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 45, France 1, Germany 48, Greece 6, Hong Kong 10, Iceland 1, Italy 8, Monaco 7, Netherlands 3, Norway 5, Sweden 4, Switzerland 2, UK 70, US 1 (2002 est.) |
| **Marshall Islands** | *total:* 342 ships (1,000 GRT or over) 14,471,690 GRT/23,802,896 DWT |
| | *ships by type:* bulk 86, cargo 18, chemical tanker 31, combination bulk 4, combination ore/oil 7, container 69, liquefied gas 8, multi-functional large-load carrier 1, passenger 6, petroleum tanker 106, roll on/roll off 1, short-sea passenger 1, vehicle carrier 4 |
| | *note:* the ship's register of the Marshall Islands is a flag of convenience register since essentially none of the vessels on it is owned domestically; includes the following foreign-owned ships registered here as a flag of convenience: China 1, Cyprus 1, Denmark 9, Germany 70, Greece 54, Hong Kong 2, Japan 4, Monaco 8, Netherlands 8, UK 3, US 87, Uruguay 1 (2002 est.) |
| **Martinique** | none (2002 est.) |
| **Mauritania** | none (2002) |
| **Mauritius** | *total:* 8 ships (1,000 GRT or over) 23,455 GRT/27,102 DWT |
| | *ships by type:* cargo 1, combination bulk 4, passenger/cargo 1, refrigerated cargo 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience:, Belgium 1, India 3, Norway 1, Switzerland 2 (2002 est.) |
| **Mayotte** | none (2002 est.) |
| **Mexico** | *total:* 47 ships (1,000 GRT or over) 636,271 GRT/933,686 DWT |
| | *ships by type:* bulk 1, cargo 1, chemical tanker 4, combination ore/oil 1, liquefied gas 3, petroleum tanker 26, roll on/roll off 8, short-sea passenger 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Canada 2, Denmark 1 (2002 est.) |
| **Micronesia, Federated States of** | none |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: US 1 (2002 est.) |
| **Monaco** | none (2002 est.) |
| **Montserrat** | none (2002 est.) |
| **Morocco** | *total:* 39 ships (1,000 GRT or over) 247,591 GRT/268,356 DWT |
| | *ships by type:* cargo 8, chemical tanker 7, container 6, petroleum tanker 2, refrigerated cargo 7, roll on/roll off 7, short-sea passenger 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 1, Hong Kong 1, Netherlands 2, Norway 2 (2002 est.) |
| **Mozambique** | *total:* 3 ships (1,000 GRT or over) 4,125 GRT/7,024 DWT |
| | *ships by type:* cargo 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 2 (2002 est.) |
| **Namibia** | none (2002 est.) |
| **Nauru** | none (2002 est.) |
| **Netherlands** | *total:* 616 ships (1,000 GRT or over) 4,664,711 GRT/5,226,912 DWT |
| | *ships by type:* bulk 3, cargo 371, chemical tanker 51, container 70, liquefied gas 13, livestock carrier 1, multi-functional large-load carrier 15, passenger 10, petroleum tanker 24, refrigerated cargo 34, roll on/roll off 16, short-sea passenger 2, specialized tanker 6 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 1, Canada 1, Denmark 5, Finland 5, Germany 55, Ireland 12, Norway 12, Sweden 17, UK 33, US 12 (2002 est.) |
| **Netherlands Antilles** | *total:* 147 ships (1,000 GRT or over) 1,122,189 GRT/1,398,649 DWT |
| | *ships by type:* bulk 2, cargo 56, chemical tanker 1, combination bulk 1, combination ore/oil 3, container 27, liquefied gas 5, multi-functional large-load carrier 15, passenger 1, refrigerated cargo 27, roll on/roll off 8, specialized tanker 1 |
| | *note:* includes foreign-owned ships registered here as a flag of convenience: Belgium 3, Denmark 2, Germany 43, Monaco 8, Netherlands 52, New Zealand 1, Norway 3, Peru 1, Spain 1, Sweden 3, UK 5 (2002 est.) |
| **New Caledonia** | *total:* 1 ships (1,000 GRT or over) 1,261 GRT/1,600 DWT |
| | *ships by type:* cargo 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Malaysia 1 (2002 est.) |
| **New Zealand** | *total:* 9 ships (1,000 GRT or over) 69,685 GRT/106,627 DWT |
| | *ships by type:* bulk 3, cargo 2, container 1, petroleum tanker 2, roll on/roll off 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Australia 1 (2002 est.) |
| **Nicaragua** | none (2002 est.) |
| **Nigeria** | *total:* 44 ships (1,000 GRT or over) 327,689 GRT/607,560 DWT |
| | *ships by type:* bulk 1, cargo 7, chemical tanker 5, petroleum tanker 29, roll on/roll off 1, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Bulgaria 1, Greece 1, Norway 1, Pakistan 1, Togo 1, US 1 (2002 est.) |
| **Niue** | none (2002 est.) |
| **Norfolk Island** | none (2002 est.) |
| **Northern Mariana Islands** | none (2002 est.) |
| **Norway** | *total:* 714 ships (1,000 GRT or over) 20,247,207 GRT/30,860,236 DWT |
| | *ships by type:* bulk 68, cargo 136, chemical tanker 125, combination bulk 5, combination ore/oil 32, container 19, liquefied gas 86, multi-function large load carrier 1, passenger 6, petroleum tanker 127, refrigerated cargo 6, roll on/roll off 44, short-sea passenger 20, specialized tanker 5, vehicle carrier 34 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 1, Denmark 14, Germany 11, Greece 10, Hong Kong 7, Iceland 2, Japan 11, Lithuania 1, Monaco 42, Poland 1, Saudi Arabia 3, Singapore 10, Sweden 42, Switzerland 2, UK 4, US 5 (2002 est.) |
| **Oman** | *total:* 3 ships (1,000 GRT or over) 17,291 GRT/9,457 DWT |
| | *ships by type:* container 1, passenger 2 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Singapore 1 (2002 est.) |
| **Pakistan** | *total:* 18 ships (1,000 GRT or over) 247,675 GRT/375,435 DWT |
| | *ships by type:* cargo 14, container 3, petroleum tanker 1 (2002 est.) |
| **Palau** | none (2002 est.) |
| **Panama** | *total:* 4,860 ships (1,000 GRT or over) 122,543,755 GRT/184,910,607 DWT |
| | *ships by type:* barge carrier 5, bulk 1,443, cargo 846, chemical tanker 376, combination bulk 72, combination ore/oil 17, container 588, liquefied gas 207, livestock carrier 6, multi-functional large-load carrier 12, passenger 38, passenger/cargo 3, petroleum tanker 537, railcar carrier 2, refrigerated cargo 287, roll on/roll off 107, short-sea passenger 41, specialized tanker 33, vehicle carrier 240 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Albania 2, Angola 1, Antigua and Barbuda 1, Argentina 11, Australia 13, Austria 2, The Bahamas 5, Belgium 2, Belize 6, Brazil 6, British Virgin Islands 8, Cambodia 1, Canada 9, Chile 12, China 259, Colombia 14, Croatia 2, Cuba 20, Cyprus 3, Denmark 3, Dominican Republic 1, Ecuador 3, Egypt 16, Equatorial Guinea 1, France 9, Germany 72, Greece 523, Haiti 1, Honduras 3, Hong Kong 299, Iceland 1, India 18, Indonesia 48, Ireland 1, Israel 5, Italy 9, Japan 1,642, Kenya 1, Kuwait 2, Latvia 8, Liberia 5, Lithuania 1, Malaysia 18, Malta 2, Marshall Islands 1, Mexico 8, Monaco 112, Netherlands 19, Netherlands Antilles 1, Nigeria 3, Norway 98, Paraguay 1, Peru 15, Philippines 49, Poland 5, Portugal 7, Puerto Rico 2, Romania 7, Russia 12, Saint Kitts and Nevis 1, Saint Vincent and the Grenadines 5, Saudi Arabia 4, Seychelles 1, Singapore 112, South Africa 3, South Korea 342, Spain 52, Sri Lanka 3, Sudan 1, Sweden 2, Switzerland 81, Taiwan 334, Thailand 14, Trinidad and Tobago 1, Tunisia 1, Turkey 4, Ukraine 1, UAE 54, UK 73, US 115, Venezuela 6 (2002 est.) |
| **Papua New Guinea** | *total:* 23 ships (1,000 GRT or over) 45,203 GRT/63,238 DWT |
| | *ships by type:* bulk 1, cargo 12, chemical tanker 1, combination ore/oil 2, container 1, petroleum tanker 3, roll on/roll off 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Singapore 2, UK 7 (2002 est.) |
| **Paraguay** | *total:* 21 ships (1,000 GRT or over) 32,475 GRT/36,101 DWT |
| | *ships by type:* cargo 14, chemical tanker 1, petroleum tanker 3, roll on/roll off 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Argentina 2, Japan 1 (2002 est.) |
| **Peru** | *total:* 5 ships (1,000 GRT or over) 29,470 GRT/45,451 DWT |
| | *ships by type:* cargo 4, petroleum tanker 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: US 1 (2002 est.) |
| **Philippines** | *total:* 393 ships (1,000 GRT or over) 4,664,718 GRT/6,699,666 DWT |
| | *ships by type:* bulk 111, cargo 105, chemical tanker 4, combination bulk 8, container 8, liquefied gas 8, livestock carrier 9, passenger 5, passenger/cargo 9, petroleum tanker 42, refrigerated cargo 21, roll on/roll off 16, short-sea passenger 27, specialized tanker 2, vehicle carrier 18 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 2, Canada 1, Germany 3, Greece 8, Hong Kong 13, Japan 47, Malaysia 19, Netherlands 14, Norway 8, Panama 3, Singapore 12, South Korea 1, Taiwan 2, UK 7 (2002 est.) |
| **Pitcairn Islands** | none (2002 est.) |
| **Poland** | *total:* 14 ships (1,000 GRT or over) 199,186 GRT/275,476 DWT |
| | *ships by type:* bulk 9, cargo 2, chemical tanker 1, roll on/roll off 1, short-sea passenger 1 (2002 est.) |
| **Portugal** | *total:* 132 ships (1,000 GRT or over) 993,325 GRT/1,533,255 DWT |
| | *ships by type:* bulk 11, cargo 62, chemical tanker 18, container 7, liquefied gas 8, multi-functional large-load carrier 1, passenger 4, petroleum tanker 10, refrigerated cargo 1, roll on/roll off 5, short-sea passenger 3, vehicle carrier 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 1, British Virgin Islands 1, Cyprus 1, Denmark 6, Germany 20, Greece 1, Iceland 1, Italy 16, Lebanon 1, Liberia 1, Monaco 2, Norway 5, Panama 5, Spain 22, Switzerland 8, UK 1, Virgin Islands (UK) 1 (2002 est.) |
| **Puerto Rico** | *total:* 1 ship (1,000 GRT or over) 19,203 GRT/20,904 DWT |
| | *ships by type:* container 1 (2002 est.) |
| **Qatar** | *total:* 23 ships (1,000 GRT or over) 638,815 GRT/995,096 DWT |
| | *ships by type:* cargo 6, chemical tanker 2, combination ore/oil 2, container 7, petroleum tanker 5, roll on/roll off 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Kuwait 1, UAE 3 (2002 est.) |
| **Romania** | *total:* 61 ships (1,000 GRT or over) 494,670 GRT/650,863 DWT |
| | *ships by type:* bulk 9, cargo 39, container 1, passenger 1, passenger/cargo 1, petroleum tanker 4, railcar carrier 2, roll on/roll off 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 1, Italy 5 (2002 est.) |
| **Russia** | *total:* 933 ships (1,000 GRT or over) 4,495,122 GRT/5,490,103 DWT |
| | *ships by type:* barge carrier 1, bulk 22, cargo 553, chemical tanker 12, combination bulk 21, combination ore/oil 36, container 30, multi-functional large-load carrier 1, passenger 38, passenger/cargo 3, petroleum tanker 167, refrigerated cargo 21, roll on/roll off 20, short-sea passenger 7, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belize 1, Cambodia 1, Cyprus 9, Denmark 1, Estonia 4, Greece 3, Honduras 1, Latvia 4, Lithuania 3, Moldova 3, Netherlands 1, South Korea 1, Turkey 18, Turkmenistan 2, Ukraine 10, UK 5, US 1 (2002 est.) |
| **Saint Helena** | none (2002 est.) |
| **Saint Kitts and Nevis** | none (2002 est.) |
| **Saint Lucia** | none (2002 est.) |
| **Saint Pierre and Miquelon** | none (2002 est.) |
| **Saint Vincent and the Grenadines** | *total:* 769 ships (1,000 GRT or over) 6,365,887 GRT/9,665,937 DWT |
| | *ships by type:* bulk 133, cargo 376, chemical tanker 21, combination bulk 7, container 58, liquefied gas 8, livestock carrier 4, multi-functional large-load carrier 2, passenger 5, petroleum tanker 43, refrigerated cargo 46, roll on/roll off 45, short-sea passenger 10, specialized tanker 10, vehicle carrier 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Albania 1, Anguilla 1, Argentina 1, Australia 2, The Bahamas 1, Bangladesh 1, Barbados 2, Belgium 4, Bulgaria 14, Canada 1, Cayman Islands 1, China 135, Colombia 1, Croatia 12, Cyprus 6, Denmark 16, Egypt 7, Estonia 6, France 27, Germany 12, Greece 156, Guyana 7, Hong Kong 23, Iceland 1, India 11, Indonesia 3, Israel 2, Italy 19, Japan 1, Kenya 4, Latvia 5, Lebanon 9, Liberia 5, Lithuania 1, Malta 1, Man, Isle of 1, Marshall Islands 3, Mexico 1, Monaco 6, Netherlands 14, Netherlands Antilles 1, Nigeria 3, Norway 33, Pakistan 5, Panama 2, Poland 2, Portugal 2, Puerto Rico 2, Russia 8, Saint Kitts and Nevis 1, Saudi Arabia 3, Singapore 4, Slovenia 7, South Korea 4, Spain 1, Sweden 6, Switzerland 10, Syria 2, Taiwan 1, Thailand 1, Trinidad and Tobago 1, Tunisia 1, Turkey 15, Ukraine 8, UAE 45, UK 16, US 25, Vietnam 1 (2002 est.) |
| **Samoa** | *total:* 1 ship (1,000 GRT or over) 7,091 GRT/8,127 DWT |
| | *ships by type:* cargo 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Germany 1 (2002 est.) |
| **Sao Tome and Principe** | *total:* 24 ships (1,000 GRT or over) 78,595 GRT/99,873 DWT |
| | *ships by type:* bulk 2, cargo 15, chemical tanker 1, livestock carrier 1, petroleum tanker 2, refrigerated cargo 1, roll on/roll off 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Egypt 1, Greece 1, Kenya 1, Portugal 1, Syria 1, Turkey 1 (2002 est.) |
| **Saudi Arabia** | *total:* 71 ships (1,000 GRT or over) 1,461,964 GRT/2,301,258 DWT |
| | *ships by type:* cargo 9, chemical tanker 11, container 4, livestock carrier 2, passenger 1, petroleum tanker 23, refrigerated cargo 4, roll on/roll off 9, short-sea passenger 8 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Egypt 3, Finland 1, Greece 3, Kuwait 1, Sudan 1, UAE 1, UK 3 (2002 est.) |
| **Seychelles** | *total:* 5 ships (1,000 GRT or over) 37,281 GRT/55,702 DWT |
| | *ships by type:* cargo 3, chemical tanker 1, container 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: South Africa 2 (2002 est.) |
| **Sierra Leone** | *total:* 2 ships (1,000 GRT or over) 7,435 GRT/8,750 DWT |
| | *ships by type:* cargo 2 |
| **Singapore** | *total:* 859 ships (1,000 GRT or over) 20,836,021 GRT/32,765,063 DWT |
| | *ships by type:* bulk 125, cargo 85, chemical tanker 87, combination bulk 6, combination ore/oil 8, container 176, liquefied gas 38, livestock carrier 3, multi-functional large-load carrier 2, petroleum tanker 277, refrigerated cargo 4, roll on/roll off 4, short-sea passenger 1, specialized tanker 12, vehicle carrier 31 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 7, Belgium 6, China 12, Denmark 27, Germany 17, Greece 4, Hong Kong 44, Indonesia 8, Japan 52, Malaysia 4, Monaco 22, Netherlands 2, Norway 42, Philippines 6, Russia 3, Slovenia 1, South Korea 10, Sweden 13, Switzerland 7, Taiwan 46, Tanzania 2, Thailand 22, UAE 4, UK 14, US 1 (2002 est.) |
| **Slovakia** | *total:* 2 ships (1,000 GRT or over) 11,574 GRT/16,330 DWT |
| | *ships by type:* bulk 1, cargo 1 (2002 est.) |
| **Solomon Islands** | none (2002 est.) |
| **Somalia** | none (2002 est.) |
| **South Africa** | *total:* 3 ships (1,000 GRT or over) 30,235 GRT/35,904 DWT |
| | *ships by type:* container 1, petroleum tanker 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 3, Netherlands 1 (2002 est.) |
| **Spain** | *total:* 140 ships (1,000 GRT or over) 1,585,563 GRT/2,022,104 DWT |
| | *ships by type:* bulk 9, cargo 31, chemical tanker 10, container 13, liquefied gas 5, livestock carrier 1, passenger 1, petroleum tanker 22, refrigerated cargo 5, roll on/roll off 33, short-sea passenger 6, vehicle carrier 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Croatia 1, Cuba 2, Denmark 1, Germany 7, Italy 1, Netherlands 1, Norway 6, Uruguay 3 (2002 est.) |
| **Sri Lanka** | *total:* 15 ships (1,000 GRT or over) 62,157 GRT/84,898 DWT |
| | *ships by type:* cargo 13, container 1, petroleum tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 9, Hong Kong 1, UAE 1 (2002 est.) |
| **Sudan** | *total:* 4 ships (1,000 GRT or over) 29,854 GRT/39,084 DWT |
| | *ships by type:* cargo 1, livestock carrier 1, roll on/roll off 2 (2002 est.) |
| **Suriname** | *total:* 2 ships (1,000 GRT or over) 2,421 GRT/2,990 DWT |
| | *ships by type:* cargo 1, container 1 (2002 est.) |
| **Svalbard** | none (2002 est.) |
| **Sweden** | *total:* 166 ships (1,000 GRT or over) 2,329,925 GRT/1,609,986 DWT |
| | *ships by type:* bulk 5, cargo 35, chemical tanker 31, combination ore/oil 1, petroleum tanker 25, roll on/roll off 35, short-sea passenger 8, specialized tanker 5, vehicle carrier 21 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 8, Finland 8, Germany 3, Italy 3, Japan 2, Norway 7 (2002 est.) |
| **Switzerland** | *total:* 29 ships (1,000 GRT or over) 597,049 GRT/1,051,380 DWT |
| | *ships by type:* bulk 16, cargo 6, chemical tanker 2, container 2, passenger 1, petroleum tanker 1, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: UK 6, US 1 (2002 est.) |
| **Syria** | *total:* 129 ships (1,000 GRT or over) 450,135 GRT/645,296 DWT |
| | *ships by type:* bulk 13, cargo 109, container 2, livestock carrier 3, refrigerated cargo 1, roll on/roll off 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Egypt 1, Greece 2, Italy 1, Lebanon 10 (2002 est.) |
| **Taiwan** | *total:* 142 ships (1,000 GRT or over) 3,973,958 GRT/6,306,361 DWT |
| | *ships by type:* bulk 41, cargo 22, chemical tanker 2, combination bulk 3, container 45, petroleum tanker 18, refrigerated cargo 9, roll on/roll off 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Hong Kong 3, Japan 1 (2002 est.) |
| **Tanzania** | *total:* 10 ships (1,000 GRT or over) 30,781 GRT/33,805 DWT |
| | *ships by type:* cargo 2, passenger/cargo 2, petroleum tanker 3, roll on/roll off 1, short-sea passenger 2 (2002 est.) |
| **Thailand** | *total:* 317 ships (1,000 GRT or over) 1,744,103 GRT/2,657,666 DWT |
| | *ships by type:* bulk 33, cargo 136, chemical tanker 5, combination bulk 1, combination ore/oil 1, container 17, liquefied gas 21, multi-functional large-load carrier 2, passenger 1, petroleum tanker 74, refrigerated cargo 17, roll on/roll off 2, short-sea passenger 2, specialized tanker 4, vehicle carrier 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 1, Greece 1, Indonesia 1, Japan 1, Norway 24, Panama 1, Singapore 1 (2002 est.) |
| **Togo** | *total:* 2 ships (1,000 GRT or over) 3,918 GRT/3,852 DWT |
| | *ships by type:* cargo 1, specialized tanker 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Greece 1 (2002 est.) |
| **Tokelau** | none (2002 est.) |
| **Tonga** | *total:* 78 ships (1,000 GRT or over) 250,020 GRT/350,055 DWT |
| | *ships by type:* bulk 6, cargo 44, chemical tanker 4, container 1, liquefied gas 5, livestock carrier 2, petroleum tanker 9, refrigerated cargo 1, roll on/roll off 4, specialized tanker 1, vehicle carrier 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Albania 1, Australia 4, Austria 1, Bolivia 1, Cyprus 1, Djibouti 1, Egypt 2, Greece 4, Lebanon 2, Liberia 2, Marshall Islands 2, Morocco 1, Norway 1, Panama 1, Romania 3, Russia 1, Sao Tome and Principe 1, Saudi Arabia 2, Singapore 1, Sweden 1, Switzerland 3, Syria 5, Ukraine 1, UAE 16, US 4 (2002 est.) |
| **Trinidad and Tobago** | *total:* 5 ships (1,000 GRT or over) 7,032 GRT/5,106 DWT |
