CIA - The World Factbook -- Field Listing - Merchant marine

| Country | Merchant marine |
| | *by type:* bulk carrier 11, cargo 61, chemical tanker 5, container 1, liquefied gas 1, livestock carrier 1, passenger 5, passenger/cargo 9, petroleum tanker 29, refrigerated cargo 8, roll on/roll off 4, specialized tanker 1 |
| | *foreign-owned:* 43 (Canada 1, China 3, Egypt 4, Greece 3, Hong Kong 2, Israel 1, Japan 4, South Korea 6, Lebanon 1, Mexico 1, Qatar 1, Singapore 11, Taiwan 2, Tanzania 1, US 1, Vietnam 1) (2006) |
| **Hong Kong** | *total:* 924 ships (1000 GRT or over) 30,838,025 GRT/51,957,682 DWT |
| | *by type:* barge carrier 2, bulk carrier 495, cargo 121, chemical tanker 44, container 133, liquefied gas 22, passenger 6, passenger/cargo 7, petroleum tanker 76, roll on/roll off 3, specialized tanker 7, vehicle carrier 8 |
| | *foreign-owned:* 562 (Australia 1, Belgium 3, Canada 28, China 274, Denmark 6, Germany 6, Greece 27, Indonesia 4, Japan 67, South Korea 6, Norway 26, Philippines 16, Portugal 1, Singapore 24, Syria 1, Taiwan 6, UAE 2, UK 43, US 21) |
| | *registered in other countries:* 417 (Bahamas 8, Belize 8, Bermuda 10, Cambodia 15, China 7, Cyprus 1, France 1, French Southern and Antarctic Lands 2, Greece 1, Honduras 2, India 1, Liberia 37, Malaysia 14, Malta 2, Marshall Islands 7, Norway 55, Panama 169, Philippines 3, Saint Vincent and the Grenadines 6, Singapore 50, Taiwan 3, Tuvalu 8, unknown 7) (2006) |
| **Iceland** | *total:* 1 ship (1000 GRT or over) 3,354 GRT/480 DWT |
| | *by type:* passenger/cargo 1 |
| | *registered in other countries:* 34 (Antigua and Barbuda 8, Bahamas 1, Belize 2, Faroe Islands 4, Gibraltar 1, Malta 4, Norway 4, Saint Vincent and the Grenadines 10) (2006) |
| **India** | *total:* 316 ships (1000 GRT or over) 7,772,313 GRT/13,310,858 DWT |
| | *by type:* bulk carrier 96, cargo 72, chemical tanker 13, container 8, liquefied gas 17, passenger 3, passenger/cargo 10, petroleum tanker 96, roll on/roll off 1 |
| | *foreign-owned:* 10 (China 2, Hong Kong 1, UAE 6, UK 1) |
| | *registered in other countries:* 46 (Bahamas 1, Comoros 1, Cyprus 5, North Korea 1, Liberia 3, Malta 1, Mauritius 2, Panama 19, Saint Vincent and the Grenadines 6, Singapore 5, Venezuela 1, unknown 1) (2006) |
| **Indonesia** | *total:* 824 ships (1000 GRT or over) 3,773,771 GRT/4,887,614 DWT |
| | *by type:* bulk carrier 43, cargo 451, chemical tanker 21, container 50, liquefied gas 7, livestock carrier 1, passenger 41, passenger/cargo 58, petroleum tanker 132, refrigerated cargo 2, roll on/roll off 12, specialized tanker 4, vehicle carrier 2 |
| | *foreign-owned:* 30 (France 1, Germany 1, Japan 3, South Korea 1, Norway 1, Philippines 1, Singapore 17, Switzerland 3, UK 2) |
| | *registered in other countries:* 122 (Bahamas 4, Belize 2, Bermuda 1, Cambodia 1, Georgia 1, Hong Kong 4, Liberia 1, Panama 50, Singapore 56, Thailand 1, unknown 1) (2006) |
| **Iran** | *total:* 141 ships (1000 GRT or over) 5,086,702 GRT/8,878,829 DWT |
| | *by type:* bulk carrier 39, cargo 45, chemical tanker 4, container 12, liquefied gas 1, passenger 1, passenger/cargo 6, petroleum tanker 30, roll on/roll off 3 |
| | *foreign-owned:* 1 (UAE 1) |
| | *registered in other countries:* 22 (Bolivia 1, Cyprus 2, Malta 14, Panama 4, Saint Vincent and the Grenadines 1) (2006) |
| **Iraq** | *total:* 13 ships (1000 GRT or over) 67,796 GRT/101,317 DWT |
| | *by type:* cargo 11, petroleum tanker 2 (2006) |
| **Ireland** | *total:* 23 ships (1000 GRT or over) 103,589 GRT/145,044 DWT |
| | *by type:* cargo 19, chemical tanker 2, container 1, roll on/roll off 1 |
| | *foreign-owned:* 4 (Germany 2, US 2) |
| | *registered in other countries:* 21 (Bahamas 2, Bermuda 1, Cyprus 3, Gibraltar 1, Netherlands 10, Panama 2, Saint Vincent and the Grenadines 1, UK 1) (2006) |
| **Isle of Man** | *total:* 305 ships (1000 GRT or over) 8,266,229 GRT/13,792,927 DWT |
| | *by type:* bulk carrier 38, cargo 65, chemical tanker 53, container 16, liquefied gas 38, passenger/cargo 1, petroleum tanker 74, refrigerated cargo 5, roll on/roll off 9, specialized tanker 1, vehicle carrier 5 |
| | *foreign-owned:* 213 (Cyprus 1, Denmark 53, Estonia 2, France 2, Germany 56, Greece 45, Italy 5, Japan 4, Monaco 3, Netherlands 1, Norway 27, Singapore 7, Sweden 1, Turkey 3, US 3) |
| | *registered in other countries:* 9 (Antigua and Barbuda 2, Liberia 5, Marshall Islands 1, NZ 1) (2006) |
| **Israel** | *total:* 18 ships (1000 GRT or over) 716,382 GRT/845,053 DWT |
| | *by type:* cargo 2, container 16 |
| | *registered in other countries:* 51 (Bahamas 1, Bermuda 3, Cyprus 3, Honduras 1, Liberia 5, Malta 23, Panama 6, Saint Vincent and the Grenadines 2, Slovakia 7) (2006) |
| **Italy** | *total:* 591 ships (1000 GRT or over) 11,737,175 GRT/12,573,225 DWT |
| | *by type:* bulk carrier 52, cargo 45, chemical tanker 136, container 25, liquefied gas 37, livestock carrier 3, passenger 16, passenger/cargo 150, petroleum tanker 49, refrigerated cargo 4, roll on/roll off 33, specialized tanker 13, vehicle carrier 28 |
| | *foreign-owned:* 36 (France 1, Greece 6, Spain 1, Taiwan 10, UK 3, US 15) |
| | *registered in other countries:* 152 (Bahamas 5, Belize 4, Cayman Islands 12, Cyprus 2, France 2, Germany 1, Gibraltar 6, Isle of Man 5, Jamaica 1, Liberia 16, Malta 29, Marshall Islands 1, Norway 4, Panama 15, Portugal 12, Romania 1, Saint Vincent and the Grenadines 18, Singapore 2, Spain 2, Sweden 7, Turkey 3, UK 4) (2006) |
| **Jamaica** | *total:* 10 ships (1000 GRT or over) 124,323 GRT/184,247 DWT |
| | *by type:* bulk carrier 5, cargo 2, petroleum tanker 1, roll on/roll off 2 |
| | *foreign-owned:* 10 (Germany 3, Greece 6, Italy 1) (2006) |
| **Japan** | *total:* 683 ships (1000 GRT or over) 10,415,892 GRT/11,765,038 DWT |
| | *by type:* bulk carrier 134, cargo 30, chemical tanker 20, container 11, liquefied gas 59, passenger 14, passenger/cargo 149, petroleum tanker 156, refrigerated cargo 3, roll on/roll off 51, vehicle carrier 56 |
| | *registered in other countries:* 2,459 (Australia 1, Bahamas 51, Belize 2, Burma 4, Cambodia 4, Cayman Islands 1, China 3, Cyprus 17, French Southern and Antarctic Lands 4, Honduras 4, Hong Kong 67, Indonesia 3, Isle of Man 4, South Korea 1, Liberia 102, Malaysia 4, Malta 1, Marshall Islands 7, Mongolia 1, Norway 1, Panama 2007, Philippines 26, Portugal 9, Singapore 100, Sweden 2, Thailand 4, Vanuatu 28, unknown 1) (2006) |
| **Jordan** | *total:* 25 ships (1000 GRT or over) 346,698 GRT/501,060 DWT |
| | *by type:* bulk carrier 2, cargo 9, container 2, passenger/cargo 6, petroleum tanker 2, roll on/roll off 4 |
| | *foreign-owned:* 11 (UAE 11) |
| | *registered in other countries:* 15 (Bahamas 2, Panama 13) (2006) |
| **Kazakhstan |** | *total:* 6 ships (1000 GRT or over) 27,173 GRT/43,475 DWT |
| | *by type:* cargo 2, petroleum tanker 3, refrigerated cargo 1 |
| | *foreign-owned:* 2 (Oman 2) (2006) |
| **Kenya** | *total:* 3 ships (1000 GRT or over) 6,049 GRT/7,082 DWT |
| | *by type:* passenger/cargo 2, petroleum tanker 1 |
| | *registered in other countries:* 6 (Bahamas 1, Comoros 1, Saint Vincent and the Grenadines 2, Tuvalu 1, unknown 1) (2006) |
| **Kiribati** | *total:* 2 ships (1000 GRT or over) 2,749 GRT/3,911 DWT |
| | *by type:* cargo 1, passenger/cargo 1 |
| | *foreign-owned:* 1 (UAE 1) (2006) |
| **Korea, North** | *total:* 232 ships (1000 GRT or over) 983,182 GRT/1,370,104 DWT |
| | *by type:* bulk carrier 14, cargo 176, chemical tanker 1, container 4, livestock carrier 3, passenger/cargo 5, petroleum tanker 17, refrigerated cargo 3, roll on/roll off 8, vehicle carrier 1 |
| | *foreign-owned:* 60 (British Virgin Islands 1, China 1, Denmark 1, Egypt 2, Greece 1, India 1, Lebanon 6, Lithuania 1, Marshall Islands 1, Pakistan 3, Romania 11, Russia 1, Singapore 1, Syria 14, Turkey 4, UAE 6, US 3, Yemen 2) |
| | *registered in other countries:* 5 (Belize 2, Mongolia 3) (2006) |
| **Korea, South** | *total:* 669 ships (1000 GRT or over) 8,634,188 GRT/13,733,624 DWT |
| | *by type:* bulk carrier 157, cargo 193, chemical tanker 98, container 81, liquefied gas 22, passenger 5, passenger/cargo 24, petroleum tanker 57, refrigerated cargo 17, roll on/roll off 6, specialized tanker 3, vehicle carrier 6 |
| | *foreign-owned:* 22 (France 12, Japan 1, UK 2, US 7) |
| | *registered in other countries:* 365 (Belize 4, Cambodia 23, China 2, Cyprus 1, Georgia 1, Honduras 6, Hong Kong 6, Indonesia 1, Liberia 3, Malaysia 1, Malta 6, Marshall Islands 1, Panama 291, Singapore 17, unknown 2) (2006) |
| **Kuwait** | *total:* 38 ships (1000 GRT or over) 2,424,983 GRT/3,996,755 DWT |
| | *by type:* bulk carrier 2, cargo 1, container 6, liquefied gas 5, livestock carrier 3, petroleum tanker 21 |
| | *registered in other countries:* 28 (Bahrain 3, Comoros 1, Liberia 1, Libya 1, Panama 2, Qatar 7, Saudi Arabia 5, UAE 8) (2006) |
| **Laos** | *total:* 1 ship (1000 GRT or over) 2,370 GRT/3,110 DWT |
| | *by type:* cargo 1 (2006) |
| **Latvia** | *total:* 21 ships (1000 GRT or over) 250,559 GRT/336,136 DWT |
| | *by type:* cargo 7, chemical tanker 1, liquefied gas 2, passenger/cargo 3, petroleum tanker 7, roll on/roll off 1 |
| | *registered in other countries:* 105 (Antigua and Barbuda 5, Bahamas 1, Belize 6, Cambodia 2, Cyprus 4, Dominica 1, Gibraltar 2, Liberia 14, Malta 40, Marshall Islands 7, Panama 3, Russia 2, Saint Vincent and the Grenadines 18) (2006) |
| **Lebanon** | *total:* 39 ships (1000 GRT or over) 150,598 GRT/178,295 DWT |
| | *by type:* bulk carrier 4, cargo 18, livestock carrier 10, refrigerated cargo 1, roll on/roll off 3, vehicle carrier 3 |
| | *foreign-owned:* 4 (Greece 3, Syria 1) |
| | *registered in other countries:* 59 (Antigua and Barbuda 1, Barbados 1, Cambodia 6, Comoros 6, Egypt 2, Georgia 7, Honduras 1, North Korea 6, Liberia 2, Malta 10, Mongolia 1, Panama 2, Saint Vincent and the Grenadines 4, Sao Tome and Principe 1, Syria 7, unknown 2) (2006) |
| **Liberia** | *total:* 1,687 ships (1000 GRT or over) 62,522,787 GRT/96,776,521 DWT |
| | *by type:* barge carrier 3, bulk carrier 322, cargo 83, chemical tanker 199, combination ore/oil 2, container 477, liquefied gas 75, passenger 2, passenger/cargo 1, petroleum tanker 397, refrigerated cargo 76, roll on/roll off 4, specialized tanker 11, vehicle carrier 35 |
| | *foreign-owned:* 1,611 (Argentina 7, Australia 2, Austria 13, Bahamas, The 1, Bermuda 1, Brazil 3, Canada 2, China 35, Croatia 7, Cyprus 3, Denmark 8, Estonia 1, France 3, Germany 587, Greece 267, Hong Kong 37, India 3, Indonesia 1, Isle of Man 5, Israel 5, Italy 16, Japan 102, South Korea 3, Kuwait 1, Latvia 14, Lebanon 2, Mexico 1, Monaco 10, Netherlands 29, Norway 38, Poland 14, Qatar 2, Russia 77, Saudi Arabia 24, Singapore 28, Slovenia 2, Sweden 8, Switzerland 7, Taiwan 69, Turkey 1, UAE 18, UK 41, Ukraine 16, Uruguay 3, US 93, unknown 1) (2006) |
| **Libya** | *total:* 18 ships (1000 GRT or over) 86,034 GRT/89,820 DWT |
| | *by type:* cargo 10, liquefied gas 3, passenger/cargo 1, petroleum tanker 2, roll on/roll off 2 |
| | *foreign-owned:* 4 (Kuwait 1, Norway 1, Turkey 2) (2006) |
| **Lithuania** | *total:* 49 ships (1000 GRT or over) 353,094 GRT/352,883 DWT |
| | *by type:* bulk carrier 6, cargo 20, chemical tanker 1, container 1, passenger/cargo 5, petroleum tanker 1, refrigerated cargo 14, roll on/roll off 1 |
| | *foreign-owned:* 10 (Denmark 10) |
| | *registered in other countries:* 17 (Antigua and Barbuda 3, Belize 1, North Korea 1, Norway 1, Panama 5, Saint Vincent and the Grenadines 3, unknown 3) (2006) |
| **Luxembourg** | *total:* 42 ships (1000 GRT or over) 557,636 GRT/792,069 DWT |
| | *by type:* bulk carrier 6, chemical tanker 16, container 7, liquefied gas 2, passenger 3, petroleum tanker 3, roll on/roll off 5 |
| | *foreign-owned:* 42 (Belgium 9, Finland 4, France 14, Germany 10, Netherlands 2, US 3) (2006) |
| **Madagascar** | *total:* 9 ships (1000 GRT or over) 13,896 GRT/18,466 DWT |
| | *by type:* cargo 5, passenger 2, petroleum tanker 2 (2006) |
| **Malaysia** | *total:* 312 ships (1000 GRT or over) 5,542,727 GRT/7,544,154 DWT |
| | *by type:* bulk carrier 19, cargo 99, chemical tanker 38, container 48, liquefied gas 27, livestock carrier 1, passenger/cargo 8, petroleum tanker 61, roll on/roll off 5, vehicle carrier 6 |
| | *foreign-owned:* 66 (China 1, Germany 2, Hong Kong 14, Japan 4, South Korea 1, Singapore 44) |
| | *registered in other countries:* 68 (Bahamas 12, Belize 1, Cayman Islands 1, Mongolia 1, Panama 13, Philippines 1, Singapore 35, US 4) (2006) |
| **Maldives** | *total:* 17 ships (1000 GRT or over) 67,149 GRT/87,220 DWT |
| | *by type:* cargo 13, petroleum tanker 2, refrigerated cargo 2 |
| | *registered in other countries:* 1 (Panama 1) (2006) |
| **Malta** | *total:* 1,220 ships (1000 GRT or over) 23,917,414 GRT/38,685,924 DWT |
| | *by type:* bulk carrier 434, cargo 344, chemical tanker 105, combination ore/oil 1, container 59, liquefied gas 7, livestock carrier 1, passenger 15, passenger/cargo 14, petroleum tanker 146, refrigerated cargo 43, roll on/roll off 33, specialized tanker 2, vehicle carrier 16 |
| | *foreign-owned:* 1,162 (Austria 1, Azerbaijan 2, Bangladesh 3, Belgium 10, Bulgaria 13, Canada 18, China 14, Croatia 10, Cyprus 15, Denmark 6, Estonia 4, France 6, Germany 64, Greece 495, Hong Kong 2, Iceland 4, India 1, Iran 14, Israel 23, Italy 29, Japan 1, South Korea 6, Latvia 40, Lebanon 10, Monaco 1, Netherlands 6, Norway 49, Pakistan 1, Poland 27, Portugal 3, Romania 9, Russia 70, Slovenia 3, Spain 6, Sweden 3, Switzerland 21, Syria 7, Taiwan 2, Turkey 123, UAE 5, UK 8, Ukraine 24, US 3) |
| | *registered in other countries:* 8 (Panama 3, Portugal 1, Russia 4) (2006) |
| **Marshall Islands** | *total:* 795 ships (1000 GRT or over) 30,772,611 GRT/50,987,293 DWT |
| | *by type:* barge carrier 2, bulk carrier 178, cargo 53, chemical tanker 133, container 147, liquefied gas 25, passenger 7, petroleum tanker 234, refrigerated cargo 2, roll on/roll off 7, specialized tanker 2, vehicle carrier 5 |
| | *foreign-owned:* 730 (Australia 2, Bermuda 4, Brazil 1, Canada 6, Chile 1, Croatia 2, Cyprus 15, Denmark 1, Finland 2, Germany 194, Greece 199, Hong Kong 7, Isle of Man 1, Italy 1, Japan 7, South Korea 1, Latvia 7, Monaco 8, Netherlands 1, Norway 65, Russia 1, Saudi Arabia 1, Singapore 6, Slovenia 3, Spain 3, Switzerland 13, Turkey 20, UAE 3, UK 12, US 143) |
| | *registered in other countries:* 1 (North Korea 1) (2006) |
| **Mauritius** | *total:* 6 ships (1000 GRT or over) 22,386 GRT/23,214 DWT |
| | *by type:* bulk carrier 2, passenger/cargo 2, refrigerated cargo 2 |
| | *foreign-owned:* 4 (India 2, Switzerland 2) (2006) |
| **Mexico** | *total:* 56 ships (1000 GRT or over) 751,607 GRT/1,129,234 DWT |
| | *by type:* bulk carrier 2, cargo 6, chemical tanker 6, liquefied gas 4, passenger/cargo 9, petroleum tanker 25, roll on/roll off 4 |
| | *foreign-owned:* 5 (Denmark 2, France 1, Norway 1, UAE 1) |
| | *registered in other countries:* 15 (Belize 1, Honduras 1, Liberia 1, Panama 5, Portugal 1, Spain 3, Venezuela 3) (2006) |
| **Micronesia, Federated States of** | *total:* 2 ships (1000 GRT or over) 2,423 GRT/1,551 DWT |
| | *by type:* cargo 1, passenger/cargo 1 (2006) |
| **Moldova** | *total:* 7 ships (1000 GRT or over) 13,831 GRT/15,003 DWT |
| | *by type:* cargo 7 |
| | *foreign-owned:* 3 (Ukraine 3) (2006) |
| **Monaco** | *registered in other countries:* 77 (Bahamas 17, Barbados 1, Bermuda 2, France 1, Georgia 13, Isle of Man 3, Liberia 10, Malta 1, Marshall Islands 8, Norway 4, Panama 9, Saint Kitts and Nevis 1, Saint Vincent and the Grenadines 4, Switzerland 2, unknown 1) (2006) |
| **Mongolia** | *total:* 61 ships (1000 GRT or over) 319,053 GRT/479,190 DWT |
| | *by type:* bulk carrier 8, cargo 49, passenger/cargo 1, roll on/roll off 3 |
| | *foreign-owned:* 49 (China 4, Japan 1, North Korea 3, Lebanon 1, Malaysia 1, Russia 13, Singapore 10, Syria 1, Thailand 1, UAE 5, Ukraine 1, Vietnam 8) (2006) |
| **Montenegro** | *total:* 4 ships (1000 GRT or over) 9,458 GRT/10,172 DWT |
| | *by type:* cargo 4 |
| | *registered in other countries:* 4 (Bahamas 2, Saint Vincent and the Grenadines 2) (2006) |
| **Morocco** | *total:* 41 ships (1000 GRT or over) 382,781 GRT/285,435 DWT |
| | *by type:* cargo 5, chemical tanker 6, container 9, passenger/cargo 13, petroleum tanker 1, refrigerated cargo 2, roll on/roll off 5 |
| | *foreign-owned:* 5 (France 1, Germany 2, Switzerland 1, UK 1) |
| | *registered in other countries:* 1 (Panama 1) (2006) |
| **Mozambique** | *total:* 2 ships (1000 GRT or over) 2,964 GRT/5,324 DWT |
| | *by type:* cargo 2 |
| | *foreign-owned:* 2 (Belgium 2) (2006) |
| **Namibia** | *total:* 1 ship (1000 GRT or over) 2,265 GRT/3,605 DWT |
| | *by type:* cargo 1 (2006) |
| **Netherlands** | *total:* 558 ships (1000 GRT or over) 5,042,775 GRT/5,016,265 DWT |
| | *by type:* bulk carrier 29, cargo 345, chemical tanker 29, container 59, liquefied gas 12, passenger 14, passenger/cargo 14, petroleum tanker 16, refrigerated cargo 19, roll on/roll off 18, specialized tanker 3 |
| | *foreign-owned:* 157 (Australia 1, Belgium 2, Denmark 9, Finland 13, Germany 56, Ireland 10, Netherlands Antilles 1, Norway 7, Sweden 26, UK 19, US 13) |
| | *registered in other countries:* 222 (Antigua and Barbuda 14, Australia 2, Austria 2, Bahamas 24, Canada 1, Cayman Islands 4, Cyprus 18, Gibraltar 5, Isle of Man 1, Liberia 29, Luxembourg 2, Malta 6, Marshall Islands 1, Netherlands Antilles 54, Norway 3, Panama 21, Philippines 19, Portugal 1, Saint Vincent and the Grenadines 5, Singapore 2, UK 3, US 4, unknown 1) (2006) |
| **Netherlands Antilles** | *total:* 152 ships (1000 GRT or over) 1,289,462 GRT/1,671,649 DWT |
| | *by type:* barge carrier 3, bulk carrier 13, cargo 68, chemical tanker 3, container 19, liquefied gas 4, passenger 2, passenger/cargo 3, petroleum tanker 2, refrigerated cargo 28, roll on/roll off 4, specialized tanker 3 |
| | *foreign-owned:* 143 (Belgium 4, Cuba 1, Denmark 1, Germany 60, Netherlands 54, Norway 5, Sweden 5, Turkey 9, UK 3, US 1) |
| | *registered in other countries:* 1 (Netherlands 1) (2006) |
| **New Caledonia** | *total:* 2 ships (1000 GRT or over) 3,566 GRT/2,543 DWT |
| | *by type:* cargo 1, passenger/cargo 1 (2006) |
| **New Zealand** | *total:* 13 ships (1000 GRT or over) 136,361 GRT/124,972 DWT |
| | *by type:* bulk carrier 3, cargo 1, passenger/cargo 5, petroleum tanker 2, roll on/roll off 2 |
| | *foreign-owned:* 4 (Australia 2, Germany 1, Isle of Man 1) |
| | *registered in other countries:* 8 (Antigua and Barbuda 1, Cook Islands 1, Dominica 4, France 1, UK 1) (2006) |
| **Nigeria** | *total:* 52 ships (1000 GRT or over) 277,709 GRT/475,414 DWT |
| | *by type:* cargo 6, chemical tanker 5, combination ore/oil 1, liquefied gas 1, passenger/cargo 1, petroleum tanker 36, specialized tanker 2 |
| | *foreign-owned:* 4 (Norway 1, Pakistan 1, Singapore 1, Spain 1) |
| | *registered in other countries:* 28 (Bahamas 2, Bermuda 11, Cambodia 2, Comoros 2, Panama 7, Poland 1, Seychelles 1, unknown 2) (2006) |
| **Norway** | *total:* 724 ships (1000 GRT or over) 14,472,103 GRT/20,245,353 DWT |
| | *by type:* bulk carrier 67, cargo 153, chemical tanker 150, container 2, liquefied gas 79, passenger/cargo 121, petroleum tanker 75, refrigerated cargo 9, roll on/roll off 19, specialized tanker 2, vehicle carrier 47 |
| | *foreign-owned:* 168 (China 3, Cyprus 2, Denmark 32, Estonia 1, Finland 4, Greece 1, Hong Kong 55, Iceland 4, Italy 4, Japan 1, Lithuania 1, Monaco 4, Netherlands 3, Poland 2, Saudi Arabia 3, Sweden 28, UAE 1, UK 6, US 13) |
| | *registered in other countries:* 861 (Antigua and Barbuda 11, Australia 1, Bahamas 259, Barbados 29, Belize 2, Bermuda 5, Brazil 2, Cambodia 1, Canada 1, Cayman Islands 2, China 1, Comoros 1, Cook Islands 1, Cyprus 16, Denmark 3, Dominica 1, Ecuador 1, Estonia 2, Faroe Islands 4, Finland 1, France 1, French Southern and Antarctic Lands 12, Gibraltar 18, Hong Kong 26, Indonesia 1, Isle of Man 27, Liberia 38, Libya 1, Malta 49, Marshall Islands 65, Mexico 1, Netherlands 7, Netherlands Antilles 5, Nigeria 1, Panama 66, Philippines 3, Portugal 4, Russia 1, Saint Vincent and the Grenadines 16, Singapore 90, Spain 7, Sweden 7, Thailand 30, Tonga 1, UK 36, US 2, unknown 2) (2006) |
| **Oman** | *total:* 1 ship (1000 GRT or over) 10,797 GRT/5,040 DWT |
| | *by type:* passenger 1 |
| | *registered in other countries:* 2 (Kazakhstan 2) (2006) |
| **Pakistan** | *total:* 16 ships (1000 GRT or over) 397,740 GRT/657,656 DWT |
| | *by type:* bulk carrier 1, cargo 10, container 1, petroleum tanker 4 |
| | *registered in other countries:* 11 (Comoros 2, North Korea 3, Malta 1, Nigeria 1, Panama 3, Saint Vincent and the Grenadines 1) (2006) |
| **Panama** | *total:* 5,473 ships (1000 GRT or over) 146,511,342 GRT/219,940,567 DWT |
| | *by type:* barge carrier 1, bulk carrier 1,776, cargo 992, chemical tanker 476, combination ore/oil 2, container 663, liquefied gas 193, livestock carrier 7, passenger 49, passenger/cargo 77, petroleum tanker 518, refrigerated cargo 299, roll on/roll off 123, specialized tanker 23, vehicle carrier 274 |
| | *foreign-owned:* 4,922 (Anguilla 1, Argentina 9, Australia 3, Bahamas, The 2, Belgium 11, Bermuda 1, Bulgaria 1, Canada 4, Chile 9, China 420, Colombia 5, Croatia 5, Cuba 11, Cyprus 14, Denmark 34, Egypt 16, Estonia 3, France 15, Gabon 1, Germany 35, Greece 524, Hong Kong 169, India 19, Indonesia 50, Iran 4, Ireland 2, Israel 6, Italy 15, Japan 2007, Jordan 13, South Korea ( ( (291, Kuwait 2, Latvia 3, Lebanon 2, Lithuania 5, Malaysia 13, Maldives 1, Malta 3, Mexico 5, Monaco 9, Morocco 1, Netherlands 21, Nigeria 7, Norway 66, Pakistan 3, Peru 15, Philippines 13, Poland 15, Portugal 10, Qatar 1, Romania 9, Russia 7, Saudi Arabia 8, Singapore 67, South Africa 3, Spain 53, Sri Lanka 5, Sudan 1, Sweden 5, Switzerland 226, Syria 18, Taiwan 308, Thailand 9, Trinidad and Tobago 1, Turkey 42, UAE 105, UK 37, Ukraine 8, US 94, Venezuela 14, Vietnam 4, Yemen 3) |
| | *registered in other countries:* 1 (Venezuela 1) (2006) |
| **Papua New Guinea** | *total:* 24 ships (1000 GRT or over) 55,532 GRT/72,240 DWT |
| | *by type:* bulk carrier 2, cargo 18, passenger/cargo 2, petroleum tanker 1, roll on/roll off 1 |
| | *foreign-owned:* 6 (UK 6) (2006) |
| **Paraguay** | *total:* 21 ships (1000 GRT or over) 34,749 GRT/39,280 DWT |
| | *by type:* cargo 15, livestock carrier 1, passenger 1, passenger/cargo 1, petroleum tanker 2, roll on/roll off 1 |
| | *foreign-owned:* 3 (Argentina 3) |
| | *registered in other countries:* 1 (Ecuador 1) (2006) |
| **Peru** | *total:* 4 ships (1000 GRT or over) 38,954 GRT/62,255 DWT |
| | *by type:* cargo 3, petroleum tanker 1 |
| | *foreign-owned:* 1 (US 1) |
| | *registered in other countries:* 15 (Panama 15) (2006) |
| **Philippines** | *total:* 403 ships (1000 GRT or over) 4,661,285 GRT/6,426,183 DWT |
| | *by type:* bulk carrier 82, cargo 115, chemical tanker 13, container 6, liquefied gas 5, livestock carrier 17, passenger 9, passenger/cargo 73, petroleum tanker 42, refrigerated cargo 15, roll on/roll off 13, vehicle carrier 13 |
| | *foreign-owned:* 66 (Greece 5, Hong Kong 3, Japan 26, Malaysia 1, Netherlands 19, Norway 3, UAE 1, US 8) |
| | *registered in other countries:* 41 (Australia 1, Bahamas 1, Cambodia 1, Cayman Islands 1, Comoros 1, Cyprus 1, Hong Kong 16, Indonesia 1, Panama 13, Singapore 5) (2006) |
| **Poland** | *total:* 11 ships (1000 GRT or over) 55,701 GRT/45,082 DWT |
| | *by type:* cargo 6, chemical tanker 2, passenger/cargo 1, roll on/roll off 1, vehicle carrier 1 |
| | *foreign-owned:* 1 (Nigeria 1) |
| | *registered in other countries:* 106 (Antigua and Barbuda 3, Bahamas 15, Belize 2, Cyprus 20, Liberia 14, Malta 27, Norway 2, Panama 15, Saint Vincent and the Grenadines 1, Slovakia 2, Vanuatu 5) (2006) |
| **Portugal** | *total:* 111 ships (1000 GRT or over) 1,077,300 GRT/1,363,435 DWT |
| | *by type:* bulk carrier 11, cargo 27, chemical tanker 15, container 7, liquefied gas 11, passenger 9, passenger/cargo 10, petroleum tanker 8, roll on/roll off 4, vehicle carrier 9 |
| | *foreign-owned:* 82 (Australia 1, Belgium 8, Cyprus 1, Denmark 4, Germany 17, Greece 4, Italy 12, Japan 9, Malta 1, Mexico 1, Netherlands 1, Norway 4, Spain 15, Switzerland 3, US 1) |
| | *registered in other countries:* 16 (Cyprus 2, Hong Kong 1, Malta 3, Panama 10) (2006) |
| **Puerto Rico** | *total:* 3 ships (1000 GRT or over) 77,177 GRT/50,138 DWT |
| | *by type:* roll on/roll off 3 |
| | *foreign-owned:* 3 (US 3) |
| | *registered in other countries:* 1 (Saint Vincent and the Grenadines 1) (2006) |
| **Qatar** | *total:* 23 ships (1000 GRT or over) 750,669 GRT/1,177,673 DWT |
| | *by type:* cargo 2, chemical tanker 3, container 8, liquefied gas 2, petroleum tanker 7, roll on/roll off 1 |
| | *foreign-owned:* 8 (Kuwait 7, US 1) |
| | *registered in other countries:* 4 (Honduras 1, Liberia 2, Panama 1) (2006) |
| **Reunion** | *registered in other countries:* 1 (Bahamas 1) (2006) |
| **Romania** | *total:* 23 ships (1000 GRT or over) 198,767 GRT/246,732 DWT |
| | *by type:* bulk carrier 1, cargo 15, passenger 1, passenger/cargo 2, petroleum tanker 3, roll on/roll off 1 |
| | *foreign-owned:* 1 (Italy 1) |
| | *registered in other countries:* 48 (Georgia 11, North Korea 11, Malta 9, Panama 9, Saint Vincent and the Grenadines 1, Syria 3, unknown 4) (2006) |
| **Russia** | *total:* 1,178 ships (1000 GRT or over) 5,080,341 GRT/6,287,784 DWT |
