CIA -- The World Factbook -- Merchant marine

| Country | Merchant marine |
| **Man, Isle of** | *total:*  157 ships (1,000 GRT or over) totaling 4,917,402 GRT/8,333,858 DWT |
| | *ships by type:*  bulk 27, cargo 13, chemical tanker 11, combination bulk 3, container 20, liquefied gas 13, petroleum tanker 43, refrigerated cargo 3, roll on/roll off 18, specialized tanker 1, vehicle carrier 5 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Belgium 1, Denmark 1, Germany 1, Netherlands 1, Sweden 1, UK 3 (2000 est.) |
| **Marshall Islands** | *total:*  212 ships (1,000 GRT or over) totaling 9,768,406 GRT/16,242,699 DWT |
| | *ships by type:*  bulk 63, cargo 9, chemical tanker 10, combination ore/oil 2, container 29, liquefied gas 10, multi-functional large-load carrier 1, petroleum tanker 87, vehicle carrier 1 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Cyprus 1, Germany 1, Japan 1, US 6 (2000 est.) |
| **Martinique** | none (2000 est.) |
| **Mauritania** | none (2000 est.) |
| **Mauritius** | *total:*  9 ships (1,000 GRT or over) totaling 61,909 GRT/87,313 DWT |
| | *ships by type:*  cargo 2, combination bulk 2, container 2, liquefied gas 1, refrigerated cargo 2 |
| | *note:*  includes a foreign-owned ship registered here as a flag of convenience: India 1 (2000 est.) |
| **Mayotte** | none (2000 est.) |
| **Mexico** | *total:*  43 ships (1,000 GRT or over) totaling 590,657 GRT/920,456 DWT |
| | *ships by type:*  bulk 2, cargo 1, chemical tanker 4, liquefied gas 3, petroleum tanker 28, roll on/roll off 2, short-sea passenger 3 (2000 est.) |
| **Micronesia, Federated States of** | none (2000 est.) |
| **Monaco** | none (2000 est.) |
| **Montserrat** | none (2000 est.) |
| **Morocco** | *total:*  41 ships (1,000 GRT or over) totaling 223,052 GRT/272,786 DWT |
| | *ships by type:*  cargo 9, chemical tanker 6, container 5, petroleum tanker 3, refrigerated cargo 9, roll on/roll off 8, short-sea passenger 1 (2000 est.) |
| **Mozambique** | *total:*  3 ships (1,000 GRT or over) totaling 4,125 GRT/7,024 DWT |
| | *ships by type:*  cargo 3 (2000 est.) |
| **Namibia** | none (2000 est.) |
| **Nauru** | none (2000 est.) |
| **Netherlands** | *total:*  596 ships (1,000 GRT or over) totaling 4,321,500 GRT/4,877,632 DWT |
| | *ships by type:*  bulk 3, cargo 371, chemical tanker 43, container 59, liquefied gas 21, livestock carrier 1, multi-functional large-load carrier 9, passenger 8, petroleum tanker 26, refrigerated cargo 29, roll on/roll off 18, short-sea passenger 3, specialized tanker 5 (2000 est.) |
| **Netherlands Antilles** | *total:*  123 ships (1,000 GRT or over) totaling 1,113,774 GRT/1,397,841 DWT |
| | *ships by type:*  bulk 1, cargo 35, chemical tanker 2, combination ore/oil 3, container 19, liquefied gas 4, multi-functional large-load carrier 19, passenger 1, petroleum tanker 4, refrigerated cargo 28, roll on/roll off 7 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Belgium 8, Germany 1, Italy 1 (2000 est.) |
| **New Caledonia** | *total:*  1 ship (1,000 GRT or over) totaling 1,261 GRT/1,600 DWT |
| | *ships by type:*  cargo 1 (2000 est.) |
| **New Zealand** | *total:*  9 ships (1,000 GRT or over) totaling 72,389 GRT/109,018 DWT |
| | *ships by type:*  bulk 3, cargo 1, container 1, petroleum tanker 2, railcar carrier 1, roll on/roll off 1 (2000 est.) |
| **Nicaragua** | none (2000 est.) |
| **Nigeria** | *total:*  41 ships (1,000 GRT or over) totaling 357,372 GRT/636,254 DWT |
| | *ships by type:*  bulk 1, cargo 10, chemical tanker 4, petroleum tanker 24, roll on/roll off 1, specialized tanker 1 (2000 est.) |
| **Niue** | none (2000 est.) |
| **Norfolk Island** | none (2000 est.) |
| **Northern Mariana Islands** | none (2000 est.) |
| **Norway** | *total:*  764 ships (1,000 GRT or over) totaling 20,667,370 GRT/32,100,208 DWT |
| | *ships by type:*  bulk 89, cargo 139, chemical tanker 114, combination bulk 9, combination ore/oil 37, container 15, liquefied gas 84, passenger 10, petroleum tanker 151, refrigerated cargo 10, roll on/roll off 45, short-sea passenger 22, specialized tanker 1, vehicle carrier 38 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Germany 1, Japan 1, Mexico 1, Sweden 1 (2000 est.) |
| **Oman** | *total:*  4 ships (1,000 GRT or over) totaling 18,167 GRT/11,307 DWT |
| | *ships by type:*  cargo 2, passenger 1, passenger/cargo 1 (2000 est.) |
| **Pakistan** | *total:*  17 ships (1,000 GRT or over) totaling 240,605 GRT/367,040 DWT |
| | *ships by type:*  cargo 13, container 3, petroleum tanker 1 (2000 est.) |
| **Palau** | none (2000 est.) |
| **Panama** | *total:*  4,711 ships (1,000 GRT or over) totaling 111,515,984 GRT/169,655,363 DWT |
| | *ships by type:*  bulk 1,381, cargo 925, chemical tanker 314, combination bulk 71, combination ore/oil 18, container 525, liquefied gas 193, livestock carrier 5, multi-functional large-load carrier 12, passenger 41, passenger/cargo 4, petroleum tanker 544, railcar carrier 2, refrigerated cargo 297, roll on/roll off 106, short-sea passenger 36, specialized tanker 29, vehicle carrier 208 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Argentina 11, Australia 1, Austria 1, Bermuda 21, Belgium 4, The Bahamas 7, Brazil 2, Canada 4, China 154, Chile 4, Cayman Islands 1, Colombia 6, Cuba 7, Cyprus 4, Denmark 12, Egypt 8, Ireland 2, Equatorial Guinea 1, Finland 1, France 4, Germany 17, Greece 248, Hong Kong 158, Honduras 2, Croatia 3, Indonesia 40, India 11, Iran 1, Israel 3, Italy 7, Japan 1,007, Jordan 2, South Korea 223, Latvia 4, Lithuania 1, Liberia 2, Monaco 43, Malta 1, Mexico 5, Malaysia 6, Netherlands 6, Norway 36, Netherlands Antilles 1, Peru 5, Pakistan 1, Portugal 5, Philippines 10, Russia 6, Saudi Arabia 6, Seychelles 2, South Africa 5, Singapore 73, Spain 35, Sweden 4, Syria 11, Switzerland 53, UAE 11, Thailand 15, Taiwan 170, UK 18, US 79, Venezuela 18, Samoa 1 (2000 est.) |
| **Papua New Guinea** | *total:*  20 ships (1,000 GRT or over) totaling 35,361 GRT/51,096 DWT |
| | *ships by type:*  bulk 1, cargo 9, chemical tanker 1, combination ore/oil 3, container 1, petroleum tanker 3, roll on/roll off 2 (2000 est.) |
| **Paraguay** | *total:*  20 ships (1,000 GRT or over) totaling 31,066 GRT/35,441 DWT |
| | *ships by type:*  cargo 14, chemical tanker 1, petroleum tanker 3, roll on/roll off 2 (2000 est.) |
| **Peru** | *total:*  6 ships (1,000 GRT or over) totaling 40,623 GRT/61,769 DWT |
| | *ships by type:*  cargo 5, petroleum tanker 1 (2000 est.) |
| **Philippines** | *total:*  459 ships (1,000 GRT or over) totaling 5,653,062 GRT/8,512,326 DWT |
| | *ships by type:*  bulk 149, cargo 123, chemical tanker 4, combination bulk 10, container 5, liquefied gas 13, livestock carrier 10, passenger 4, passenger/cargo 12, petroleum tanker 42, refrigerated cargo 21, roll on/roll off 17, short-sea passenger 31, specialized tanker 2, vehicle carrier 16 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Cyprus 1, Denmark 1, Hong Kong 5, Japan 14, Netherlands 1, Singapore 1, UK 1 (2000 est.) |
| **Pitcairn Islands** | none (2000 est.) |
| **Poland** | *total:*  46 ships (1,000 GRT or over) totaling 943,540 GRT/1,532,694 DWT |
| | *ships by type:*  bulk 41, cargo 2, chemical tanker 1, roll on/roll off 1, short-sea passenger 1 (2000 est.) |
| **Portugal** | *total:*  158 ships (1,000 GRT or over) totaling 1,053,586 GRT/1,611,238 DWT |
| | *ships by type:*  bulk 14, cargo 84, chemical tanker 16, container 10, liquefied gas 7, multi-functional large-load carrier 1, petroleum tanker 11, refrigerated cargo 1, roll on/roll off 6, short-sea passenger 4, vehicle carrier 4 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Spain 1 (2000 est.) |
| **Qatar** | *total:*  25 ships (1,000 GRT or over) totaling 677,992 GRT/1,049,447 DWT |
| | *ships by type:*  cargo 10, combination ore/oil 2, container 7, petroleum tanker 6 (2000 est.) |
| **Reunion** | *total:*  1 ship (1,000 GRT or over) totaling 28,264 GRT/44,885 DWT |
| | *ships by type:*  chemical tanker 1 (2000 est.) |
| **Romania** | *total:*  95 ships (1,000 GRT or over) totaling 695,227 GRT/931,598 DWT |
| | *ships by type:*  bulk 10, cargo 71, container 1, passenger 1, passenger/cargo 1, petroleum tanker 4, railcar carrier 2, roll on/roll off 4, specialized tanker 1 (2000 est.) |
| **Russia** | *total:*  878 ships (1,000 GRT or over) totaling 4,314,485 GRT/5,344,958 DWT |
| | *ships by type:*  barge carrier 1, bulk 20, cargo 543, chemical tanker 4, combination bulk 21, combination ore/oil 7, container 31, multi-functional large-load carrier 1, passenger 35, passenger/cargo 3, petroleum tanker 164, refrigerated cargo 24, roll on/roll off 17, short-sea passenger 7 |
| | *note:*  includes a foreign-owned ship registered here as a flag of convenience: Reunion 1 (2000 est.) |
| **Saint Helena** | none (2000 est.) |
| **Saint Kitts and Nevis** | none (2000 est.) |
| **Saint Lucia** | none (2000 est.) |
| **Saint Pierre and Miquelon** | none (2000 est.) |
| **Saint Vincent and the Grenadines** | *total:*  800 ships (1,000 GRT or over) totaling 6,705,336 GRT/10,134,002 DWT |
| | *ships by type:*  barge carrier 1, bulk 131, cargo 395, chemical tanker 29, combination bulk 12, combination ore/oil 1, container 46, liquefied gas 7, livestock carrier 3, multi-functional large-load carrier 4, passenger 2, petroleum tanker 56, refrigerated cargo 42, roll on/roll off 49, short-sea passenger 11, specialized tanker 10, vehicle carrier 1 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: China 4, Ireland 1, France 1, Greece 3, Hong Kong 1, Croatia 10, India 1, Japan 2, Monaco 1, Netherlands 1, Norway 2, Netherlands Antilles 1, Pakistan 1, Russia 1, Slovenia 5, UAE 1 (2000 est.) |
| **Sao Tome and Principe** | *total:*  39 ships (1,000 GRT or over) totaling 130,843 GRT/149,048 DWT |
| | *ships by type:*  bulk 3, cargo 21, chemical tanker 1, container 3, liquefied gas 1, livestock carrier 1, petroleum tanker 1, refrigerated cargo 2, roll on/roll off 5, specialized tanker 1 (2000 est.) |
| **Saudi Arabia** | *total:*  71 ships (1,000 GRT or over) totaling 1,154,619 GRT/1,533,732 DWT |
| | *ships by type:*  cargo 11, chemical tanker 8, container 5, liquefied gas 1, livestock carrier 3, passenger 1, petroleum tanker 18, refrigerated cargo 3, roll on/roll off 13, short-sea passenger 8 (2000 est.) |
| **Seychelles** | *total:*  1 ship (1,000 GRT or over) totaling 5,353 GRT/7,638 DWT |
| | *ships by type:*  cargo 1 (2000 est.) |
| **Sierra Leone** | *total:*  1 ship (1,000 GRT or over) totaling 2,057 GRT/3,498 DWT |
| | *ships by type:*  cargo 1 (2000 est.) |
| **Singapore** | *total:*  879 ships (1,000 GRT or over) totaling 20,849,168 GRT/33,215,317 DWT |
| | *ships by type:*  bulk 134, cargo 111, chemical tanker 63, combination bulk 10, combination ore/oil 6, container 167, liquefied gas 28, livestock carrier 2, multi-functional large-load carrier 4, passenger 1, petroleum tanker 295, refrigerated cargo 7, roll on/roll off 7, short-sea passenger 1, specialized tanker 10, vehicle carrier 33 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Australia 1, Bermuda 12, Belgium 6, China 9, Denmark 29, Germany 8, Greece 1, Hong Kong 20, Indonesia 9, Japan 32, South Korea 3, Netherlands 2, Norway 9, Russia 1, Sweden 22, Thailand 22, Taiwan 17, UK 3, US 10 (2000 est.) |
| **Slovakia** | *total:*  3 ships (1,000 GRT or over) totaling 15,041 GRT/19,517 DWT |
| | *ships by type:*  cargo 3 (2000 est.) |
| **Solomon Islands** | none (2000 est.) |
| **Somalia** | none (2000 est.) |
| **South Africa** | *total:*  8 ships (1,000 GRT or over) totaling 271,650 GRT/268,604 DWT |
| | *ships by type:*  container 6, petroleum tanker 2 (2000 est.) |
| **Spain** | *total:*  135 ships (1,000 GRT or over) totaling 1,208,730 GRT/1,773,378 DWT |
| | *ships by type:*  bulk 10, cargo 26, chemical tanker 10, container 9, liquefied gas 2, livestock carrier 1, passenger 1, petroleum tanker 24, refrigerated cargo 5, roll on/roll off 35, short-sea passenger 8, specialized tanker 1, vehicle carrier 3 (2000 est.) |
| **Sri Lanka** | *total:*  20 ships (1,000 GRT or over) totaling 149,902 GRT/247,852 DWT |
| | *ships by type:*  bulk 1, cargo 16, container 1, petroleum tanker 1, refrigerated cargo 1 (2000 est.) |
| **Sudan** | *total:*  4 ships (1,000 GRT or over) totaling 38,093 GRT/49,727 DWT |
| | *ships by type:*  cargo 2, roll on/roll off 2 (2000 est.) |
| **Suriname** | *total:*  3 ships (1,000 GRT or over) totaling 3,432 GRT/4,525 DWT |
| | *ships by type:*  cargo 1, container 1, petroleum tanker 1 (2000 est.) |
| **Svalbard** | none (2000 est.) |
| **Sweden** | *total:*  167 ships (1,000 GRT or over) totaling 2,205,370 GRT/1,663,091 DWT |
| | *ships by type:*  bulk 5, cargo 28, chemical tanker 31, combination ore/oil 4, liquefied gas 1, passenger 1, petroleum tanker 29, railcar carrier 1, roll on/roll off 40, short-sea passenger 4, specialized tanker 6, vehicle carrier 17 (2000 est.) |
| **Switzerland** | *total:*  24 ships (1,000 GRT or over) totaling 435,966 GRT/780,458 DWT |
| | *ships by type:*  bulk 12, cargo 6, chemical tanker 5, petroleum tanker 1 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: UK 1 (2000 est.) |
| **Syria** | *total:*  133 ships (1,000 GRT or over) totaling 425,392 GRT/612,097 DWT |
| | *ships by type:*  bulk 11, cargo 117, livestock carrier 4, roll on/roll off 1 (2000 est.) |
| **Tanzania** | *total:*  8 ships (1,000 GRT or over) totaling 21,987 GRT/27,121 DWT |
| | *ships by type:*  cargo 2, passenger/cargo 2, petroleum tanker 2, roll on/roll off 1, short-sea passenger 1 (2000 est.) |
| **Thailand** | *total:*  294 ships (1,000 GRT or over) totaling 1,845,972 GRT/2,923,914 DWT |
| | *ships by type:*  bulk 36, cargo 133, chemical tanker 3, combination bulk 1, container 14, liquefied gas 20, multi-functional large-load carrier 3, passenger 1, petroleum tanker 61, refrigerated cargo 13, roll on/roll off 2, short-sea passenger 2, specialized tanker 5 (2000 est.) |
| **Togo** | *total:*  1 ship (1,000 GRT or over) totaling 2,603 GRT/2,800 DWT |
| | *ships by type:*  specialized tanker 1 (2000 est.) |
| **Tokelau** | none (2000 est.) |
| **Tonga** | *total:*  8 ships (1,000 GRT or over) totaling 20,626 GRT/29,468 DWT |
| | *ships by type:*  bulk 1, cargo 2, liquefied gas 3, petroleum tanker 1, roll on/roll off 1 (2000 est.) |
| **Trinidad and Tobago** | *total:*  2 ships (1,000 GRT or over) totaling 2,439 GRT/4,040 DWT |
| | *ships by type:*  cargo 1, petroleum tanker 1 (2000 est.) |
| **Tunisia** | *total:*  15 ships (1,000 GRT or over) totaling 149,554 GRT/156,861 DWT |
| | *ships by type:*  bulk 2, cargo 4, chemical tanker 3, liquefied gas 1, petroleum tanker 1, short-sea passenger 3, specialized tanker 1 (2000 est.) |
| **Turkey** | *total:*  548 ships (1,000 GRT or over) totaling 5,617,302 GRT/9,088,451 DWT |
| | *ships by type:*  bulk 140, cargo 242, chemical tanker 41, combination bulk 5, combination ore/oil 6, container 21, liquefied gas 6, passenger/cargo 1, petroleum tanker 43, refrigerated cargo 3, roll on/roll off 25, short-sea passenger 10, specialized tanker 5 (2000 est.) |
| **Turkmenistan** | *total:*  1 ship (1,000 GRT or over) totaling 6,459 GRT/8,865 DWT |
| | *ships by type:*  container 1 (2000 est.) |
| **Turks and Caicos Islands** | none (2000 est.) |
| **Tuvalu** | *total:*  9 ships (1,000 GRT or over) totaling 52,135 GRT/68,300 DWT |
| | *ships by type:*  cargo 5, passenger/cargo 1, petroleum tanker 1, roll on/roll off 2 (2000 est.) |
| **Uganda** | *total:*  3 ships (1,000 GRT or over) totaling 5,091 GRT/8,229 DWT |
| | *ships by type:*  roll on/roll off |
| | *note:*  these ships are in cargo and passenger service on Uganda's inland waterways (2000 est.) |
| **Ukraine** | *total:*  156 ships (1,000 GRT or over) totaling 757,582 GRT/841,755 DWT |
| | *ships by type:*  bulk 8, cargo 110, container 3, liquefied gas 2, passenger 11, passenger/cargo 2, petroleum tanker 14, railcar carrier 2, roll on/roll off 2, short-sea passenger 2 (2000 est.) |
| **United Arab Emirates** | *total:*  70 ships (1,000 GRT or over) totaling 1,094,256 GRT/1,421,333 DWT |
| | *ships by type:*  cargo 16, chemical tanker 3, container 17, liquefied gas 1, livestock carrier 1, passenger 1, petroleum tanker 24, roll on/roll off 6, specialized tanker 1 (2000 est.) |
| **United Kingdom** | *total:*  200 ships (1,000 GRT or over) totaling 3,934,776 GRT/3,760,240 DWT |
| | *ships by type:*  bulk 4, cargo 31, chemical tanker 11, combination ore/oil 1, container 47, liquefied gas 3, passenger 14, passenger/cargo 1, petroleum tanker 52, refrigerated cargo 4, roll on/roll off 19, short-sea passenger 10, specialized tanker 1, vehicle carrier 2 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Denmark 1 (2000 est.) |
| **United States** | *total:*  376 ships (1,000 GRT or over) totaling 10,814,622 GRT/14,416,517 DWT |
| | *ships by type:*  barge carrier 9, bulk 68, cargo 29, chemical tanker 13, combination bulk 3, container 80, liquefied gas 1, multi-functional large-load carrier 3, passenger 9, passenger/cargo 1, petroleum tanker 98, roll on/roll off 49, short-sea passenger 3, specialized tanker 1, vehicle carrier 9 (2000 est.) |
| **Uruguay** | *total:*  2 ships (1,000 GRT or over) totaling 7,752 GRT/5,228 DWT |
| | *ships by type:*  petroleum tanker 1, roll on/roll off 1 (2000 est.) |
| **Vanuatu** | *total:*  54 ships (1,000 GRT or over) totaling 1,067,384 GRT/1,330,543 DWT |
| | *ships by type:*  bulk 23, cargo 7, chemical tanker 3, combination bulk 2, container 1, liquefied gas 3, petroleum tanker 2, refrigerated cargo 7, vehicle carrier 6 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Australia 2, Canada 1, China 1, France 1, Greece 1, Hong Kong 1, Japan 22, Netherlands 1, Norway 1, Switzerland 1, US 4 (2000 est.) |
| **Venezuela** | *total:*  36 ships (1,000 GRT or over) totaling 490,160 GRT/897,694 DWT |
| | *ships by type:*  bulk 7, cargo 10, liquefied gas 2, passenger/cargo 1, petroleum tanker 7, roll on/roll off 8, short-sea passenger 1 (2000 est.) |
| **Vietnam** | *total:*  143 ships (1,000 GRT or over) totaling 705,388 GRT/1,071,902 DWT |
| | *ships by type:*  bulk 8, cargo 108, chemical tanker 1, combination bulk 1, container 2, liquefied gas 2, petroleum tanker 18, refrigerated cargo 3 (2000 est.) |
| **Virgin Islands** | none (2000 est.) |
| **Wallis and Futuna** | *total:*  4 ships (1,000 GRT or over) totaling 48,853 GRT/43,128 DWT |
| | *ships by type:*  passenger 3, petroleum tanker 1 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: France 1 (2000 est.) |
| **Yemen** | *total:*  4 ships (1,000 GRT or over) totaling 15,075 GRT/23,562 DWT |
| | *ships by type:*  cargo 1, petroleum tanker 3 (2000 est.) |
| **Yugoslavia** | *total:*  1 ship (1,000 GRT or over) totaling 2,437 GRT/400 DWT |
| | *ships by type:*  short-sea passenger 1 (2000 est.) |
| **Taiwan** | *total:*  167 ships (1,000 GRT or over) totaling 4,768,145 GRT/7,508,941 DWT |
| | *ships by type:*  bulk 45, cargo 29, combination bulk 1, container 65, petroleum tanker 17, refrigerated cargo 8, roll on/roll off 2 (2000 est.) |


