CIA - The World Factbook --  Natural gas - imports   

This entry is the total natural gas imported in cubic meters (cu m).

| Rank | country | (cu m) | Date of Information |
| 94 | Mali | 0 | 2008 est. |
| 95 | Malawi | 0 | 2008 est. |
| 96 | Montserrat | 0 | 2008 est. |
| 97 | Mongolia | 0 | 2008 est. |
| 98 | Lebanon | 0 | 2008 est. |
| 99 | Pakistan | 0 | 2008 est. |
| 100 | Peru | 0 | 2008 est. |
| 101 | Paraguay | 0 | 2008 est. |
| 102 | New Zealand | 0 | 2008 est. |
| 103 | Nicaragua | 0 | 2008 est. |
| 104 | Netherlands Antilles | 0 | 2008 est. |
| 105 | Suriname | 0 | 2008 est. |
| 106 | Nauru | 0 | 2008 est. |
| 107 | Nepal | 0 | 2008 est. |
| 108 | Zimbabwe | 0 | 2008 est. |
| 109 | Zambia | 0 | 2008 est. |
| 110 | Yemen | 0 | 2008 est. |
| 111 | Swaziland | 0 | 2008 est. |
| 112 | Samoa | 0 | 2008 est. |
| 113 | Western Sahara | 0 | 2008 est. |
| 114 | Namibia | 0 | 2008 est. |
| 115 | Virgin Islands | 0 | 2008 est. |
| 116 | Vietnam | 0 | 2008 est. |
| 117 | British Virgin Islands | 0 | 2008 est. |
| 118 | Saint Vincent and the Grenadines | 0 | 2008 est. |
| 119 | Uzbekistan | 0 | 2008 est. |
| 120 | Burkina Faso | 0 | 2008 est. |
| 121 | Uganda | 0 | 2008 est. |
| 122 | Tanzania | 0 | 2008 est. |
| 123 | Turkmenistan | 0 | 2008 est. |
| 124 | Timor-Leste | 0 | 2008 est. |
| 125 | Sao Tome and Principe | 0 | 2008 est. |
| 126 | Togo | 0 | 2008 est. |
| 127 | Tonga | 0 | 2008 est. |
| 128 | Turks and Caicos Islands | 0 | 2008 est. |
| 129 | Trinidad and Tobago | 0 | 2008 est. |
| 130 | Sudan | 0 | 2008 est. |
| 131 | Saint Lucia | 0 | 2008 est. |
| 132 | Somalia | 0 | 2008 est. |
| 133 | Sierra Leone | 0 | 2008 est. |
| 134 | Saint Helena | 0 | 2008 est. |
| 135 | Senegal | 0 | 2008 est. |
| 136 | Seychelles | 0 | 2008 est. |
| 137 | Saint Kitts and Nevis | 0 | 2008 est. |
| 138 | Saint Pierre and Miquelon | 0 | 2008 est. |
| 139 | Saudi Arabia | 0 | 2008 est. |
| 140 | Rwanda | 0 | 2008 est. |
| 141 | Philippines | 0 | 2008 est. |
| 142 | Qatar | 0 | 2008 est. |
| 143 | Guinea-Bissau | 0 | 2008 est. |
| 144 | Papua New Guinea | 0 | 2008 est. |
| 145 | Panama | 0 | 2008 est. |
| 146 | Norway | 0 | 2008 est. |
| 147 | Nigeria | 0 | 2008 est. |
| 148 | Vanuatu | 0 | 2008 est. |
| 149 | Niger | 0 | 2008 est. |
| 150 | Niue | 0 | 2008 est. |
| 151 | New Caledonia | 0 | 2008 est. |
| 152 | Mozambique | 0 | 2008 est. |
| 153 | Malaysia | 0 | 2008 est. |
| 154 | Laos | 0 | 2008 est. |
| 155 | Kuwait | 0 | 2008 est. |
| 156 | Kiribati | 0 | 2008 est. |
| 157 | Korea, North | 0 | 2008 est. |
| 158 | Kenya | 0 | 2008 est. |
| 159 | Jamaica | 0 | 2008 est. |
| 160 | Iraq | 0 | 2008 est. |
| 161 | Cote d'Ivoire | 0 | 2008 est. |
| 162 | Madagascar | 0 | 2008 est. |
| 163 | Libya | 0 | 2008 est. |
| 164 | Lesotho | 0 | 2008 est. |
| 165 | Liberia | 0 | 2008 est. |
| 166 | Israel | 0 | 2008 est. |
| 167 | Indonesia | 0 | 2008 est. |
| 168 | Iceland | 0 | 2008 est. |
| 169 | Honduras | 0 | 2008 est. |
| 170 | Haiti | 0 | 2008 est. |
| 171 | Guyana | 0 | 2008 est. |
| 172 | Guinea | 0 | 2008 est. |
| 173 | Guatemala | 0 | 2008 est. |
| 174 | Greenland | 0 | 2008 est. |
| 175 | Grenada | 0 | 2008 est. |
| 176 | Gibraltar | 0 | 2008 est. |
| 177 | Ghana | 0 | 2008 est. |
| 178 | Gabon | 0 | 2008 est. |
| 179 | Gambia, The | 0 | 2008 est. |
| 180 | French Polynesia | 0 | 2008 est. |
| 181 | Faroe Islands | 0 | 2008 est. |
| 182 | Cyprus | 0 | 2008 est. |
| 183 | Cook Islands | 0 | 2008 est. |
| 184 | Cape Verde | 0 | 2008 est. |
| 185 | Cuba | 0 | 2008 est. |
| 186 | Central African Republic | 0 | 2008 est. |
| 187 | Costa Rica | 0 | 2008 est. |
| 188 | Colombia | 0 | 2008 est. |
| 189 | Comoros | 0 | 2008 est. |
| 190 | Dominica | 0 | 2008 est. |
| 191 | Djibouti | 0 | 2008 est. |
| 192 | Cameroon | 0 | 2008 est. |
| 193 | Cayman Islands | 0 | 2008 est. |
| 194 | Congo, Democratic Republic of the | 0 | 2008 est. |
| 195 | Congo, Republic of the | 0 | 2008 est. |
| 196 | Chad | 0 | 2008 est. |
| 197 | Cambodia | 0 | 2008 est. |
| 198 | Burundi | 0 | 2008 est. |
| 199 | Brunei | 0 | 2008 est. |
| 200 | Barbados | 0 | 2008 est. |
| 201 | Azerbaijan | 0 | 2008 est. |
| 202 | American Samoa | 0 | 2008 est. |
| 203 | Angola | 0 | 2008 est. |
| 204 | Albania | 0 | 2008 est. |
| 205 | Algeria | 0 | 2008 est. |
| 206 | Antigua and Barbuda | 0 | 2008 est. |
